,Zipcode,Stats,Below poverty level,Percent below poverty level,Total
2312,62610,Estimate,26.0,17.8,146.0
2313,62610,Margin of Error,18.0,11.0,48.0
2314,62611,Estimate,33.0,2.7,1222.0
2315,62611,Margin of Error,25.0,2.2,285.0
2316,62612,Estimate,152.0,9.6,1585.0
2317,62612,Margin of Error,125.0,7.3,216.0
2318,62613,Estimate,203.0,5.1,4010.0
2319,62613,Margin of Error,108.0,2.7,358.0
2320,62615,Estimate,398.0,7.0,5675.0
2321,62615,Margin of Error,245.0,4.5,336.0
2322,62617,Estimate,42.0,7.8,538.0
2323,62617,Margin of Error,20.0,3.7,110.0
2324,62618,Estimate,1335.0,19.4,6869.0
2325,62618,Margin of Error,329.0,4.8,156.0
2326,62621,Estimate,176.0,14.9,1184.0
2327,62621,Margin of Error,77.0,6.2,144.0
2328,62622,Estimate,0.0,,0.0
2329,62622,Margin of Error,12.0,,12.0
2330,62624,Estimate,13.0,3.1,415.0
2331,62624,Margin of Error,16.0,3.8,141.0
2332,62625,Estimate,31.0,3.8,808.0
2333,62625,Margin of Error,36.0,4.4,236.0
2334,62626,Estimate,1131.0,15.9,7092.0
2335,62626,Margin of Error,461.0,6.6,296.0
2336,62627,Estimate,107.0,10.9,980.0
2337,62627,Margin of Error,78.0,7.3,174.0
2338,62628,Estimate,45.0,5.4,827.0
2339,62628,Margin of Error,26.0,2.9,177.0
2340,62629,Estimate,494.0,3.4,14737.0
2341,62629,Margin of Error,212.0,1.4,477.0
2342,62630,Estimate,39.0,6.3,622.0
2343,62630,Margin of Error,26.0,4.5,196.0
2344,62631,Estimate,41.0,15.0,274.0
2345,62631,Margin of Error,33.0,11.6,104.0
2346,62633,Estimate,132.0,21.6,611.0
2347,62633,Margin of Error,94.0,10.8,192.0
2348,62634,Estimate,62.0,6.0,1036.0
2349,62634,Margin of Error,48.0,4.3,230.0
2350,62635,Estimate,18.0,3.3,538.0
2351,62635,Margin of Error,19.0,3.4,77.0
2352,62638,Estimate,98.0,7.2,1354.0
2353,62638,Margin of Error,72.0,5.2,210.0
2354,62639,Estimate,25.0,9.1,274.0
2355,62639,Margin of Error,31.0,9.4,131.0
2356,62640,Estimate,314.0,9.7,3232.0
2357,62640,Margin of Error,146.0,4.4,304.0
2358,62642,Estimate,140.0,10.5,1339.0
2359,62642,Margin of Error,89.0,6.3,200.0
2360,62643,Estimate,8.0,1.1,738.0
2361,62643,Margin of Error,7.0,1.0,310.0
2362,62644,Estimate,896.0,19.1,4697.0
2363,62644,Margin of Error,271.0,5.7,170.0
2364,62649,Estimate,98.0,20.5,479.0
2365,62649,Margin of Error,105.0,21.2,116.0
2366,62650,Estimate,3157.0,13.7,22979.0
2367,62650,Margin of Error,673.0,3.0,434.0
2368,62655,Estimate,78.0,13.0,599.0
2369,62655,Margin of Error,46.0,8.1,173.0
2370,62656,Estimate,1911.0,12.5,15297.0
2371,62656,Margin of Error,419.0,2.7,344.0
2372,62661,Estimate,369.0,24.6,1500.0
2373,62661,Margin of Error,287.0,16.1,321.0
2374,62663,Estimate,26.0,12.0,216.0
2375,62663,Margin of Error,23.0,10.0,52.0
2376,62664,Estimate,498.0,16.2,3082.0
2377,62664,Margin of Error,166.0,5.2,248.0
2378,62665,Estimate,188.0,12.6,1487.0
2379,62665,Margin of Error,78.0,5.0,196.0
2380,62666,Estimate,32.0,6.6,487.0
2381,62666,Margin of Error,19.0,3.6,93.0
2382,62667,Estimate,47.0,8.1,580.0
2383,62667,Margin of Error,35.0,6.2,188.0
2384,62668,Estimate,153.0,10.8,1418.0
2385,62668,Margin of Error,76.0,5.3,214.0
2386,62670,Estimate,232.0,9.0,2571.0
2387,62670,Margin of Error,118.0,4.2,323.0
2388,62671,Estimate,20.0,3.9,519.0
2389,62671,Margin of Error,15.0,2.8,102.0
2390,62672,Estimate,16.0,8.5,188.0
2391,62672,Margin of Error,10.0,6.3,67.0
2392,62673,Estimate,34.0,9.3,366.0
2393,62673,Margin of Error,35.0,8.2,122.0
2394,62674,Estimate,374.0,23.2,1610.0
2395,62674,Margin of Error,241.0,11.9,304.0
2396,62675,Estimate,480.0,8.5,5637.0
2397,62675,Margin of Error,190.0,3.4,321.0
2398,62677,Estimate,79.0,3.9,2039.0
2399,62677,Margin of Error,37.0,1.8,239.0
2400,62681,Estimate,1058.0,19.4,5441.0
2401,62681,Margin of Error,331.0,5.8,247.0
2402,62682,Estimate,40.0,5.7,703.0
2403,62682,Margin of Error,23.0,3.4,119.0
2404,62684,Estimate,17.0,0.3,5635.0
2405,62684,Margin of Error,22.0,0.4,635.0
2406,62685,Estimate,338.0,16.0,2109.0
2407,62685,Margin of Error,140.0,6.2,295.0
2408,62688,Estimate,66.0,8.8,753.0
2409,62688,Margin of Error,50.0,6.6,132.0
2410,62689,Estimate,16.0,2.7,588.0
2411,62689,Margin of Error,16.0,2.8,247.0
2412,62690,Estimate,360.0,9.8,3692.0
2413,62690,Margin of Error,158.0,4.3,167.0
2414,62691,Estimate,287.0,13.9,2068.0
2415,62691,Margin of Error,129.0,6.0,241.0
2416,62692,Estimate,297.0,13.9,2133.0
2417,62692,Margin of Error,121.0,5.3,275.0
2418,62693,Estimate,183.0,11.2,1627.0
2419,62693,Margin of Error,124.0,6.4,393.0
2420,62694,Estimate,311.0,10.5,2963.0
2421,62694,Margin of Error,131.0,4.3,174.0
2422,62695,Estimate,11.0,4.3,256.0
2423,62695,Margin of Error,10.0,5.0,149.0
2424,62701,Estimate,304.0,40.8,745.0
2425,62701,Margin of Error,93.0,10.6,157.0
2426,62702,Estimate,7897.0,24.2,32660.0
2427,62702,Margin of Error,1220.0,3.2,1455.0
2428,62703,Estimate,8039.0,29.0,27720.0
2429,62703,Margin of Error,862.0,2.8,1272.0
2430,62704,Estimate,5618.0,13.9,40445.0
2431,62704,Margin of Error,814.0,2.0,1643.0
2432,62707,Estimate,526.0,6.7,7807.0
2433,62707,Margin of Error,223.0,2.9,755.0
2434,62711,Estimate,478.0,3.0,15987.0
2435,62711,Margin of Error,313.0,1.9,889.0
2436,62712,Estimate,405.0,4.0,10134.0
2437,62712,Margin of Error,179.0,1.8,947.0
2438,62801,Estimate,3631.0,19.4,18713.0
2439,62801,Margin of Error,525.0,2.8,389.0
2440,62803,Estimate,119.0,9.6,1240.0
2441,62803,Margin of Error,60.0,4.9,230.0
2442,62806,Estimate,416.0,12.4,3365.0
2443,62806,Margin of Error,160.0,4.6,218.0
2444,62807,Estimate,71.0,7.4,964.0
2445,62807,Margin of Error,37.0,4.3,280.0
2446,62808,Estimate,338.0,19.4,1738.0
2447,62808,Margin of Error,171.0,8.6,265.0
2448,62809,Estimate,15.0,10.7,140.0
2449,62809,Margin of Error,16.0,9.2,60.0
2450,62810,Estimate,68.0,7.5,907.0
2451,62810,Margin of Error,36.0,3.9,141.0
2452,62811,Estimate,112.0,38.9,288.0
2453,62811,Margin of Error,58.0,14.2,77.0
2454,62812,Estimate,1655.0,15.1,10938.0
2455,62812,Margin of Error,321.0,3.1,533.0
2456,62814,Estimate,133.0,7.4,1804.0
2457,62814,Margin of Error,72.0,3.9,195.0
2458,62815,Estimate,35.0,15.8,221.0
2459,62815,Margin of Error,27.0,10.2,77.0
2460,62816,Estimate,160.0,13.3,1204.0
2461,62816,Margin of Error,58.0,4.3,206.0
2462,62817,Estimate,60.0,10.3,583.0
2463,62817,Margin of Error,44.0,7.2,211.0
2464,62818,Estimate,43.0,11.7,366.0
2465,62818,Margin of Error,36.0,9.0,105.0
2466,62819,Estimate,57.0,17.1,334.0
2467,62819,Margin of Error,36.0,9.0,81.0
2468,62820,Estimate,19.0,11.9,159.0
2469,62820,Margin of Error,22.0,14.8,91.0
2470,62821,Estimate,783.0,11.8,6625.0
2471,62821,Margin of Error,225.0,3.4,220.0
2472,62822,Estimate,807.0,28.4,2838.0
2473,62822,Margin of Error,216.0,7.3,231.0
2474,62823,Estimate,256.0,13.8,1858.0
2475,62823,Margin of Error,245.0,11.5,383.0
2476,62824,Estimate,315.0,19.0,1654.0
2477,62824,Margin of Error,142.0,7.7,223.0
2478,62825,Estimate,22.0,11.8,187.0
2479,62825,Margin of Error,20.0,11.3,70.0
2480,62827,Estimate,251.0,21.1,1187.0
2481,62827,Margin of Error,109.0,8.1,186.0
2482,62828,Estimate,164.0,10.4,1577.0
2483,62828,Margin of Error,111.0,6.9,365.0
2484,62829,Estimate,0.0,0.0,31.0
2485,62829,Margin of Error,12.0,53.3,46.0
2486,62830,Estimate,150.0,11.8,1270.0
2487,62830,Margin of Error,47.0,3.9,186.0
2488,62831,Estimate,43.0,12.3,350.0
2489,62831,Margin of Error,29.0,7.8,95.0
2490,62832,Estimate,1635.0,19.9,8207.0
2491,62832,Margin of Error,410.0,5.1,336.0
2492,62833,Estimate,0.0,0.0,285.0
2493,62833,Margin of Error,12.0,10.8,92.0
2494,62835,Estimate,220.0,19.5,1131.0
2495,62835,Margin of Error,117.0,9.1,226.0
2496,62836,Estimate,62.0,8.2,757.0
2497,62836,Margin of Error,34.0,4.6,128.0
2498,62837,Estimate,1205.0,13.7,8812.0
2499,62837,Margin of Error,270.0,2.9,372.0
2500,62838,Estimate,305.0,15.3,1990.0
2501,62838,Margin of Error,132.0,6.5,451.0
2502,62839,Estimate,860.0,13.7,6290.0
2503,62839,Margin of Error,260.0,4.1,146.0
2504,62841,Estimate,56.0,45.5,123.0
2505,62841,Margin of Error,76.0,38.9,91.0
2506,62842,Estimate,63.0,8.8,718.0
2507,62842,Margin of Error,30.0,4.5,149.0
2508,62843,Estimate,33.0,17.6,187.0
2509,62843,Margin of Error,45.0,23.2,96.0
2510,62844,Estimate,320.0,16.5,1939.0
2511,62844,Margin of Error,146.0,6.1,292.0
2512,62846,Estimate,138.0,16.4,844.0
2513,62846,Margin of Error,75.0,8.1,199.0
2514,62848,Estimate,77.0,14.0,551.0
2515,62848,Margin of Error,35.0,5.9,100.0
2516,62849,Estimate,230.0,11.2,2056.0
2517,62849,Margin of Error,91.0,4.3,261.0
2518,62850,Estimate,54.0,8.4,645.0
2519,62850,Margin of Error,40.0,9.7,401.0
2520,62851,Estimate,22.0,22.7,97.0
2521,62851,Margin of Error,21.0,17.5,51.0
2522,62852,Estimate,8.0,10.8,74.0
2523,62852,Margin of Error,6.0,8.2,30.0
2524,62853,Estimate,89.0,8.1,1094.0
2525,62853,Margin of Error,47.0,4.5,254.0
2526,62854,Estimate,207.0,13.7,1512.0
2527,62854,Margin of Error,70.0,5.0,268.0
2528,62856,Estimate,54.0,16.9,319.0
2529,62856,Margin of Error,32.0,9.5,92.0
2530,62858,Estimate,528.0,18.5,2854.0
2531,62858,Margin of Error,238.0,7.6,358.0
2532,62859,Estimate,829.0,15.0,5533.0
2533,62859,Margin of Error,460.0,7.8,417.0
2534,62860,Estimate,57.0,14.3,398.0
2535,62860,Margin of Error,33.0,8.0,100.0
2536,62861,Estimate,50.0,33.1,151.0
2537,62861,Margin of Error,37.0,20.4,70.0
2538,62862,Estimate,17.0,5.8,291.0
2539,62862,Margin of Error,14.0,5.0,100.0
2540,62863,Estimate,1098.0,11.8,9337.0
2541,62863,Margin of Error,289.0,3.1,314.0
2542,62864,Estimate,3978.0,17.5,22794.0
2543,62864,Margin of Error,478.0,2.1,396.0
2544,62865,Estimate,230.0,11.7,1973.0
2545,62865,Margin of Error,157.0,7.5,341.0
2546,62867,Estimate,114.0,21.4,533.0
2547,62867,Margin of Error,56.0,9.7,154.0
2548,62868,Estimate,161.0,8.8,1836.0
2549,62868,Margin of Error,94.0,4.8,306.0
2550,62869,Estimate,503.0,20.5,2456.0
2551,62869,Margin of Error,192.0,7.5,290.0
2552,62870,Estimate,364.0,18.2,2000.0
2553,62870,Margin of Error,134.0,6.3,290.0
2554,62871,Estimate,44.0,8.0,553.0
2555,62871,Margin of Error,26.0,5.1,178.0
2556,62872,Estimate,87.0,7.7,1133.0
2557,62872,Margin of Error,47.0,4.0,223.0
2558,62874,Estimate,113.0,26.3,429.0
2559,62874,Margin of Error,72.0,13.2,119.0
2560,62875,Estimate,86.0,7.8,1101.0
2561,62875,Margin of Error,41.0,3.7,146.0
2562,62876,Estimate,10.0,7.0,142.0
2563,62876,Margin of Error,11.0,7.7,35.0
2564,62877,Estimate,103.0,20.7,497.0
2565,62877,Margin of Error,61.0,10.9,109.0
2566,62878,Estimate,24.0,6.1,394.0
2567,62878,Margin of Error,27.0,7.2,149.0
2568,62879,Estimate,23.0,21.9,105.0
2569,62879,Margin of Error,23.0,19.8,53.0
2570,62880,Estimate,80.0,11.1,721.0
2571,62880,Margin of Error,46.0,6.4,160.0
2572,62881,Estimate,1639.0,15.8,10379.0
2573,62881,Margin of Error,355.0,3.5,342.0
2574,62882,Estimate,489.0,21.8,2241.0
2575,62882,Margin of Error,136.0,5.7,301.0
2576,62883,Estimate,58.0,8.8,658.0
2577,62883,Margin of Error,50.0,8.2,246.0
2578,62884,Estimate,178.0,6.7,2659.0
2579,62884,Margin of Error,99.0,3.7,152.0
2580,62885,Estimate,98.0,22.6,434.0
2581,62885,Margin of Error,68.0,15.0,128.0
2582,62886,Estimate,35.0,10.4,335.0
2583,62886,Margin of Error,27.0,8.1,106.0
2584,62887,Estimate,37.0,9.7,381.0
2585,62887,Margin of Error,48.0,14.1,213.0
2586,62888,Estimate,160.0,7.3,2195.0
2587,62888,Margin of Error,61.0,2.8,258.0
2588,62889,Estimate,33.0,3.2,1032.0
2589,62889,Margin of Error,25.0,2.3,198.0
2590,62890,Estimate,396.0,17.5,2263.0
2591,62890,Margin of Error,149.0,6.6,288.0
2592,62891,Estimate,97.0,13.6,712.0
2593,62891,Margin of Error,56.0,7.4,182.0
2594,62892,Estimate,43.0,15.1,285.0
2595,62892,Margin of Error,26.0,7.8,91.0
2596,62893,Estimate,112.0,13.7,820.0
2597,62893,Margin of Error,81.0,9.2,154.0
2598,62894,Estimate,86.0,7.9,1091.0
2599,62894,Margin of Error,40.0,3.6,129.0
2600,62895,Estimate,159.0,9.6,1662.0
2601,62895,Margin of Error,88.0,4.9,243.0
2602,62896,Estimate,2876.0,24.7,11645.0
2603,62896,Margin of Error,570.0,4.8,422.0
2604,62897,Estimate,112.0,30.1,372.0
2605,62897,Margin of Error,74.0,16.0,99.0
2606,62898,Estimate,211.0,10.2,2062.0
2607,62898,Margin of Error,96.0,4.6,294.0
2608,62899,Estimate,383.0,25.8,1484.0
2609,62899,Margin of Error,247.0,14.6,301.0
2610,62901,Estimate,8126.0,35.6,22794.0
2611,62901,Margin of Error,737.0,3.0,707.0
2612,62902,Estimate,605.0,14.5,4161.0
2613,62902,Margin of Error,182.0,4.3,426.0
2614,62903,Estimate,828.0,26.2,3158.0
2615,62903,Margin of Error,390.0,9.3,597.0
2616,62905,Estimate,61.0,10.5,583.0
2617,62905,Margin of Error,39.0,6.7,166.0
2618,62906,Estimate,1354.0,20.1,6725.0
2619,62906,Margin of Error,416.0,6.6,415.0
2620,62907,Estimate,311.0,16.6,1870.0
2621,62907,Margin of Error,153.0,7.3,256.0
2622,62908,Estimate,53.0,8.6,619.0
2623,62908,Margin of Error,28.0,5.2,184.0
2624,62910,Estimate,351.0,16.0,2193.0
2625,62910,Margin of Error,140.0,5.9,301.0
2626,62912,Estimate,298.0,20.3,1467.0
2627,62912,Margin of Error,140.0,7.7,284.0
2628,62914,Estimate,747.0,36.6,2041.0
2629,62914,Margin of Error,200.0,8.9,199.0
2630,62915,Estimate,14.0,3.8,370.0
2631,62915,Margin of Error,20.0,5.6,154.0
2632,62916,Estimate,39.0,5.2,744.0
2633,62916,Margin of Error,27.0,3.6,162.0
2634,62917,Estimate,352.0,15.4,2281.0
2635,62917,Margin of Error,152.0,6.6,328.0
2636,62918,Estimate,1164.0,12.1,9619.0
2637,62918,Margin of Error,470.0,4.7,434.0
2638,62919,Estimate,81.0,9.7,839.0
2639,62919,Margin of Error,52.0,6.0,153.0
2640,62920,Estimate,396.0,12.7,3109.0
2641,62920,Margin of Error,136.0,4.7,295.0
2642,62921,Estimate,132.0,50.2,263.0
2643,62921,Margin of Error,89.0,19.7,111.0
2644,62922,Estimate,244.0,8.0,3061.0
2645,62922,Margin of Error,90.0,3.0,393.0
2646,62923,Estimate,65.0,13.9,467.0
2647,62923,Margin of Error,35.0,6.8,123.0
2648,62924,Estimate,427.0,14.3,2983.0
2649,62924,Margin of Error,121.0,3.9,341.0
2650,62926,Estimate,356.0,17.0,2092.0
2651,62926,Margin of Error,151.0,6.6,320.0
2652,62927,Estimate,80.0,25.6,312.0
2653,62927,Margin of Error,78.0,18.8,109.0
2654,62928,Estimate,23.0,15.2,151.0
2655,62928,Margin of Error,16.0,12.5,84.0
2656,62930,Estimate,1291.0,22.6,5708.0
2657,62930,Margin of Error,376.0,6.7,145.0
2658,62931,Estimate,247.0,18.6,1329.0
2659,62931,Margin of Error,103.0,6.7,178.0
2660,62932,Estimate,184.0,16.0,1148.0
2661,62932,Margin of Error,75.0,6.1,179.0
2662,62933,Estimate,142.0,11.3,1257.0
2663,62933,Margin of Error,77.0,5.9,315.0
2664,62934,Estimate,118.0,17.5,675.0
2665,62934,Margin of Error,61.0,8.3,143.0
2666,62935,Estimate,325.0,15.3,2127.0
2667,62935,Margin of Error,168.0,7.4,365.0
2668,62938,Estimate,710.0,22.0,3222.0
2669,62938,Margin of Error,230.0,6.9,260.0
2670,62939,Estimate,251.0,9.6,2612.0
2671,62939,Margin of Error,99.0,3.7,246.0
2672,62940,Estimate,143.0,20.0,714.0
2673,62940,Margin of Error,161.0,22.9,448.0
2674,62941,Estimate,45.0,6.7,671.0
2675,62941,Margin of Error,39.0,5.6,164.0
2676,62942,Estimate,76.0,12.0,633.0
2677,62942,Margin of Error,40.0,5.8,151.0
2678,62943,Estimate,23.0,8.0,286.0
2679,62943,Margin of Error,26.0,9.2,105.0
2680,62946,Estimate,2120.0,17.9,11832.0
2681,62946,Margin of Error,461.0,3.9,436.0
2682,62947,Estimate,12.0,3.1,384.0
2683,62947,Margin of Error,19.0,4.9,134.0
2684,62948,Estimate,1950.0,14.9,13067.0
2685,62948,Margin of Error,400.0,3.1,443.0
2686,62949,Estimate,149.0,20.5,728.0
2687,62949,Margin of Error,60.0,7.6,181.0
2688,62950,Estimate,0.0,0.0,131.0
2689,62950,Margin of Error,12.0,21.7,85.0
2690,62951,Estimate,578.0,12.0,4832.0
2691,62951,Margin of Error,340.0,6.9,523.0
2692,62952,Estimate,713.0,23.8,2999.0
2693,62952,Margin of Error,230.0,6.7,305.0
2694,62953,Estimate,68.0,26.9,253.0
2695,62953,Margin of Error,34.0,12.6,81.0
2696,62954,Estimate,167.0,26.9,621.0
2697,62954,Margin of Error,111.0,15.6,164.0
2698,62956,Estimate,117.0,11.2,1041.0
2699,62956,Margin of Error,47.0,4.7,204.0
2700,62957,Estimate,167.0,24.1,694.0
2701,62957,Margin of Error,98.0,11.8,163.0
2702,62958,Estimate,255.0,12.8,1988.0
2703,62958,Margin of Error,96.0,4.5,265.0
2704,62959,Estimate,3855.0,15.0,25638.0
2705,62959,Margin of Error,715.0,2.7,679.0
2706,62960,Estimate,1864.0,18.0,10330.0
2707,62960,Margin of Error,355.0,3.5,393.0
2708,62961,Estimate,8.0,28.6,28.0
2709,62961,Margin of Error,14.0,42.6,23.0
2710,62962,Estimate,0.0,,0.0
2711,62962,Margin of Error,12.0,,12.0
2712,62963,Estimate,201.0,26.3,764.0
2713,62963,Margin of Error,70.0,9.8,238.0
2714,62964,Estimate,391.0,31.4,1244.0
2715,62964,Margin of Error,133.0,10.1,173.0
2716,62965,Estimate,6.0,8.5,71.0
2717,62965,Margin of Error,9.0,15.1,57.0
2718,62966,Estimate,2259.0,15.4,14654.0
2719,62966,Margin of Error,516.0,3.5,454.0
2720,62967,Estimate,27.0,9.0,299.0
2721,62967,Margin of Error,17.0,7.5,136.0
2722,62969,Estimate,61.0,15.1,404.0
2723,62969,Margin of Error,64.0,15.5,163.0
2724,62970,Estimate,118.0,18.4,640.0
2725,62970,Margin of Error,53.0,8.2,159.0
2726,62972,Estimate,70.0,7.0,1000.0
2727,62972,Margin of Error,63.0,5.8,199.0
2728,62974,Estimate,160.0,8.2,1955.0
2729,62974,Margin of Error,101.0,4.8,411.0
2730,62975,Estimate,30.0,22.9,131.0
2731,62975,Margin of Error,49.0,26.2,103.0
2732,62976,Estimate,44.0,12.3,358.0
2733,62976,Margin of Error,54.0,14.2,156.0
2734,62977,Estimate,136.0,20.7,658.0
2735,62977,Margin of Error,118.0,14.4,191.0
2736,62979,Estimate,100.0,9.9,1014.0
2737,62979,Margin of Error,70.0,6.4,178.0
2738,62982,Estimate,204.0,17.2,1184.0
2739,62982,Margin of Error,106.0,8.9,208.0
2740,62983,Estimate,195.0,14.7,1329.0
2741,62983,Margin of Error,90.0,6.5,227.0
2742,62984,Estimate,548.0,35.0,1564.0
2743,62984,Margin of Error,180.0,11.1,238.0
2744,62985,Estimate,30.0,5.9,509.0
2745,62985,Margin of Error,28.0,5.6,135.0
2746,62987,Estimate,188.0,13.8,1367.0
2747,62987,Margin of Error,125.0,9.6,266.0
2748,62988,Estimate,357.0,24.8,1437.0
2749,62988,Margin of Error,178.0,11.1,227.0
2750,62990,Estimate,211.0,17.1,1231.0
2751,62990,Margin of Error,104.0,7.6,202.0
2752,62992,Estimate,116.0,14.0,826.0
2753,62992,Margin of Error,83.0,9.3,238.0
2754,62994,Estimate,47.0,6.4,736.0
2755,62994,Margin of Error,25.0,3.7,159.0
2756,62995,Estimate,613.0,17.0,3616.0
2757,62995,Margin of Error,198.0,5.3,361.0
2758,62996,Estimate,48.0,13.2,363.0
2759,62996,Margin of Error,42.0,12.0,133.0
2760,62997,Estimate,123.0,21.1,582.0
2761,62997,Margin of Error,99.0,15.2,152.0
2762,62998,Estimate,43.0,18.5,232.0
2763,62998,Margin of Error,34.0,15.4,119.0
2764,62999,Estimate,357.0,20.6,1736.0
2765,62999,Margin of Error,115.0,6.0,208.0
2766,63673,Estimate,222.0,13.2,1688.0
2767,63673,Margin of Error,120.0,6.8,337.0
2768,Illinois,Estimate,1488670.0,12.0,12418504.0
2769,Illinois,Margin of Error,18242.0,0.1,2377.0
