,Zipcode,Stats,Below poverty level,Percent below poverty level,Total
1165,61418,Margin of Error,23.0,3.5,135.0
1166,61419,Estimate,7.0,7.6,92.0
1167,61419,Margin of Error,6.0,6.6,28.0
1168,61420,Estimate,145.0,14.3,1017.0
1169,61420,Margin of Error,80.0,6.5,200.0
1170,61421,Estimate,146.0,10.4,1398.0
1171,61421,Margin of Error,99.0,6.4,249.0
1172,61422,Estimate,336.0,10.8,3106.0
1173,61422,Margin of Error,145.0,4.7,85.0
1174,61423,Estimate,84.0,14.4,582.0
1175,61423,Margin of Error,75.0,12.2,187.0
1176,61424,Estimate,7.0,10.3,68.0
1177,61424,Margin of Error,8.0,16.3,68.0
1178,61425,Estimate,23.0,4.6,503.0
1179,61425,Margin of Error,23.0,5.1,171.0
1180,61426,Estimate,31.0,33.7,92.0
1181,61426,Margin of Error,43.0,38.2,70.0
1182,61427,Estimate,237.0,11.8,2015.0
1183,61427,Margin of Error,107.0,5.0,238.0
1184,61428,Estimate,117.0,12.5,936.0
1185,61428,Margin of Error,69.0,7.0,213.0
1186,61430,Estimate,58.0,9.6,603.0
1187,61430,Margin of Error,31.0,5.0,98.0
1188,61431,Estimate,21.0,9.8,214.0
1189,61431,Margin of Error,17.0,7.7,84.0
1190,61432,Estimate,57.0,9.1,626.0
1191,61432,Margin of Error,44.0,6.8,127.0
1192,61433,Estimate,0.0,0.0,115.0
1193,61433,Margin of Error,12.0,24.3,120.0
1194,61434,Estimate,541.0,18.9,2859.0
1195,61434,Margin of Error,220.0,7.6,72.0
1196,61435,Estimate,0.0,0.0,13.0
1197,61435,Margin of Error,12.0,82.3,21.0
1198,61436,Estimate,75.0,9.4,797.0
1199,61436,Margin of Error,63.0,7.7,210.0
1200,61437,Estimate,23.0,3.4,675.0
1201,61437,Margin of Error,20.0,3.1,157.0
1202,61438,Estimate,38.0,4.9,770.0
1203,61438,Margin of Error,17.0,2.4,159.0
1204,61439,Estimate,83.0,30.0,277.0
1205,61439,Margin of Error,65.0,16.3,87.0
1206,61440,Estimate,124.0,16.1,771.0
1207,61440,Margin of Error,104.0,12.9,211.0
1208,61441,Estimate,156.0,15.2,1027.0
1209,61441,Margin of Error,89.0,9.0,282.0
1210,61442,Estimate,115.0,16.0,718.0
1211,61442,Margin of Error,47.0,6.6,164.0
1212,61443,Estimate,2907.0,21.9,13248.0
1213,61443,Margin of Error,545.0,4.2,216.0
1214,61447,Estimate,66.0,5.9,1115.0
1215,61447,Margin of Error,40.0,4.0,282.0
1216,61448,Estimate,270.0,7.5,3623.0
1217,61448,Margin of Error,136.0,3.7,224.0
1218,61449,Estimate,24.0,10.6,227.0
1219,61449,Margin of Error,21.0,8.6,58.0
1220,61450,Estimate,156.0,9.0,1741.0
1221,61450,Margin of Error,83.0,4.6,240.0
1222,61451,Estimate,8.0,3.4,236.0
1223,61451,Margin of Error,13.0,5.6,109.0
1224,61452,Estimate,11.0,5.4,205.0
1225,61452,Margin of Error,12.0,6.2,76.0
1226,61453,Estimate,29.0,4.5,642.0
1227,61453,Margin of Error,25.0,4.0,157.0
1228,61454,Estimate,81.0,18.4,440.0
1229,61454,Margin of Error,73.0,14.1,116.0
1230,61455,Estimate,4140.0,24.6,16835.0
1231,61455,Margin of Error,552.0,3.3,425.0
1232,61458,Estimate,83.0,16.9,492.0
1233,61458,Margin of Error,56.0,10.2,102.0
1234,61459,Estimate,3.0,0.8,355.0
1235,61459,Margin of Error,5.0,1.5,124.0
1236,61460,Estimate,28.0,10.2,275.0
1237,61460,Margin of Error,26.0,9.6,97.0
1238,61462,Estimate,1377.0,13.6,10134.0
1239,61462,Margin of Error,345.0,3.4,254.0
1240,61465,Estimate,128.0,11.0,1167.0
1241,61465,Margin of Error,95.0,7.9,175.0
1242,61466,Estimate,18.0,5.6,319.0
1243,61466,Margin of Error,22.0,6.9,113.0
1244,61467,Estimate,52.0,4.4,1183.0
1245,61467,Margin of Error,49.0,4.3,283.0
1246,61468,Estimate,91.0,50.6,180.0
1247,61468,Margin of Error,116.0,37.3,147.0
1248,61469,Estimate,262.0,12.3,2138.0
1249,61469,Margin of Error,156.0,6.8,238.0
1250,61470,Estimate,64.0,10.2,628.0
1251,61470,Margin of Error,48.0,8.0,192.0
1252,61471,Estimate,0.0,0.0,123.0
1253,61471,Margin of Error,12.0,22.9,60.0
1254,61472,Estimate,24.0,4.2,565.0
1255,61472,Margin of Error,20.0,3.7,164.0
1256,61473,Estimate,75.0,6.2,1205.0
1257,61473,Margin of Error,49.0,3.8,176.0
1258,61474,Estimate,23.0,8.9,257.0
1259,61474,Margin of Error,20.0,7.8,104.0
1260,61475,Estimate,4.0,1.9,206.0
1261,61475,Margin of Error,6.0,3.3,75.0
1262,61476,Estimate,38.0,8.5,448.0
1263,61476,Margin of Error,32.0,7.0,100.0
1264,61477,Estimate,79.0,14.7,539.0
1265,61477,Margin of Error,68.0,9.6,166.0
1266,61478,Estimate,0.0,0.0,202.0
1267,61478,Margin of Error,12.0,14.8,126.0
1268,61479,Estimate,71.0,67.6,105.0
1269,61479,Margin of Error,69.0,25.3,76.0
1270,61480,Estimate,79.0,6.5,1210.0
1271,61480,Margin of Error,50.0,4.1,226.0
1272,61482,Estimate,94.0,16.9,555.0
1273,61482,Margin of Error,49.0,7.6,106.0
1274,61483,Estimate,273.0,15.0,1826.0
1275,61483,Margin of Error,119.0,5.7,205.0
1276,61484,Estimate,81.0,10.1,804.0
1277,61484,Margin of Error,47.0,5.6,155.0
1278,61485,Estimate,24.0,6.7,359.0
1279,61485,Margin of Error,14.0,3.9,71.0
1280,61486,Estimate,166.0,11.7,1415.0
1281,61486,Margin of Error,123.0,8.4,223.0
1282,61488,Estimate,218.0,17.4,1252.0
1283,61488,Margin of Error,109.0,8.8,282.0
1284,61489,Estimate,109.0,12.9,847.0
1285,61489,Margin of Error,60.0,8.2,213.0
1286,61490,Estimate,98.0,9.4,1047.0
1287,61490,Margin of Error,76.0,6.8,173.0
1288,61491,Estimate,240.0,11.7,2059.0
1289,61491,Margin of Error,87.0,4.2,206.0
1290,61501,Estimate,304.0,17.5,1741.0
1291,61501,Margin of Error,111.0,5.9,250.0
1292,61516,Estimate,70.0,9.2,765.0
1293,61516,Margin of Error,43.0,5.6,198.0
1294,61517,Estimate,92.0,2.7,3386.0
1295,61517,Margin of Error,58.0,1.7,482.0
1296,61519,Estimate,29.0,12.9,225.0
1297,61519,Margin of Error,16.0,6.8,74.0
1298,61520,Estimate,2601.0,18.3,14200.0
1299,61520,Margin of Error,512.0,3.6,496.0
1300,61523,Estimate,1254.0,11.6,10790.0
1301,61523,Margin of Error,440.0,4.1,396.0
1302,61524,Estimate,22.0,6.1,359.0
1303,61524,Margin of Error,22.0,6.0,116.0
1304,61525,Estimate,159.0,1.7,9307.0
1305,61525,Margin of Error,133.0,1.4,670.0
1306,61526,Estimate,25.0,3.4,725.0
1307,61526,Margin of Error,36.0,4.9,212.0
1308,61528,Estimate,102.0,3.6,2861.0
1309,61528,Margin of Error,105.0,3.7,397.0
1310,61529,Estimate,373.0,13.2,2826.0
1311,61529,Margin of Error,201.0,6.6,469.0
1312,61530,Estimate,729.0,12.2,5973.0
1313,61530,Margin of Error,246.0,4.2,363.0
1314,61531,Estimate,216.0,7.1,3023.0
1315,61531,Margin of Error,97.0,3.3,180.0
1316,61532,Estimate,106.0,16.4,647.0
1317,61532,Margin of Error,79.0,12.4,198.0
1318,61533,Estimate,369.0,16.7,2216.0
1319,61533,Margin of Error,191.0,6.2,453.0
1320,61534,Estimate,144.0,7.7,1877.0
1321,61534,Margin of Error,104.0,5.3,343.0
1322,61535,Estimate,132.0,6.2,2117.0
1323,61535,Margin of Error,156.0,7.2,417.0
1324,61536,Estimate,116.0,4.0,2907.0
1325,61536,Margin of Error,51.0,1.7,239.0
1326,61537,Estimate,419.0,16.2,2584.0
1327,61537,Margin of Error,157.0,5.6,231.0
1328,61539,Estimate,18.0,11.5,156.0
1329,61539,Margin of Error,13.0,8.1,46.0
1330,61540,Estimate,213.0,8.6,2477.0
1331,61540,Margin of Error,109.0,4.3,251.0
1332,61541,Estimate,20.0,18.7,107.0
1333,61541,Margin of Error,19.0,15.8,37.0
1334,61542,Estimate,486.0,14.5,3352.0
1335,61542,Margin of Error,145.0,4.5,184.0
1336,61543,Estimate,4.0,3.1,131.0
1337,61543,Margin of Error,4.0,3.3,49.0
1338,61544,Estimate,30.0,4.0,749.0
1339,61544,Margin of Error,21.0,3.0,212.0
1340,61545,Estimate,24.0,3.2,748.0
1341,61545,Margin of Error,26.0,3.6,224.0
1342,61546,Estimate,322.0,9.0,3582.0
1343,61546,Margin of Error,96.0,2.5,246.0
1344,61547,Estimate,96.0,2.4,3993.0
1345,61547,Margin of Error,56.0,1.4,346.0
1346,61548,Estimate,308.0,2.6,11859.0
1347,61548,Margin of Error,169.0,1.4,309.0
1348,61550,Estimate,766.0,4.4,17265.0
1349,61550,Margin of Error,260.0,1.5,266.0
1350,61552,Estimate,15.0,6.0,249.0
1351,61552,Margin of Error,25.0,12.2,198.0
1352,61553,Estimate,25.0,9.8,255.0
1353,61553,Margin of Error,20.0,9.3,153.0
1354,61554,Estimate,5609.0,14.0,40080.0
1355,61554,Margin of Error,897.0,2.2,717.0
1356,61559,Estimate,252.0,7.4,3408.0
1357,61559,Margin of Error,120.0,3.7,538.0
1358,61560,Estimate,105.0,16.5,637.0
1359,61560,Margin of Error,77.0,11.4,136.0
1360,61561,Estimate,48.0,2.1,2251.0
1361,61561,Margin of Error,39.0,1.7,283.0
1362,61562,Estimate,0.0,0.0,58.0
1363,61562,Margin of Error,12.0,38.9,41.0
1364,61563,Estimate,63.0,13.6,464.0
1365,61563,Margin of Error,29.0,5.8,87.0
1366,61564,Estimate,89.0,9.1,974.0
1367,61564,Margin of Error,54.0,5.5,185.0
1368,61565,Estimate,115.0,8.2,1402.0
1369,61565,Margin of Error,40.0,2.7,140.0
1370,61567,Estimate,36.0,9.1,396.0
1371,61567,Margin of Error,29.0,8.0,136.0
1372,61568,Estimate,181.0,4.1,4393.0
1373,61568,Margin of Error,111.0,2.6,539.0
1374,61569,Estimate,9.0,0.9,993.0
1375,61569,Margin of Error,13.0,1.3,193.0
1376,61570,Estimate,225.0,12.8,1756.0
1377,61570,Margin of Error,105.0,5.6,243.0
1378,61571,Estimate,1139.0,4.6,24628.0
1379,61571,Margin of Error,569.0,2.3,120.0
1380,61572,Estimate,180.0,14.8,1217.0
1381,61572,Margin of Error,99.0,6.9,217.0
1382,61602,Estimate,336.0,52.3,642.0
1383,61602,Margin of Error,139.0,10.8,182.0
1384,61603,Estimate,5383.0,34.1,15805.0
1385,61603,Margin of Error,821.0,4.4,1142.0
1386,61604,Estimate,5037.0,17.9,28092.0
1387,61604,Margin of Error,1072.0,3.4,1560.0
1388,61605,Estimate,5935.0,41.0,14460.0
1389,61605,Margin of Error,840.0,5.9,1319.0
1390,61606,Estimate,1745.0,27.0,6473.0
1391,61606,Margin of Error,439.0,6.2,795.0
1392,61607,Estimate,580.0,5.4,10837.0
1393,61607,Margin of Error,173.0,1.6,553.0
1394,61610,Estimate,462.0,9.2,5043.0
1395,61610,Margin of Error,230.0,4.5,250.0
1396,61611,Estimate,2011.0,8.4,23817.0
1397,61611,Margin of Error,456.0,1.9,339.0
1398,61614,Estimate,2381.0,8.4,28315.0
1399,61614,Margin of Error,543.0,2.0,1170.0
1400,61615,Estimate,2152.0,9.9,21781.0
1401,61615,Margin of Error,853.0,3.8,1193.0
1402,61616,Estimate,1078.0,18.9,5704.0
1403,61616,Margin of Error,328.0,5.8,113.0
1404,61625,Estimate,0.0,,0.0
1405,61625,Margin of Error,12.0,,12.0
1406,61701,Estimate,7008.0,21.0,33296.0
1407,61701,Margin of Error,907.0,2.4,1210.0
1408,61704,Estimate,2141.0,5.9,36576.0
1409,61704,Margin of Error,522.0,1.4,1310.0
1410,61705,Estimate,983.0,7.8,12576.0
1411,61705,Margin of Error,433.0,3.3,788.0
1412,61720,Estimate,30.0,12.8,235.0
1413,61720,Margin of Error,27.0,10.6,91.0
1414,61721,Estimate,59.0,8.3,707.0
1415,61721,Margin of Error,43.0,5.7,199.0
1416,61722,Estimate,139.0,22.9,607.0
1417,61722,Margin of Error,75.0,11.6,129.0
1418,61723,Estimate,318.0,11.9,2676.0
1419,61723,Margin of Error,181.0,6.8,394.0
1420,61724,Estimate,76.0,14.7,518.0
1421,61724,Margin of Error,42.0,7.9,97.0
1422,61725,Estimate,65.0,3.2,2018.0
1423,61725,Margin of Error,54.0,2.6,484.0
1424,61726,Estimate,389.0,15.9,2442.0
1425,61726,Margin of Error,233.0,8.3,419.0
1426,61727,Estimate,1068.0,11.7,9156.0
1427,61727,Margin of Error,385.0,4.3,333.0
1428,61728,Estimate,88.0,7.4,1182.0
1429,61728,Margin of Error,36.0,3.1,152.0
1430,61729,Estimate,26.0,2.1,1265.0
1431,61729,Margin of Error,25.0,1.9,233.0
1432,61730,Estimate,22.0,4.3,510.0
1433,61730,Margin of Error,14.0,3.2,221.0
1434,61731,Estimate,0.0,0.0,149.0
1435,61731,Margin of Error,12.0,19.5,137.0
1436,61732,Estimate,102.0,4.8,2111.0
1437,61732,Margin of Error,51.0,2.6,412.0
1438,61733,Estimate,32.0,3.6,900.0
1439,61733,Margin of Error,22.0,2.6,150.0
1440,61734,Estimate,296.0,10.7,2760.0
1441,61734,Margin of Error,188.0,6.3,350.0
1442,61735,Estimate,59.0,13.6,434.0
1443,61735,Margin of Error,48.0,11.6,123.0
1444,61736,Estimate,53.0,2.7,1965.0
1445,61736,Margin of Error,49.0,2.5,375.0
1446,61737,Estimate,88.0,20.1,437.0
1447,61737,Margin of Error,53.0,10.2,96.0
1448,61738,Estimate,259.0,5.9,4376.0
1449,61738,Margin of Error,118.0,2.7,369.0
1450,61739,Estimate,430.0,9.6,4465.0
1451,61739,Margin of Error,211.0,4.8,187.0
1452,61740,Estimate,79.0,6.0,1310.0
1453,61740,Margin of Error,34.0,2.6,185.0
1454,61741,Estimate,122.0,7.3,1677.0
1455,61741,Margin of Error,62.0,3.6,183.0
1456,61742,Estimate,40.0,3.3,1208.0
1457,61742,Margin of Error,36.0,2.9,171.0
1458,61743,Estimate,14.0,8.9,157.0
1459,61743,Margin of Error,17.0,10.5,51.0
1460,61744,Estimate,135.0,7.5,1808.0
1461,61744,Margin of Error,91.0,4.7,259.0
1462,61745,Estimate,390.0,8.5,4571.0
1463,61745,Margin of Error,137.0,3.0,168.0
1464,61747,Estimate,53.0,4.0,1319.0
1465,61747,Margin of Error,40.0,3.0,181.0
1466,61748,Estimate,74.0,2.8,2657.0
1467,61748,Margin of Error,50.0,1.9,115.0
1468,61749,Estimate,34.0,6.2,552.0
1469,61749,Margin of Error,21.0,3.8,150.0
1470,61750,Estimate,5.0,2.7,187.0
1471,61750,Margin of Error,9.0,5.3,96.0
1472,61751,Estimate,0.0,0.0,76.0
1473,61751,Margin of Error,12.0,33.2,51.0
1474,61752,Estimate,488.0,11.4,4297.0
1475,61752,Margin of Error,176.0,4.1,169.0
1476,61753,Estimate,214.0,6.9,3082.0
1477,61753,Margin of Error,108.0,3.7,450.0
1478,61754,Estimate,125.0,10.8,1157.0
1479,61754,Margin of Error,79.0,6.6,204.0
1480,61755,Estimate,256.0,5.5,4670.0
1481,61755,Margin of Error,120.0,2.6,211.0
1482,61756,Estimate,91.0,3.5,2575.0
1483,61756,Margin of Error,52.0,2.1,398.0
1484,61759,Estimate,110.0,7.5,1461.0
1485,61759,Margin of Error,62.0,4.1,257.0
1486,61760,Estimate,139.0,6.2,2227.0
1487,61760,Margin of Error,93.0,4.2,278.0
1488,61761,Estimate,12134.0,24.7,49155.0
1489,61761,Margin of Error,1199.0,2.4,896.0
1490,61764,Estimate,1774.0,14.6,12173.0
1491,61764,Margin of Error,383.0,3.0,435.0
1492,61769,Estimate,96.0,14.3,670.0
1493,61769,Margin of Error,63.0,9.0,151.0
1494,61770,Estimate,116.0,10.2,1134.0
1495,61770,Margin of Error,64.0,5.3,173.0
1496,61771,Estimate,31.0,5.0,623.0
1497,61771,Margin of Error,23.0,4.0,178.0
1498,61772,Estimate,0.0,0.0,258.0
1499,61772,Margin of Error,12.0,11.8,80.0
1500,61773,Estimate,41.0,12.9,319.0
1501,61773,Margin of Error,23.0,6.9,71.0
1502,61774,Estimate,123.0,12.2,1005.0
1503,61774,Margin of Error,64.0,5.4,224.0
1504,61775,Estimate,51.0,17.8,286.0
1505,61775,Margin of Error,46.0,14.4,113.0
1506,61776,Estimate,27.0,2.4,1135.0
1507,61776,Margin of Error,19.0,1.7,259.0
1508,61777,Estimate,41.0,3.6,1144.0
1509,61777,Margin of Error,27.0,2.5,212.0
1510,61778,Estimate,42.0,6.5,645.0
1511,61778,Margin of Error,28.0,4.2,148.0
1512,61801,Estimate,8304.0,33.8,24586.0
1513,61801,Margin of Error,901.0,3.2,977.0
1514,61802,Estimate,3468.0,17.8,19447.0
1515,61802,Margin of Error,670.0,3.4,1116.0
1516,61810,Estimate,25.0,8.9,280.0
1517,61810,Margin of Error,20.0,6.7,65.0
1518,61811,Estimate,114.0,15.4,740.0
1519,61811,Margin of Error,57.0,7.8,138.0
1520,61812,Estimate,42.0,12.1,347.0
1521,61812,Margin of Error,34.0,8.2,103.0
1522,61813,Estimate,105.0,6.7,1576.0
1523,61813,Margin of Error,37.0,2.4,179.0
1524,61814,Estimate,167.0,15.3,1095.0
1525,61814,Margin of Error,100.0,9.1,205.0
1526,61815,Estimate,12.0,5.1,236.0
1527,61815,Margin of Error,14.0,6.5,77.0
1528,61816,Estimate,91.0,20.3,448.0
1529,61816,Margin of Error,55.0,10.2,119.0
1530,61817,Estimate,190.0,7.8,2430.0
1531,61817,Margin of Error,94.0,3.9,168.0
1532,61818,Estimate,118.0,7.3,1614.0
1533,61818,Margin of Error,63.0,3.9,244.0
1534,61820,Estimate,13381.0,43.8,30554.0
1535,61820,Margin of Error,1231.0,3.3,1540.0
1536,61821,Estimate,4234.0,13.9,30503.0
1537,61821,Margin of Error,808.0,2.7,1663.0
1538,61822,Estimate,1885.0,7.1,26562.0
1539,61822,Margin of Error,560.0,2.0,1494.0
1540,61830,Estimate,21.0,5.1,414.0
1541,61830,Margin of Error,13.0,3.1,95.0
1542,61831,Estimate,13.0,8.9,146.0
1543,61831,Margin of Error,11.0,8.8,61.0
1544,61832,Estimate,9106.0,27.4,33202.0
1545,61832,Margin of Error,805.0,2.3,588.0
1546,61833,Estimate,240.0,11.0,2191.0
1547,61833,Margin of Error,126.0,5.7,174.0
1548,61834,Estimate,332.0,5.1,6552.0
1549,61834,Margin of Error,133.0,2.1,656.0
1550,61839,Estimate,35.0,5.3,661.0
1551,61839,Margin of Error,22.0,3.5,145.0
1552,61840,Estimate,38.0,6.2,614.0
1553,61840,Margin of Error,43.0,6.9,202.0
1554,61841,Estimate,52.0,4.3,1198.0
1555,61841,Margin of Error,26.0,2.2,187.0
1556,61842,Estimate,259.0,10.4,2495.0
1557,61842,Margin of Error,119.0,4.7,227.0
1558,61843,Estimate,76.0,3.3,2301.0
1559,61843,Margin of Error,62.0,2.5,324.0
1560,61844,Estimate,60.0,7.3,824.0
1561,61844,Margin of Error,35.0,4.2,169.0
1562,61845,Estimate,5.0,1.4,365.0
1563,61845,Margin of Error,6.0,1.7,99.0
1564,61846,Estimate,677.0,13.6,4969.0
1565,61846,Margin of Error,270.0,5.5,290.0
1566,61847,Estimate,53.0,4.5,1191.0
1567,61847,Margin of Error,26.0,2.2,142.0
1568,61848,Estimate,26.0,14.1,185.0
1569,61848,Margin of Error,19.0,10.0,70.0
1570,61849,Estimate,153.0,7.4,2055.0
1571,61849,Margin of Error,88.0,4.5,366.0
1572,61850,Estimate,30.0,7.4,405.0
1573,61850,Margin of Error,21.0,5.5,121.0
1574,61851,Estimate,44.0,14.2,310.0
1575,61851,Margin of Error,36.0,11.0,89.0
1576,61852,Estimate,28.0,11.7,240.0
1577,61852,Margin of Error,18.0,9.8,124.0
1578,61853,Estimate,422.0,3.0,13957.0
1579,61853,Margin of Error,223.0,1.6,468.0
1580,61854,Estimate,38.0,3.0,1274.0
1581,61854,Margin of Error,21.0,1.7,222.0
1582,61855,Estimate,18.0,18.6,97.0
1583,61855,Margin of Error,26.0,27.5,63.0
1584,61856,Estimate,497.0,6.3,7935.0
1585,61856,Margin of Error,252.0,3.2,335.0
1586,61857,Estimate,9.0,6.8,133.0
1587,61857,Margin of Error,8.0,6.6,47.0
1588,61858,Estimate,450.0,15.8,2845.0
1589,61858,Margin of Error,181.0,6.1,249.0
1590,61859,Estimate,57.0,4.5,1276.0
1591,61859,Margin of Error,38.0,2.9,207.0
1592,61862,Estimate,17.0,2.6,645.0
1593,61862,Margin of Error,15.0,2.2,160.0
1594,61863,Estimate,50.0,6.6,756.0
1595,61863,Margin of Error,35.0,4.7,195.0
1596,61864,Estimate,127.0,7.2,1769.0
1597,61864,Margin of Error,107.0,6.0,393.0
1598,61865,Estimate,141.0,9.0,1572.0
1599,61865,Margin of Error,67.0,4.2,184.0
1600,61866,Estimate,2599.0,19.1,13575.0
1601,61866,Margin of Error,744.0,5.5,285.0
1602,61870,Estimate,92.0,7.9,1168.0
1603,61870,Margin of Error,38.0,3.4,229.0
1604,61871,Estimate,21.0,6.1,345.0
1605,61871,Margin of Error,31.0,8.6,89.0
1606,61872,Estimate,22.0,3.8,581.0
1607,61872,Margin of Error,18.0,3.0,158.0
1608,61873,Estimate,333.0,5.5,6101.0
1609,61873,Margin of Error,208.0,3.4,151.0
1610,61874,Estimate,1107.0,13.4,8266.0
1611,61874,Margin of Error,360.0,4.2,567.0
1612,61875,Estimate,28.0,4.0,706.0
1613,61875,Margin of Error,30.0,3.9,297.0
1614,61876,Estimate,31.0,4.8,640.0
1615,61876,Margin of Error,26.0,4.0,138.0
1616,61877,Estimate,53.0,3.4,1545.0
1617,61877,Margin of Error,33.0,2.1,205.0
1618,61878,Estimate,122.0,9.7,1263.0
1619,61878,Margin of Error,56.0,4.3,184.0
1620,61880,Estimate,404.0,10.6,3823.0
1621,61880,Margin of Error,238.0,5.9,658.0
1622,61882,Estimate,86.0,13.1,655.0
1623,61882,Margin of Error,53.0,7.4,131.0
1624,61883,Estimate,421.0,10.2,4142.0
1625,61883,Margin of Error,206.0,5.0,277.0
1626,61884,Estimate,10.0,1.0,984.0
1627,61884,Margin of Error,14.0,1.4,211.0
1628,61910,Estimate,575.0,12.1,4738.0
1629,61910,Margin of Error,344.0,6.6,499.0
1630,61911,Estimate,573.0,11.5,4975.0
1631,61911,Margin of Error,273.0,5.3,565.0
1632,61912,Estimate,229.0,16.1,1421.0
1633,61912,Margin of Error,134.0,8.2,280.0
1634,61913,Estimate,200.0,13.1,1521.0
1635,61913,Margin of Error,112.0,6.3,264.0
1636,61914,Estimate,156.0,8.6,1816.0
1637,61914,Margin of Error,128.0,7.0,258.0
1638,61917,Estimate,63.0,11.9,530.0
1639,61917,Margin of Error,31.0,5.6,95.0
1640,61919,Estimate,40.0,4.8,836.0
1641,61919,Margin of Error,21.0,2.7,150.0
1642,61920,Estimate,4873.0,23.8,20496.0
1643,61920,Margin of Error,723.0,3.5,470.0
1644,61924,Estimate,167.0,7.3,2278.0
1645,61924,Margin of Error,77.0,3.2,244.0
1646,61925,Estimate,195.0,16.7,1165.0
1647,61925,Margin of Error,187.0,14.6,357.0
1648,61928,Estimate,37.0,5.2,711.0
1649,61928,Margin of Error,26.0,3.8,214.0
1650,61929,Estimate,57.0,8.4,682.0
1651,61929,Margin of Error,36.0,5.1,133.0
1652,61930,Estimate,18.0,2.7,671.0
1653,61930,Margin of Error,16.0,2.1,198.0
1654,61931,Estimate,166.0,12.3,1350.0
1655,61931,Margin of Error,161.0,11.8,321.0
1656,61932,Estimate,88.0,15.7,562.0
1657,61932,Margin of Error,50.0,8.1,120.0
1658,61933,Estimate,167.0,16.4,1021.0
1659,61933,Margin of Error,72.0,7.0,211.0
1660,61936,Estimate,0.0,0.0,270.0
1661,61936,Margin of Error,12.0,11.3,213.0
1662,61937,Estimate,165.0,9.2,1785.0
1663,61937,Margin of Error,73.0,3.9,210.0
1664,61938,Estimate,3851.0,18.6,20757.0
1665,61938,Margin of Error,748.0,3.6,553.0
1666,61940,Estimate,34.0,10.1,338.0
1667,61940,Margin of Error,32.0,9.9,100.0
1668,61941,Estimate,43.0,23.8,181.0
1669,61941,Margin of Error,60.0,11.0,210.0
1670,61942,Estimate,100.0,9.9,1012.0
1671,61942,Margin of Error,66.0,6.7,174.0
1672,61943,Estimate,189.0,11.1,1701.0
1673,61943,Margin of Error,80.0,4.8,267.0
1674,61944,Estimate,1331.0,11.4,11705.0
1675,61944,Margin of Error,320.0,2.8,281.0
1676,61949,Estimate,13.0,7.9,165.0
1677,61949,Margin of Error,9.0,5.7,59.0
1678,61951,Estimate,625.0,8.5,7396.0
1679,61951,Margin of Error,248.0,3.4,264.0
1680,61953,Estimate,626.0,11.2,5581.0
1681,61953,Margin of Error,235.0,4.1,258.0
1682,61955,Estimate,26.0,11.6,224.0
1683,61955,Margin of Error,26.0,11.1,100.0
1684,61956,Estimate,295.0,10.5,2806.0
1685,61956,Margin of Error,124.0,4.4,164.0
1686,61957,Estimate,208.0,12.9,1613.0
1687,61957,Margin of Error,94.0,5.2,200.0
1688,62001,Estimate,86.0,6.0,1424.0
1689,62001,Margin of Error,58.0,4.0,211.0
1690,62002,Estimate,6256.0,20.6,30351.0
1691,62002,Margin of Error,829.0,2.7,659.0
1692,62006,Estimate,11.0,2.2,491.0
1693,62006,Margin of Error,10.0,2.0,129.0
1694,62009,Estimate,571.0,30.8,1853.0
1695,62009,Margin of Error,181.0,8.8,186.0
1696,62010,Estimate,827.0,7.6,10905.0
1697,62010,Margin of Error,287.0,2.6,512.0
1698,62011,Estimate,28.0,14.0,200.0
1699,62011,Margin of Error,24.0,13.0,92.0
1700,62012,Estimate,439.0,6.7,6545.0
1701,62012,Margin of Error,173.0,2.7,309.0
1702,62013,Estimate,68.0,11.2,606.0
1703,62013,Margin of Error,49.0,7.6,136.0
1704,62014,Estimate,385.0,9.9,3903.0
1705,62014,Margin of Error,127.0,3.3,225.0
1706,62015,Estimate,38.0,6.6,578.0
1707,62015,Margin of Error,28.0,5.3,208.0
1708,62016,Estimate,306.0,8.6,3565.0
1709,62016,Margin of Error,123.0,3.5,177.0
1710,62017,Estimate,162.0,16.7,972.0
1711,62017,Margin of Error,88.0,8.4,167.0
1712,62018,Estimate,659.0,22.8,2896.0
1713,62018,Margin of Error,290.0,9.1,591.0
1714,62019,Estimate,56.0,17.7,317.0
1715,62019,Margin of Error,37.0,11.0,118.0
1716,62021,Estimate,0.0,0.0,832.0
1717,62021,Margin of Error,12.0,3.8,198.0
1718,62022,Estimate,98.0,10.1,974.0
1719,62022,Margin of Error,65.0,6.8,207.0
1720,62023,Estimate,13.0,12.3,106.0
1721,62023,Margin of Error,15.0,13.9,51.0
1722,62024,Estimate,1075.0,11.1,9701.0
1723,62024,Margin of Error,342.0,3.6,477.0
1724,62025,Estimate,3293.0,10.1,32589.0
1725,62025,Margin of Error,586.0,1.7,1207.0
1726,62027,Estimate,53.0,9.1,580.0
1727,62027,Margin of Error,35.0,6.2,130.0
1728,62028,Estimate,59.0,10.6,559.0
1729,62028,Margin of Error,49.0,9.0,185.0
1730,62030,Estimate,16.0,10.5,153.0
1731,62030,Margin of Error,26.0,16.7,86.0
1732,62031,Estimate,18.0,2.7,678.0
1733,62031,Margin of Error,23.0,3.3,149.0
1734,62032,Estimate,249.0,28.2,882.0
1735,62032,Margin of Error,150.0,15.2,155.0
1736,62033,Estimate,639.0,13.8,4639.0
1737,62033,Margin of Error,250.0,5.7,331.0
