,Zipcode,Stats,EDUCATIONAL ATTAINMENT,Below poverty level,Percent below poverty level,Total
8205,61919,Margin of Error,Bachelor's degree or higher,5.0,3.7,57.0
8206,61919,Margin of Error,High school graduate (includes equivalency),7.0,3.2,79.0
8207,61919,Margin of Error,Less than high school graduate,12.0,56.0,28.0
8208,61919,Margin of Error,Population 25 years and over,13.0,2.2,107.0
8209,61919,Margin of Error,"Some college, associate's degree",11.0,5.1,55.0
8210,61920,Estimate,Bachelor's degree or higher,287.0,6.1,4705.0
8211,61920,Estimate,High school graduate (includes equivalency),831.0,25.5,3253.0
8212,61920,Estimate,Less than high school graduate,379.0,37.9,999.0
8213,61920,Estimate,Population 25 years and over,2215.0,16.7,13301.0
8214,61920,Estimate,"Some college, associate's degree",718.0,16.5,4344.0
8215,61920,Margin of Error,Bachelor's degree or higher,182.0,3.8,441.0
8216,61920,Margin of Error,High school graduate (includes equivalency),285.0,7.6,446.0
8217,61920,Margin of Error,Less than high school graduate,189.0,15.7,305.0
8218,61920,Margin of Error,Population 25 years and over,457.0,3.3,507.0
8219,61920,Margin of Error,"Some college, associate's degree",243.0,5.2,523.0
8220,61924,Estimate,Bachelor's degree or higher,2.0,0.5,378.0
8221,61924,Estimate,High school graduate (includes equivalency),57.0,12.8,444.0
8222,61924,Estimate,Less than high school graduate,3.0,3.8,80.0
8223,61924,Estimate,Population 25 years and over,119.0,7.4,1598.0
8224,61924,Estimate,"Some college, associate's degree",57.0,8.2,696.0
8225,61924,Margin of Error,Bachelor's degree or higher,4.0,1.0,96.0
8226,61924,Margin of Error,High school graduate (includes equivalency),30.0,6.6,85.0
8227,61924,Margin of Error,Less than high school graduate,4.0,5.7,31.0
8228,61924,Margin of Error,Population 25 years and over,48.0,3.0,163.0
8229,61924,Margin of Error,"Some college, associate's degree",32.0,4.5,122.0
8230,61925,Estimate,Bachelor's degree or higher,2.0,1.2,173.0
8231,61925,Estimate,High school graduate (includes equivalency),62.0,16.4,378.0
8232,61925,Estimate,Less than high school graduate,30.0,76.9,39.0
8233,61925,Estimate,Population 25 years and over,100.0,13.2,758.0
8234,61925,Estimate,"Some college, associate's degree",6.0,3.6,168.0
8235,61925,Margin of Error,Bachelor's degree or higher,4.0,2.8,85.0
8236,61925,Margin of Error,High school graduate (includes equivalency),46.0,13.3,171.0
8237,61925,Margin of Error,Less than high school graduate,44.0,39.5,45.0
8238,61925,Margin of Error,Population 25 years and over,86.0,10.8,223.0
8239,61925,Margin of Error,"Some college, associate's degree",8.0,4.9,67.0
8240,61928,Estimate,Bachelor's degree or higher,6.0,8.1,74.0
8241,61928,Estimate,High school graduate (includes equivalency),6.0,3.5,171.0
8242,61928,Estimate,Less than high school graduate,2.0,25.0,8.0
8243,61928,Estimate,Population 25 years and over,22.0,4.0,547.0
8244,61928,Estimate,"Some college, associate's degree",8.0,2.7,294.0
8245,61928,Margin of Error,Bachelor's degree or higher,9.0,13.7,48.0
8246,61928,Margin of Error,High school graduate (includes equivalency),8.0,4.9,99.0
8247,61928,Margin of Error,Less than high school graduate,3.0,45.3,10.0
8248,61928,Margin of Error,Population 25 years and over,17.0,3.5,178.0
8249,61928,Margin of Error,"Some college, associate's degree",8.0,3.5,169.0
8250,61929,Estimate,Bachelor's degree or higher,5.0,5.1,99.0
8251,61929,Estimate,High school graduate (includes equivalency),24.0,12.1,198.0
8252,61929,Estimate,Less than high school graduate,0.0,0.0,57.0
8253,61929,Estimate,Population 25 years and over,45.0,8.9,505.0
8254,61929,Estimate,"Some college, associate's degree",16.0,10.6,151.0
8255,61929,Margin of Error,Bachelor's degree or higher,5.0,6.2,60.0
8256,61929,Margin of Error,High school graduate (includes equivalency),17.0,8.9,57.0
8257,61929,Margin of Error,Less than high school graduate,12.0,39.3,33.0
8258,61929,Margin of Error,Population 25 years and over,22.0,4.3,89.0
8259,61929,Margin of Error,"Some college, associate's degree",13.0,8.6,38.0
8260,61930,Estimate,Bachelor's degree or higher,0.0,0.0,62.0
8261,61930,Estimate,High school graduate (includes equivalency),10.0,5.6,177.0
8262,61930,Estimate,Less than high school graduate,2.0,6.7,30.0
8263,61930,Estimate,Population 25 years and over,18.0,3.9,457.0
8264,61930,Estimate,"Some college, associate's degree",6.0,3.2,188.0
8265,61930,Margin of Error,Bachelor's degree or higher,12.0,37.6,29.0
8266,61930,Margin of Error,High school graduate (includes equivalency),9.0,5.0,59.0
8267,61930,Margin of Error,Less than high school graduate,5.0,17.0,19.0
8268,61930,Margin of Error,Population 25 years and over,16.0,3.2,106.0
8269,61930,Margin of Error,"Some college, associate's degree",10.0,4.9,61.0
8270,61931,Estimate,Bachelor's degree or higher,1.0,1.6,62.0
8271,61931,Estimate,High school graduate (includes equivalency),2.0,0.5,372.0
8272,61931,Estimate,Less than high school graduate,103.0,43.5,237.0
8273,61931,Estimate,Population 25 years and over,148.0,16.2,914.0
8274,61931,Estimate,"Some college, associate's degree",42.0,17.3,243.0
8275,61931,Margin of Error,Bachelor's degree or higher,2.0,4.2,41.0
8276,61931,Margin of Error,High school graduate (includes equivalency),3.0,0.9,176.0
8277,61931,Margin of Error,Less than high school graduate,150.0,48.5,178.0
8278,61931,Margin of Error,Population 25 years and over,157.0,15.9,238.0
8279,61931,Margin of Error,"Some college, associate's degree",34.0,13.1,74.0
8280,61932,Estimate,Bachelor's degree or higher,0.0,0.0,34.0
8281,61932,Estimate,High school graduate (includes equivalency),31.0,20.3,153.0
8282,61932,Estimate,Less than high school graduate,5.0,17.2,29.0
8283,61932,Estimate,Population 25 years and over,44.0,12.1,365.0
8284,61932,Estimate,"Some college, associate's degree",8.0,5.4,149.0
8285,61932,Margin of Error,Bachelor's degree or higher,12.0,50.9,25.0
8286,61932,Margin of Error,High school graduate (includes equivalency),19.0,11.5,45.0
8287,61932,Margin of Error,Less than high school graduate,6.0,23.0,14.0
8288,61932,Margin of Error,Population 25 years and over,23.0,5.9,74.0
8289,61932,Margin of Error,"Some college, associate's degree",7.0,4.7,41.0
8290,61933,Estimate,Bachelor's degree or higher,5.0,4.4,114.0
8291,61933,Estimate,High school graduate (includes equivalency),45.0,18.7,241.0
8292,61933,Estimate,Less than high school graduate,17.0,31.5,54.0
8293,61933,Estimate,Population 25 years and over,94.0,13.3,707.0
8294,61933,Estimate,"Some college, associate's degree",27.0,9.1,298.0
8295,61933,Margin of Error,Bachelor's degree or higher,5.0,4.7,54.0
8296,61933,Margin of Error,High school graduate (includes equivalency),25.0,8.9,53.0
8297,61933,Margin of Error,Less than high school graduate,11.0,19.9,21.0
8298,61933,Margin of Error,Population 25 years and over,40.0,5.6,128.0
8299,61933,Margin of Error,"Some college, associate's degree",20.0,6.4,67.0
8300,61936,Estimate,Bachelor's degree or higher,0.0,0.0,57.0
8301,61936,Estimate,High school graduate (includes equivalency),0.0,0.0,65.0
8302,61936,Estimate,Less than high school graduate,0.0,0.0,9.0
8303,61936,Estimate,Population 25 years and over,0.0,0.0,187.0
8304,61936,Estimate,"Some college, associate's degree",0.0,0.0,56.0
8305,61936,Margin of Error,Bachelor's degree or higher,12.0,39.3,53.0
8306,61936,Margin of Error,High school graduate (includes equivalency),12.0,36.7,41.0
8307,61936,Margin of Error,Less than high school graduate,12.0,98.9,12.0
8308,61936,Margin of Error,Population 25 years and over,12.0,15.9,109.0
8309,61936,Margin of Error,"Some college, associate's degree",12.0,39.6,44.0
8310,61937,Estimate,Bachelor's degree or higher,0.0,0.0,166.0
8311,61937,Estimate,High school graduate (includes equivalency),79.0,12.4,636.0
8312,61937,Estimate,Less than high school graduate,19.0,26.0,73.0
8313,61937,Estimate,Population 25 years and over,108.0,8.7,1236.0
8314,61937,Estimate,"Some college, associate's degree",10.0,2.8,361.0
8315,61937,Margin of Error,Bachelor's degree or higher,12.0,17.7,59.0
8316,61937,Margin of Error,High school graduate (includes equivalency),39.0,6.1,108.0
8317,61937,Margin of Error,Less than high school graduate,14.0,22.0,39.0
8318,61937,Margin of Error,Population 25 years and over,40.0,3.3,147.0
8319,61937,Margin of Error,"Some college, associate's degree",8.0,2.4,99.0
8320,61938,Estimate,Bachelor's degree or higher,228.0,7.2,3165.0
8321,61938,Estimate,High school graduate (includes equivalency),1036.0,19.8,5231.0
8322,61938,Estimate,Less than high school graduate,451.0,37.4,1205.0
8323,61938,Estimate,Population 25 years and over,2109.0,14.5,14510.0
8324,61938,Estimate,"Some college, associate's degree",394.0,8.0,4909.0
8325,61938,Margin of Error,Bachelor's degree or higher,106.0,3.2,441.0
8326,61938,Margin of Error,High school graduate (includes equivalency),355.0,5.8,486.0
8327,61938,Margin of Error,Less than high school graduate,151.0,12.1,247.0
8328,61938,Margin of Error,Population 25 years and over,448.0,3.0,582.0
8329,61938,Margin of Error,"Some college, associate's degree",121.0,2.5,425.0
8330,61940,Estimate,Bachelor's degree or higher,2.0,11.8,17.0
8331,61940,Estimate,High school graduate (includes equivalency),29.0,19.0,153.0
8332,61940,Estimate,Less than high school graduate,0.0,0.0,38.0
8333,61940,Estimate,Population 25 years and over,31.0,11.3,274.0
8334,61940,Estimate,"Some college, associate's degree",0.0,0.0,66.0
8335,61940,Margin of Error,Bachelor's degree or higher,3.0,19.9,14.0
8336,61940,Margin of Error,High school graduate (includes equivalency),31.0,19.4,57.0
8337,61940,Margin of Error,Less than high school graduate,12.0,48.1,25.0
8338,61940,Margin of Error,Population 25 years and over,31.0,11.7,81.0
8339,61940,Margin of Error,"Some college, associate's degree",12.0,36.3,36.0
8340,61941,Estimate,Bachelor's degree or higher,0.0,,0.0
8341,61941,Estimate,High school graduate (includes equivalency),43.0,44.3,97.0
8342,61941,Estimate,Less than high school graduate,0.0,0.0,9.0
8343,61941,Estimate,Population 25 years and over,43.0,37.4,115.0
8344,61941,Estimate,"Some college, associate's degree",0.0,0.0,9.0
8345,61941,Margin of Error,Bachelor's degree or higher,12.0,,12.0
8346,61941,Margin of Error,High school graduate (includes equivalency),60.0,15.8,118.0
8347,61941,Margin of Error,Less than high school graduate,12.0,98.9,12.0
8348,61941,Margin of Error,Population 25 years and over,60.0,22.9,120.0
8349,61941,Margin of Error,"Some college, associate's degree",12.0,98.9,13.0
8350,61942,Estimate,Bachelor's degree or higher,2.0,1.3,156.0
8351,61942,Estimate,High school graduate (includes equivalency),37.0,9.1,405.0
8352,61942,Estimate,Less than high school graduate,0.0,0.0,39.0
8353,61942,Estimate,Population 25 years and over,69.0,8.1,856.0
8354,61942,Estimate,"Some college, associate's degree",30.0,11.7,256.0
8355,61942,Margin of Error,Bachelor's degree or higher,3.0,2.1,57.0
8356,61942,Margin of Error,High school graduate (includes equivalency),21.0,7.2,148.0
8357,61942,Margin of Error,Less than high school graduate,12.0,47.5,19.0
8358,61942,Margin of Error,Population 25 years and over,36.0,4.5,162.0
8359,61942,Margin of Error,"Some college, associate's degree",25.0,9.3,62.0
8360,61943,Estimate,Bachelor's degree or higher,0.0,0.0,170.0
8361,61943,Estimate,High school graduate (includes equivalency),35.0,7.8,447.0
8362,61943,Estimate,Less than high school graduate,38.0,31.9,119.0
8363,61943,Estimate,Population 25 years and over,140.0,11.4,1233.0
8364,61943,Estimate,"Some college, associate's degree",67.0,13.5,497.0
8365,61943,Margin of Error,Bachelor's degree or higher,12.0,17.3,50.0
8366,61943,Margin of Error,High school graduate (includes equivalency),25.0,5.9,102.0
8367,61943,Margin of Error,Less than high school graduate,30.0,15.7,60.0
8368,61943,Margin of Error,Population 25 years and over,66.0,5.3,180.0
8369,61943,Margin of Error,"Some college, associate's degree",57.0,11.0,104.0
8370,61944,Estimate,Bachelor's degree or higher,34.0,2.1,1629.0
8371,61944,Estimate,High school graduate (includes equivalency),295.0,8.8,3356.0
8372,61944,Estimate,Less than high school graduate,261.0,28.8,907.0
8373,61944,Estimate,Population 25 years and over,777.0,9.0,8586.0
8374,61944,Estimate,"Some college, associate's degree",187.0,6.9,2694.0
8375,61944,Margin of Error,Bachelor's degree or higher,42.0,2.6,253.0
8376,61944,Margin of Error,High school graduate (includes equivalency),116.0,3.4,306.0
8377,61944,Margin of Error,Less than high school graduate,113.0,12.1,212.0
8378,61944,Margin of Error,Population 25 years and over,214.0,2.5,241.0
8379,61944,Margin of Error,"Some college, associate's degree",91.0,3.4,339.0
8380,61949,Estimate,Bachelor's degree or higher,0.0,0.0,8.0
8381,61949,Estimate,High school graduate (includes equivalency),3.0,6.7,45.0
8382,61949,Estimate,Less than high school graduate,0.0,0.0,4.0
8383,61949,Estimate,Population 25 years and over,9.0,7.8,116.0
8384,61949,Estimate,"Some college, associate's degree",6.0,10.2,59.0
8385,61949,Margin of Error,Bachelor's degree or higher,12.0,100.0,8.0
8386,61949,Margin of Error,High school graduate (includes equivalency),4.0,8.7,16.0
8387,61949,Margin of Error,Less than high school graduate,12.0,100.0,5.0
8388,61949,Margin of Error,Population 25 years and over,7.0,5.7,33.0
8389,61949,Margin of Error,"Some college, associate's degree",6.0,9.5,28.0
8390,61951,Estimate,Bachelor's degree or higher,20.0,1.5,1377.0
8391,61951,Estimate,High school graduate (includes equivalency),127.0,8.3,1522.0
8392,61951,Estimate,Less than high school graduate,88.0,14.7,599.0
8393,61951,Estimate,Population 25 years and over,309.0,6.1,5032.0
8394,61951,Estimate,"Some college, associate's degree",74.0,4.8,1534.0
8395,61951,Margin of Error,Bachelor's degree or higher,21.0,1.5,221.0
8396,61951,Margin of Error,High school graduate (includes equivalency),95.0,6.3,225.0
8397,61951,Margin of Error,Less than high school graduate,55.0,8.7,154.0
8398,61951,Margin of Error,Population 25 years and over,119.0,2.4,247.0
8399,61951,Margin of Error,"Some college, associate's degree",52.0,3.4,196.0
8400,61953,Estimate,Bachelor's degree or higher,22.0,2.2,1005.0
8401,61953,Estimate,High school graduate (includes equivalency),151.0,13.4,1123.0
8402,61953,Estimate,Less than high school graduate,49.0,10.0,489.0
8403,61953,Estimate,Population 25 years and over,397.0,9.9,4012.0
8404,61953,Estimate,"Some college, associate's degree",175.0,12.5,1395.0
8405,61953,Margin of Error,Bachelor's degree or higher,22.0,2.3,196.0
8406,61953,Margin of Error,High school graduate (includes equivalency),108.0,8.8,173.0
8407,61953,Margin of Error,Less than high school graduate,38.0,7.8,178.0
8408,61953,Margin of Error,Population 25 years and over,152.0,3.7,184.0
8409,61953,Margin of Error,"Some college, associate's degree",92.0,6.7,215.0
8410,61955,Estimate,Bachelor's degree or higher,0.0,0.0,8.0
8411,61955,Estimate,High school graduate (includes equivalency),7.0,9.5,74.0
8412,61955,Estimate,Less than high school graduate,11.0,32.4,34.0
8413,61955,Estimate,Population 25 years and over,18.0,13.6,132.0
8414,61955,Estimate,"Some college, associate's degree",0.0,0.0,16.0
8415,61955,Margin of Error,Bachelor's degree or higher,12.0,100.0,8.0
8416,61955,Margin of Error,High school graduate (includes equivalency),9.0,12.1,31.0
8417,61955,Margin of Error,Less than high school graduate,12.0,26.6,21.0
8418,61955,Margin of Error,Population 25 years and over,15.0,10.5,47.0
8419,61955,Margin of Error,"Some college, associate's degree",12.0,74.1,10.0
8420,61956,Estimate,Bachelor's degree or higher,15.0,3.7,403.0
8421,61956,Estimate,High school graduate (includes equivalency),81.0,11.9,681.0
8422,61956,Estimate,Less than high school graduate,49.0,28.0,175.0
8423,61956,Estimate,Population 25 years and over,156.0,7.6,2050.0
8424,61956,Estimate,"Some college, associate's degree",11.0,1.4,791.0
8425,61956,Margin of Error,Bachelor's degree or higher,16.0,4.0,107.0
8426,61956,Margin of Error,High school graduate (includes equivalency),51.0,7.1,119.0
8427,61956,Margin of Error,Less than high school graduate,34.0,14.2,78.0
8428,61956,Margin of Error,Population 25 years and over,73.0,3.4,176.0
8429,61956,Margin of Error,"Some college, associate's degree",11.0,1.5,136.0
8430,61957,Estimate,Bachelor's degree or higher,0.0,0.0,131.0
8431,61957,Estimate,High school graduate (includes equivalency),81.0,18.8,431.0
8432,61957,Estimate,Less than high school graduate,8.0,7.9,101.0
