,Zipcode,Stats,EDUCATIONAL ATTAINMENT,Below poverty level,Percent below poverty level,Total
7805,61844,Margin of Error,Bachelor's degree or higher,12.0,21.6,62.0
7806,61844,Margin of Error,High school graduate (includes equivalency),16.0,5.2,84.0
7807,61844,Margin of Error,Less than high school graduate,2.0,6.0,25.0
7808,61844,Margin of Error,Population 25 years and over,26.0,3.9,114.0
7809,61844,Margin of Error,"Some college, associate's degree",21.0,10.5,48.0
7810,61845,Estimate,Bachelor's degree or higher,0.0,0.0,86.0
7811,61845,Estimate,High school graduate (includes equivalency),2.0,3.8,52.0
7812,61845,Estimate,Less than high school graduate,1.0,4.5,22.0
7813,61845,Estimate,Population 25 years and over,5.0,1.7,292.0
7814,61845,Estimate,"Some college, associate's degree",2.0,1.5,132.0
7815,61845,Margin of Error,Bachelor's degree or higher,12.0,30.5,49.0
7816,61845,Margin of Error,High school graduate (includes equivalency),3.0,6.0,25.0
7817,61845,Margin of Error,Less than high school graduate,2.0,10.9,22.0
7818,61845,Margin of Error,Population 25 years and over,6.0,2.1,88.0
7819,61845,Margin of Error,"Some college, associate's degree",3.0,2.7,78.0
7820,61846,Estimate,Bachelor's degree or higher,28.0,4.9,568.0
7821,61846,Estimate,High school graduate (includes equivalency),137.0,7.8,1764.0
7822,61846,Estimate,Less than high school graduate,44.0,26.3,167.0
7823,61846,Estimate,Population 25 years and over,382.0,10.5,3628.0
7824,61846,Estimate,"Some college, associate's degree",173.0,15.3,1129.0
7825,61846,Margin of Error,Bachelor's degree or higher,29.0,4.9,163.0
7826,61846,Margin of Error,High school graduate (includes equivalency),78.0,4.3,247.0
7827,61846,Margin of Error,Less than high school graduate,39.0,21.0,64.0
7828,61846,Margin of Error,Population 25 years and over,163.0,4.5,274.0
7829,61846,Margin of Error,"Some college, associate's degree",131.0,10.4,223.0
7830,61847,Estimate,Bachelor's degree or higher,9.0,5.1,175.0
7831,61847,Estimate,High school graduate (includes equivalency),7.0,2.2,325.0
7832,61847,Estimate,Less than high school graduate,3.0,8.6,35.0
7833,61847,Estimate,Population 25 years and over,34.0,4.0,840.0
7834,61847,Estimate,"Some college, associate's degree",15.0,4.9,305.0
7835,61847,Margin of Error,Bachelor's degree or higher,9.0,5.2,54.0
7836,61847,Margin of Error,High school graduate (includes equivalency),6.0,1.7,63.0
7837,61847,Margin of Error,Less than high school graduate,4.0,11.6,17.0
7838,61847,Margin of Error,Population 25 years and over,19.0,2.3,104.0
7839,61847,Margin of Error,"Some college, associate's degree",15.0,4.8,62.0
7840,61848,Estimate,Bachelor's degree or higher,0.0,0.0,1.0
7841,61848,Estimate,High school graduate (includes equivalency),10.0,12.2,82.0
7842,61848,Estimate,Less than high school graduate,0.0,0.0,3.0
7843,61848,Estimate,Population 25 years and over,18.0,13.8,130.0
7844,61848,Estimate,"Some college, associate's degree",8.0,18.2,44.0
7845,61848,Margin of Error,Bachelor's degree or higher,12.0,100.0,3.0
7846,61848,Margin of Error,High school graduate (includes equivalency),8.0,9.7,35.0
7847,61848,Margin of Error,Less than high school graduate,12.0,100.0,5.0
7848,61848,Margin of Error,Population 25 years and over,12.0,9.0,41.0
7849,61848,Margin of Error,"Some college, associate's degree",7.0,15.0,20.0
7850,61849,Estimate,Bachelor's degree or higher,12.0,4.7,258.0
7851,61849,Estimate,High school graduate (includes equivalency),47.0,8.4,557.0
7852,61849,Estimate,Less than high school graduate,7.0,14.3,49.0
7853,61849,Estimate,Population 25 years and over,88.0,6.3,1401.0
7854,61849,Estimate,"Some college, associate's degree",22.0,4.1,537.0
7855,61849,Margin of Error,Bachelor's degree or higher,10.0,3.8,91.0
7856,61849,Margin of Error,High school graduate (includes equivalency),42.0,7.7,132.0
7857,61849,Margin of Error,Less than high school graduate,7.0,14.2,24.0
7858,61849,Margin of Error,Population 25 years and over,47.0,3.4,205.0
7859,61849,Margin of Error,"Some college, associate's degree",19.0,3.5,105.0
7860,61850,Estimate,Bachelor's degree or higher,6.0,14.0,43.0
7861,61850,Estimate,High school graduate (includes equivalency),11.0,8.6,128.0
7862,61850,Estimate,Less than high school graduate,1.0,3.2,31.0
7863,61850,Estimate,Population 25 years and over,20.0,7.4,272.0
7864,61850,Estimate,"Some college, associate's degree",2.0,2.9,70.0
7865,61850,Margin of Error,Bachelor's degree or higher,7.0,17.1,27.0
7866,61850,Margin of Error,High school graduate (includes equivalency),8.0,7.4,43.0
7867,61850,Margin of Error,Less than high school graduate,2.0,6.1,17.0
7868,61850,Margin of Error,Population 25 years and over,12.0,4.5,69.0
7869,61850,Margin of Error,"Some college, associate's degree",5.0,6.2,31.0
7870,61851,Estimate,Bachelor's degree or higher,0.0,0.0,36.0
7871,61851,Estimate,High school graduate (includes equivalency),17.0,16.8,101.0
7872,61851,Estimate,Less than high school graduate,3.0,27.3,11.0
7873,61851,Estimate,Population 25 years and over,27.0,11.3,239.0
7874,61851,Estimate,"Some college, associate's degree",7.0,7.7,91.0
7875,61851,Margin of Error,Bachelor's degree or higher,12.0,49.4,17.0
7876,61851,Margin of Error,High school graduate (includes equivalency),14.0,13.1,34.0
7877,61851,Margin of Error,Less than high school graduate,4.0,29.4,9.0
7878,61851,Margin of Error,Population 25 years and over,17.0,7.1,68.0
7879,61851,Margin of Error,"Some college, associate's degree",8.0,9.9,52.0
7880,61852,Estimate,Bachelor's degree or higher,2.0,5.3,38.0
7881,61852,Estimate,High school graduate (includes equivalency),6.0,12.8,47.0
7882,61852,Estimate,Less than high school graduate,6.0,42.9,14.0
7883,61852,Estimate,Population 25 years and over,14.0,8.5,165.0
7884,61852,Estimate,"Some college, associate's degree",0.0,0.0,66.0
7885,61852,Margin of Error,Bachelor's degree or higher,3.0,12.2,42.0
7886,61852,Margin of Error,High school graduate (includes equivalency),6.0,12.9,21.0
7887,61852,Margin of Error,Less than high school graduate,6.0,28.4,13.0
7888,61852,Margin of Error,Population 25 years and over,8.0,6.9,94.0
7889,61852,Margin of Error,"Some college, associate's degree",12.0,36.3,48.0
7890,61853,Estimate,Bachelor's degree or higher,19.0,0.5,3972.0
7891,61853,Estimate,High school graduate (includes equivalency),95.0,5.6,1691.0
7892,61853,Estimate,Less than high school graduate,18.0,17.3,104.0
7893,61853,Estimate,Population 25 years and over,270.0,3.1,8664.0
7894,61853,Estimate,"Some college, associate's degree",138.0,4.8,2897.0
7895,61853,Margin of Error,Bachelor's degree or higher,30.0,0.8,340.0
7896,61853,Margin of Error,High school graduate (includes equivalency),93.0,5.2,300.0
7897,61853,Margin of Error,Less than high school graduate,27.0,20.6,77.0
7898,61853,Margin of Error,Population 25 years and over,152.0,1.7,470.0
7899,61853,Margin of Error,"Some college, associate's degree",105.0,3.6,377.0
7900,61854,Estimate,Bachelor's degree or higher,2.0,1.1,185.0
7901,61854,Estimate,High school graduate (includes equivalency),10.0,3.1,326.0
7902,61854,Estimate,Less than high school graduate,6.0,9.7,62.0
7903,61854,Estimate,Population 25 years and over,30.0,3.1,956.0
7904,61854,Estimate,"Some college, associate's degree",12.0,3.1,383.0
7905,61854,Margin of Error,Bachelor's degree or higher,3.0,1.9,61.0
7906,61854,Margin of Error,High school graduate (includes equivalency),10.0,3.1,89.0
7907,61854,Margin of Error,Less than high school graduate,7.0,12.5,31.0
7908,61854,Margin of Error,Population 25 years and over,14.0,1.6,149.0
7909,61854,Margin of Error,"Some college, associate's degree",10.0,2.7,106.0
7910,61855,Estimate,Bachelor's degree or higher,0.0,,0.0
7911,61855,Estimate,High school graduate (includes equivalency),4.0,9.5,42.0
7912,61855,Estimate,Less than high school graduate,0.0,0.0,16.0
7913,61855,Estimate,Population 25 years and over,9.0,12.2,74.0
7914,61855,Estimate,"Some college, associate's degree",5.0,31.3,16.0
7915,61855,Margin of Error,Bachelor's degree or higher,12.0,,12.0
7916,61855,Margin of Error,High school graduate (includes equivalency),7.0,18.7,31.0
7917,61855,Margin of Error,Less than high school graduate,12.0,74.1,24.0
7918,61855,Margin of Error,Population 25 years and over,14.0,21.4,55.0
7919,61855,Margin of Error,"Some college, associate's degree",7.0,44.1,12.0
7920,61856,Estimate,Bachelor's degree or higher,18.0,0.8,2192.0
7921,61856,Estimate,High school graduate (includes equivalency),124.0,8.2,1508.0
7922,61856,Estimate,Less than high school graduate,64.0,18.8,340.0
7923,61856,Estimate,Population 25 years and over,282.0,5.1,5504.0
7924,61856,Estimate,"Some college, associate's degree",76.0,5.2,1464.0
7925,61856,Margin of Error,Bachelor's degree or higher,15.0,0.7,364.0
7926,61856,Margin of Error,High school graduate (includes equivalency),108.0,7.0,278.0
7927,61856,Margin of Error,Less than high school graduate,48.0,12.2,110.0
7928,61856,Margin of Error,Population 25 years and over,131.0,2.4,231.0
7929,61856,Margin of Error,"Some college, associate's degree",63.0,4.2,260.0
7930,61857,Estimate,Bachelor's degree or higher,0.0,0.0,37.0
7931,61857,Estimate,High school graduate (includes equivalency),3.0,17.6,17.0
7932,61857,Estimate,Less than high school graduate,0.0,0.0,3.0
7933,61857,Estimate,Population 25 years and over,7.0,6.9,102.0
7934,61857,Estimate,"Some college, associate's degree",4.0,8.9,45.0
7935,61857,Margin of Error,Bachelor's degree or higher,12.0,48.8,36.0
7936,61857,Margin of Error,High school graduate (includes equivalency),5.0,20.9,11.0
7937,61857,Margin of Error,Less than high school graduate,12.0,100.0,4.0
7938,61857,Margin of Error,Population 25 years and over,7.0,6.6,44.0
7939,61857,Margin of Error,"Some college, associate's degree",7.0,14.8,27.0
7940,61858,Estimate,Bachelor's degree or higher,30.0,10.7,281.0
7941,61858,Estimate,High school graduate (includes equivalency),77.0,9.7,792.0
7942,61858,Estimate,Less than high school graduate,9.0,11.1,81.0
7943,61858,Estimate,Population 25 years and over,212.0,11.2,1895.0
7944,61858,Estimate,"Some college, associate's degree",96.0,13.0,741.0
7945,61858,Margin of Error,Bachelor's degree or higher,25.0,8.9,77.0
7946,61858,Margin of Error,High school graduate (includes equivalency),47.0,5.6,136.0
7947,61858,Margin of Error,Less than high school graduate,9.0,10.5,28.0
7948,61858,Margin of Error,Population 25 years and over,71.0,3.6,185.0
7949,61858,Margin of Error,"Some college, associate's degree",51.0,6.3,156.0
7950,61859,Estimate,Bachelor's degree or higher,6.0,2.4,248.0
7951,61859,Estimate,High school graduate (includes equivalency),27.0,9.2,293.0
7952,61859,Estimate,Less than high school graduate,3.0,13.6,22.0
7953,61859,Estimate,Population 25 years and over,43.0,5.0,867.0
7954,61859,Estimate,"Some college, associate's degree",7.0,2.3,304.0
7955,61859,Margin of Error,Bachelor's degree or higher,10.0,4.1,62.0
7956,61859,Margin of Error,High school graduate (includes equivalency),23.0,7.6,93.0
7957,61859,Margin of Error,Less than high school graduate,4.0,17.8,15.0
7958,61859,Margin of Error,Population 25 years and over,27.0,2.9,142.0
7959,61859,Margin of Error,"Some college, associate's degree",10.0,3.2,65.0
7960,61862,Estimate,Bachelor's degree or higher,0.0,0.0,100.0
7961,61862,Estimate,High school graduate (includes equivalency),17.0,8.5,199.0
7962,61862,Estimate,Less than high school graduate,0.0,0.0,23.0
7963,61862,Estimate,Population 25 years and over,17.0,3.7,463.0
7964,61862,Estimate,"Some college, associate's degree",0.0,0.0,141.0
7965,61862,Margin of Error,Bachelor's degree or higher,12.0,27.2,50.0
7966,61862,Margin of Error,High school graduate (includes equivalency),15.0,7.1,90.0
7967,61862,Margin of Error,Less than high school graduate,12.0,61.8,19.0
7968,61862,Margin of Error,Population 25 years and over,15.0,3.0,109.0
7969,61862,Margin of Error,"Some college, associate's degree",12.0,20.4,39.0
7970,61863,Estimate,Bachelor's degree or higher,0.0,0.0,151.0
7971,61863,Estimate,High school graduate (includes equivalency),37.0,19.7,188.0
7972,61863,Estimate,Less than high school graduate,2.0,6.1,33.0
7973,61863,Estimate,Population 25 years and over,41.0,7.8,524.0
7974,61863,Estimate,"Some college, associate's degree",2.0,1.3,152.0
7975,61863,Margin of Error,Bachelor's degree or higher,12.0,19.2,58.0
7976,61863,Margin of Error,High school graduate (includes equivalency),35.0,17.8,75.0
7977,61863,Margin of Error,Less than high school graduate,3.0,12.2,31.0
7978,61863,Margin of Error,Population 25 years and over,34.0,6.1,104.0
7979,61863,Margin of Error,"Some college, associate's degree",3.0,2.2,47.0
7980,61864,Estimate,Bachelor's degree or higher,56.0,13.8,407.0
7981,61864,Estimate,High school graduate (includes equivalency),30.0,7.6,394.0
7982,61864,Estimate,Less than high school graduate,0.0,0.0,39.0
7983,61864,Estimate,Population 25 years and over,93.0,8.0,1162.0
7984,61864,Estimate,"Some college, associate's degree",7.0,2.2,322.0
7985,61864,Margin of Error,Bachelor's degree or higher,57.0,12.5,106.0
7986,61864,Margin of Error,High school graduate (includes equivalency),40.0,9.9,112.0
7987,61864,Margin of Error,Less than high school graduate,12.0,47.5,38.0
7988,61864,Margin of Error,Population 25 years and over,91.0,7.6,235.0
7989,61864,Margin of Error,"Some college, associate's degree",8.0,2.5,91.0
7990,61865,Estimate,Bachelor's degree or higher,1.0,0.6,154.0
7991,61865,Estimate,High school graduate (includes equivalency),26.0,6.2,417.0
7992,61865,Estimate,Less than high school graduate,15.0,28.8,52.0
7993,61865,Estimate,Population 25 years and over,67.0,6.8,988.0
7994,61865,Estimate,"Some college, associate's degree",25.0,6.8,365.0
7995,61865,Margin of Error,Bachelor's degree or higher,4.0,2.4,52.0
7996,61865,Margin of Error,High school graduate (includes equivalency),19.0,4.6,78.0
7997,61865,Margin of Error,Less than high school graduate,11.0,21.4,24.0
7998,61865,Margin of Error,Population 25 years and over,25.0,2.6,99.0
7999,61865,Margin of Error,"Some college, associate's degree",18.0,5.2,85.0
8000,61866,Estimate,Bachelor's degree or higher,43.0,3.3,1316.0
8001,61866,Estimate,High school graduate (includes equivalency),588.0,17.4,3372.0
8002,61866,Estimate,Less than high school graduate,232.0,30.5,761.0
8003,61866,Estimate,Population 25 years and over,1196.0,13.6,8812.0
8004,61866,Estimate,"Some college, associate's degree",333.0,9.9,3363.0
8005,61866,Margin of Error,Bachelor's degree or higher,41.0,3.2,260.0
8006,61866,Margin of Error,High school graduate (includes equivalency),276.0,7.6,494.0
8007,61866,Margin of Error,Less than high school graduate,155.0,14.1,236.0
8008,61866,Margin of Error,Population 25 years and over,340.0,4.0,491.0
8009,61866,Margin of Error,"Some college, associate's degree",120.0,4.1,568.0
8010,61870,Estimate,Bachelor's degree or higher,0.0,0.0,69.0
8011,61870,Estimate,High school graduate (includes equivalency),37.0,8.9,418.0
8012,61870,Estimate,Less than high school graduate,2.0,3.2,62.0
8013,61870,Estimate,Population 25 years and over,63.0,7.7,813.0
8014,61870,Estimate,"Some college, associate's degree",24.0,9.1,264.0
8015,61870,Margin of Error,Bachelor's degree or higher,12.0,35.4,55.0
8016,61870,Margin of Error,High school graduate (includes equivalency),21.0,5.6,108.0
8017,61870,Margin of Error,Less than high school graduate,3.0,5.1,28.0
8018,61870,Margin of Error,Population 25 years and over,26.0,3.3,132.0
8019,61870,Margin of Error,"Some college, associate's degree",15.0,5.2,57.0
8020,61871,Estimate,Bachelor's degree or higher,0.0,0.0,65.0
8021,61871,Estimate,High school graduate (includes equivalency),5.0,6.0,84.0
8022,61871,Estimate,Less than high school graduate,0.0,0.0,3.0
8023,61871,Estimate,Population 25 years and over,9.0,3.8,239.0
8024,61871,Estimate,"Some college, associate's degree",4.0,4.6,87.0
8025,61871,Margin of Error,Bachelor's degree or higher,12.0,36.7,26.0
8026,61871,Margin of Error,High school graduate (includes equivalency),6.0,7.4,34.0
8027,61871,Margin of Error,Less than high school graduate,12.0,100.0,4.0
8028,61871,Margin of Error,Population 25 years and over,12.0,5.0,56.0
8029,61871,Margin of Error,"Some college, associate's degree",6.0,7.1,27.0
8030,61872,Estimate,Bachelor's degree or higher,1.0,1.0,101.0
8031,61872,Estimate,High school graduate (includes equivalency),4.0,3.4,119.0
8032,61872,Estimate,Less than high school graduate,6.0,8.5,71.0
8033,61872,Estimate,Population 25 years and over,11.0,2.4,460.0
8034,61872,Estimate,"Some college, associate's degree",0.0,0.0,169.0
8035,61872,Margin of Error,Bachelor's degree or higher,3.0,3.1,70.0
8036,61872,Margin of Error,High school graduate (includes equivalency),6.0,5.0,41.0
8037,61872,Margin of Error,Less than high school graduate,7.0,10.3,38.0
8038,61872,Margin of Error,Population 25 years and over,9.0,1.9,127.0
8039,61872,Margin of Error,"Some college, associate's degree",12.0,17.4,69.0
8040,61873,Estimate,Bachelor's degree or higher,9.0,0.6,1497.0
8041,61873,Estimate,High school graduate (includes equivalency),29.0,2.8,1023.0
8042,61873,Estimate,Less than high school graduate,2.0,6.1,33.0
8043,61873,Estimate,Population 25 years and over,253.0,6.4,3948.0
8044,61873,Estimate,"Some college, associate's degree",213.0,15.3,1395.0
8045,61873,Margin of Error,Bachelor's degree or higher,15.0,1.0,294.0
8046,61873,Margin of Error,High school graduate (includes equivalency),30.0,3.0,344.0
8047,61873,Margin of Error,Less than high school graduate,4.0,15.3,33.0
8048,61873,Margin of Error,Population 25 years and over,190.0,4.6,264.0
8049,61873,Margin of Error,"Some college, associate's degree",195.0,11.9,298.0
8050,61874,Estimate,Bachelor's degree or higher,211.0,6.8,3113.0
8051,61874,Estimate,High school graduate (includes equivalency),43.0,4.6,932.0
8052,61874,Estimate,Less than high school graduate,50.0,25.8,194.0
8053,61874,Estimate,Population 25 years and over,360.0,6.7,5407.0
8054,61874,Estimate,"Some college, associate's degree",56.0,4.8,1168.0
8055,61874,Margin of Error,Bachelor's degree or higher,112.0,3.4,415.0
8056,61874,Margin of Error,High school graduate (includes equivalency),44.0,5.9,492.0
8057,61874,Margin of Error,Less than high school graduate,57.0,23.3,102.0
8058,61874,Margin of Error,Population 25 years and over,165.0,3.0,485.0
8059,61874,Margin of Error,"Some college, associate's degree",57.0,4.8,283.0
8060,61875,Estimate,Bachelor's degree or higher,0.0,0.0,336.0
8061,61875,Estimate,High school graduate (includes equivalency),0.0,0.0,101.0
8062,61875,Estimate,Less than high school graduate,0.0,,0.0
8063,61875,Estimate,Population 25 years and over,16.0,3.0,531.0
8064,61875,Estimate,"Some college, associate's degree",16.0,17.0,94.0
8065,61875,Margin of Error,Bachelor's degree or higher,12.0,9.2,193.0
8066,61875,Margin of Error,High school graduate (includes equivalency),12.0,26.9,77.0
8067,61875,Margin of Error,Less than high school graduate,12.0,,12.0
8068,61875,Margin of Error,Population 25 years and over,25.0,4.7,228.0
8069,61875,Margin of Error,"Some college, associate's degree",25.0,23.3,50.0
8070,61876,Estimate,Bachelor's degree or higher,0.0,0.0,64.0
8071,61876,Estimate,High school graduate (includes equivalency),13.0,5.4,242.0
8072,61876,Estimate,Less than high school graduate,0.0,0.0,42.0
8073,61876,Estimate,Population 25 years and over,13.0,2.9,456.0
8074,61876,Estimate,"Some college, associate's degree",0.0,0.0,108.0
8075,61876,Margin of Error,Bachelor's degree or higher,12.0,37.0,30.0
8076,61876,Margin of Error,High school graduate (includes equivalency),12.0,5.0,70.0
8077,61876,Margin of Error,Less than high school graduate,12.0,45.8,23.0
8078,61876,Margin of Error,Population 25 years and over,12.0,2.6,93.0
8079,61876,Margin of Error,"Some college, associate's degree",12.0,25.5,35.0
8080,61877,Estimate,Bachelor's degree or higher,10.0,3.2,317.0
8081,61877,Estimate,High school graduate (includes equivalency),5.0,2.1,243.0
8082,61877,Estimate,Less than high school graduate,0.0,0.0,33.0
8083,61877,Estimate,Population 25 years and over,27.0,2.5,1077.0
8084,61877,Estimate,"Some college, associate's degree",12.0,2.5,484.0
8085,61877,Margin of Error,Bachelor's degree or higher,14.0,4.4,75.0
8086,61877,Margin of Error,High school graduate (includes equivalency),7.0,3.0,45.0
8087,61877,Margin of Error,Less than high school graduate,12.0,51.6,23.0
8088,61877,Margin of Error,Population 25 years and over,20.0,1.8,126.0
8089,61877,Margin of Error,"Some college, associate's degree",13.0,2.6,91.0
8090,61878,Estimate,Bachelor's degree or higher,0.0,0.0,213.0
8091,61878,Estimate,High school graduate (includes equivalency),43.0,11.2,384.0
8092,61878,Estimate,Less than high school graduate,5.0,10.9,46.0
8093,61878,Estimate,Population 25 years and over,53.0,5.5,960.0
8094,61878,Estimate,"Some college, associate's degree",5.0,1.6,317.0
8095,61878,Margin of Error,Bachelor's degree or higher,12.0,14.1,80.0
8096,61878,Margin of Error,High school graduate (includes equivalency),23.0,6.0,90.0
8097,61878,Margin of Error,Less than high school graduate,7.0,14.0,18.0
8098,61878,Margin of Error,Population 25 years and over,26.0,2.8,168.0
8099,61878,Margin of Error,"Some college, associate's degree",6.0,1.9,69.0
8100,61880,Estimate,Bachelor's degree or higher,23.0,3.2,715.0
8101,61880,Estimate,High school graduate (includes equivalency),99.0,10.4,956.0
8102,61880,Estimate,Less than high school graduate,12.0,46.2,26.0
8103,61880,Estimate,Population 25 years and over,273.0,10.8,2532.0
8104,61880,Estimate,"Some college, associate's degree",139.0,16.6,835.0
8105,61880,Margin of Error,Bachelor's degree or higher,34.0,4.7,168.0
8106,61880,Margin of Error,High school graduate (includes equivalency),69.0,7.7,427.0
8107,61880,Margin of Error,Less than high school graduate,17.0,53.0,26.0
8108,61880,Margin of Error,Population 25 years and over,131.0,5.0,502.0
8109,61880,Margin of Error,"Some college, associate's degree",104.0,11.3,200.0
8110,61882,Estimate,Bachelor's degree or higher,0.0,0.0,81.0
8111,61882,Estimate,High school graduate (includes equivalency),28.0,12.6,222.0
8112,61882,Estimate,Less than high school graduate,0.0,0.0,24.0
8113,61882,Estimate,Population 25 years and over,41.0,8.4,488.0
8114,61882,Estimate,"Some college, associate's degree",13.0,8.1,161.0
8115,61882,Margin of Error,Bachelor's degree or higher,12.0,31.8,41.0
8116,61882,Margin of Error,High school graduate (includes equivalency),15.0,6.7,49.0
8117,61882,Margin of Error,Less than high school graduate,12.0,60.5,13.0
8118,61882,Margin of Error,Population 25 years and over,21.0,4.5,83.0
8119,61882,Margin of Error,"Some college, associate's degree",10.0,6.2,39.0
8120,61883,Estimate,Bachelor's degree or higher,0.0,0.0,418.0
8121,61883,Estimate,High school graduate (includes equivalency),136.0,10.9,1243.0
8122,61883,Estimate,Less than high school graduate,3.0,1.4,220.0
8123,61883,Estimate,Population 25 years and over,224.0,7.9,2833.0
8124,61883,Estimate,"Some college, associate's degree",85.0,8.9,952.0
8125,61883,Margin of Error,Bachelor's degree or higher,12.0,7.5,109.0
8126,61883,Margin of Error,High school graduate (includes equivalency),78.0,6.3,213.0
8127,61883,Margin of Error,Less than high school graduate,4.0,1.7,74.0
8128,61883,Margin of Error,Population 25 years and over,95.0,3.5,215.0
8129,61883,Margin of Error,"Some college, associate's degree",49.0,5.0,158.0
8130,61884,Estimate,Bachelor's degree or higher,0.0,0.0,363.0
8131,61884,Estimate,High school graduate (includes equivalency),0.0,0.0,146.0
8132,61884,Estimate,Less than high school graduate,0.0,0.0,36.0
8133,61884,Estimate,Population 25 years and over,10.0,1.3,760.0
8134,61884,Estimate,"Some college, associate's degree",10.0,4.7,215.0
8135,61884,Margin of Error,Bachelor's degree or higher,12.0,8.6,119.0
8136,61884,Margin of Error,High school graduate (includes equivalency),12.0,19.8,63.0
8137,61884,Margin of Error,Less than high school graduate,12.0,49.4,29.0
8138,61884,Margin of Error,Population 25 years and over,14.0,1.8,153.0
8139,61884,Margin of Error,"Some college, associate's degree",14.0,6.3,59.0
8140,61910,Estimate,Bachelor's degree or higher,4.0,0.9,426.0
8141,61910,Estimate,High school graduate (includes equivalency),108.0,11.7,923.0
8142,61910,Estimate,Less than high school graduate,97.0,12.3,790.0
8143,61910,Estimate,Population 25 years and over,233.0,8.5,2742.0
8144,61910,Estimate,"Some college, associate's degree",24.0,4.0,603.0
8145,61910,Margin of Error,Bachelor's degree or higher,6.0,1.3,108.0
8146,61910,Margin of Error,High school graduate (includes equivalency),50.0,5.0,189.0
8147,61910,Margin of Error,Less than high school graduate,105.0,12.3,202.0
8148,61910,Margin of Error,Population 25 years and over,114.0,3.9,226.0
8149,61910,Margin of Error,"Some college, associate's degree",19.0,3.3,121.0
8150,61911,Estimate,Bachelor's degree or higher,7.0,1.7,406.0
8151,61911,Estimate,High school graduate (includes equivalency),51.0,7.4,685.0
8152,61911,Estimate,Less than high school graduate,231.0,20.6,1122.0
8153,61911,Estimate,Population 25 years and over,333.0,11.5,2888.0
8154,61911,Estimate,"Some college, associate's degree",44.0,6.5,675.0
8155,61911,Margin of Error,Bachelor's degree or higher,8.0,1.9,92.0
8156,61911,Margin of Error,High school graduate (includes equivalency),40.0,5.4,144.0
8157,61911,Margin of Error,Less than high school graduate,123.0,10.4,230.0
8158,61911,Margin of Error,Population 25 years and over,134.0,4.5,265.0
8159,61911,Margin of Error,"Some college, associate's degree",27.0,3.9,121.0
8160,61912,Estimate,Bachelor's degree or higher,0.0,0.0,204.0
8161,61912,Estimate,High school graduate (includes equivalency),29.0,9.9,292.0
8162,61912,Estimate,Less than high school graduate,36.0,51.4,70.0
8163,61912,Estimate,Population 25 years and over,122.0,11.9,1024.0
8164,61912,Estimate,"Some college, associate's degree",57.0,12.4,458.0
8165,61912,Margin of Error,Bachelor's degree or higher,12.0,14.7,69.0
8166,61912,Margin of Error,High school graduate (includes equivalency),26.0,8.4,72.0
8167,61912,Margin of Error,Less than high school graduate,30.0,25.0,34.0
8168,61912,Margin of Error,Population 25 years and over,68.0,6.0,183.0
8169,61912,Margin of Error,"Some college, associate's degree",41.0,8.4,121.0
8170,61913,Estimate,Bachelor's degree or higher,0.0,0.0,122.0
8171,61913,Estimate,High school graduate (includes equivalency),58.0,10.4,557.0
8172,61913,Estimate,Less than high school graduate,15.0,20.5,73.0
8173,61913,Estimate,Population 25 years and over,104.0,9.9,1051.0
8174,61913,Estimate,"Some college, associate's degree",31.0,10.4,299.0
8175,61913,Margin of Error,Bachelor's degree or higher,12.0,23.1,38.0
8176,61913,Margin of Error,High school graduate (includes equivalency),39.0,6.1,152.0
8177,61913,Margin of Error,Less than high school graduate,16.0,19.1,42.0
8178,61913,Margin of Error,Population 25 years and over,51.0,4.6,164.0
8179,61913,Margin of Error,"Some college, associate's degree",24.0,7.5,61.0
8180,61914,Estimate,Bachelor's degree or higher,0.0,0.0,172.0
8181,61914,Estimate,High school graduate (includes equivalency),8.0,1.4,567.0
8182,61914,Estimate,Less than high school graduate,12.0,19.7,61.0
8183,61914,Estimate,Population 25 years and over,53.0,4.1,1297.0
8184,61914,Estimate,"Some college, associate's degree",33.0,6.6,497.0
8185,61914,Margin of Error,Bachelor's degree or higher,12.0,17.1,64.0
8186,61914,Margin of Error,High school graduate (includes equivalency),12.0,2.2,123.0
8187,61914,Margin of Error,Less than high school graduate,17.0,23.6,37.0
8188,61914,Margin of Error,Population 25 years and over,42.0,3.3,161.0
8189,61914,Margin of Error,"Some college, associate's degree",27.0,5.4,106.0
8190,61917,Estimate,Bachelor's degree or higher,3.0,3.4,88.0
8191,61917,Estimate,High school graduate (includes equivalency),13.0,7.5,174.0
8192,61917,Estimate,Less than high school graduate,6.0,35.3,17.0
8193,61917,Estimate,Population 25 years and over,32.0,8.0,398.0
8194,61917,Estimate,"Some college, associate's degree",10.0,8.4,119.0
8195,61917,Margin of Error,Bachelor's degree or higher,4.0,4.7,41.0
8196,61917,Margin of Error,High school graduate (includes equivalency),9.0,5.5,49.0
8197,61917,Margin of Error,Less than high school graduate,6.0,26.4,10.0
8198,61917,Margin of Error,Population 25 years and over,15.0,4.1,82.0
8199,61917,Margin of Error,"Some college, associate's degree",10.0,8.6,42.0
8200,61919,Estimate,Bachelor's degree or higher,2.0,1.5,130.0
8201,61919,Estimate,High school graduate (includes equivalency),8.0,3.2,248.0
8202,61919,Estimate,Less than high school graduate,0.0,0.0,28.0
8203,61919,Estimate,Population 25 years and over,26.0,4.1,628.0
8204,61919,Estimate,"Some college, associate's degree",16.0,7.2,222.0
