,Zipcode,Stats,SEX,Below poverty level,Percent below poverty level,Total
4377,62471,Estimate,Male,775.0,17.9,4326.0
4378,62471,Margin of Error,Female,190.0,4.3,278.0
4379,62471,Margin of Error,Male,241.0,5.6,316.0
4380,62473,Estimate,Female,91.0,15.0,607.0
4381,62473,Estimate,Male,54.0,9.3,582.0
4382,62473,Margin of Error,Female,51.0,7.9,112.0
4383,62473,Margin of Error,Male,39.0,6.3,136.0
4384,62474,Estimate,Female,20.0,5.4,369.0
4385,62474,Estimate,Male,19.0,5.4,350.0
4386,62474,Margin of Error,Female,12.0,3.3,92.0
4387,62474,Margin of Error,Male,18.0,5.0,85.0
4388,62475,Estimate,Female,30.0,11.2,268.0
4389,62475,Estimate,Male,35.0,12.2,287.0
4390,62475,Margin of Error,Female,46.0,16.1,157.0
4391,62475,Margin of Error,Male,52.0,17.2,146.0
4392,62476,Estimate,Female,76.0,10.4,730.0
4393,62476,Estimate,Male,56.0,7.0,796.0
4394,62476,Margin of Error,Female,31.0,3.8,89.0
4395,62476,Margin of Error,Male,27.0,3.0,116.0
4396,62477,Estimate,Female,61.0,19.4,315.0
4397,62477,Estimate,Male,46.0,17.2,268.0
4398,62477,Margin of Error,Female,60.0,17.6,106.0
4399,62477,Margin of Error,Male,39.0,14.3,94.0
4400,62478,Estimate,Female,32.0,23.0,139.0
4401,62478,Estimate,Male,11.0,9.2,120.0
4402,62478,Margin of Error,Female,29.0,17.8,48.0
4403,62478,Margin of Error,Male,13.0,10.9,49.0
4404,62479,Estimate,Female,28.0,6.8,414.0
4405,62479,Estimate,Male,18.0,3.9,460.0
4406,62479,Margin of Error,Female,27.0,6.7,112.0
4407,62479,Margin of Error,Male,19.0,4.2,132.0
4408,62480,Estimate,Female,133.0,43.8,304.0
4409,62480,Estimate,Male,78.0,25.7,303.0
4410,62480,Margin of Error,Female,109.0,23.7,116.0
4411,62480,Margin of Error,Male,70.0,19.1,98.0
4412,62481,Estimate,Female,33.0,17.9,184.0
4413,62481,Estimate,Male,24.0,15.5,155.0
4414,62481,Margin of Error,Female,34.0,15.8,69.0
4415,62481,Margin of Error,Male,25.0,13.5,56.0
4416,62501,Estimate,Female,89.0,7.3,1212.0
4417,62501,Estimate,Male,114.0,8.9,1276.0
4418,62501,Margin of Error,Female,56.0,4.4,196.0
4419,62501,Margin of Error,Male,90.0,6.7,252.0
4420,62510,Estimate,Female,66.0,10.1,655.0
4421,62510,Estimate,Male,62.0,7.3,848.0
4422,62510,Margin of Error,Female,31.0,5.0,123.0
4423,62510,Margin of Error,Male,38.0,4.6,178.0
4424,62512,Estimate,Female,19.0,8.9,213.0
4425,62512,Estimate,Male,0.0,0.0,250.0
4426,62512,Margin of Error,Female,30.0,13.0,79.0
4427,62512,Margin of Error,Male,12.0,12.2,112.0
4428,62513,Estimate,Female,111.0,12.3,905.0
4429,62513,Estimate,Male,63.0,8.5,741.0
4430,62513,Margin of Error,Female,75.0,7.8,135.0
4431,62513,Margin of Error,Male,42.0,5.6,144.0
4432,62514,Estimate,Female,16.0,8.1,197.0
4433,62514,Estimate,Male,4.0,2.1,192.0
4434,62514,Margin of Error,Female,20.0,11.0,109.0
4435,62514,Margin of Error,Male,6.0,3.6,109.0
4436,62515,Estimate,Female,69.0,15.0,461.0
4437,62515,Estimate,Male,37.0,6.6,561.0
4438,62515,Margin of Error,Female,64.0,12.5,93.0
4439,62515,Margin of Error,Male,33.0,6.3,156.0
4440,62517,Estimate,Female,15.0,12.4,121.0
4441,62517,Estimate,Male,9.0,7.8,115.0
4442,62517,Margin of Error,Female,14.0,11.4,45.0
4443,62517,Margin of Error,Male,10.0,7.9,52.0
4444,62518,Estimate,Female,7.0,11.9,59.0
4445,62518,Estimate,Male,0.0,0.0,37.0
4446,62518,Margin of Error,Female,11.0,19.2,26.0
4447,62518,Margin of Error,Male,12.0,48.8,24.0
4448,62519,Estimate,Female,0.0,0.0,34.0
4449,62519,Estimate,Male,0.0,0.0,37.0
4450,62519,Margin of Error,Female,12.0,50.9,37.0
4451,62519,Margin of Error,Male,12.0,48.8,38.0
4452,62520,Estimate,Female,60.0,6.8,885.0
4453,62520,Estimate,Male,57.0,7.5,761.0
4454,62520,Margin of Error,Female,35.0,3.8,191.0
4455,62520,Margin of Error,Male,36.0,4.4,158.0
4456,62521,Estimate,Female,2870.0,16.3,17626.0
4457,62521,Estimate,Male,2110.0,12.8,16527.0
4458,62521,Margin of Error,Female,458.0,2.4,763.0
4459,62521,Margin of Error,Male,350.0,2.1,672.0
4460,62522,Estimate,Female,1696.0,22.9,7391.0
4461,62522,Estimate,Male,1481.0,21.6,6846.0
4462,62522,Margin of Error,Female,371.0,4.3,585.0
4463,62522,Margin of Error,Male,322.0,4.4,498.0
4464,62523,Estimate,Female,225.0,59.4,379.0
4465,62523,Estimate,Male,113.0,58.9,192.0
4466,62523,Margin of Error,Female,107.0,21.6,117.0
4467,62523,Margin of Error,Male,55.0,23.7,57.0
4468,62526,Estimate,Female,3179.0,19.9,15977.0
4469,62526,Estimate,Male,2145.0,16.0,13380.0
4470,62526,Margin of Error,Female,528.0,3.2,640.0
4471,62526,Margin of Error,Male,394.0,2.8,589.0
4472,62530,Estimate,Female,33.0,4.8,691.0
4473,62530,Estimate,Male,48.0,6.8,706.0
4474,62530,Margin of Error,Female,32.0,4.6,108.0
4475,62530,Margin of Error,Male,56.0,7.6,171.0
4476,62531,Estimate,Female,84.0,10.8,781.0
4477,62531,Estimate,Male,57.0,6.3,912.0
4478,62531,Margin of Error,Female,45.0,5.2,117.0
4479,62531,Margin of Error,Male,34.0,3.7,135.0
4480,62532,Estimate,Female,0.0,0.0,57.0
4481,62532,Estimate,Male,0.0,0.0,14.0
4482,62532,Margin of Error,Female,12.0,39.3,41.0
4483,62532,Margin of Error,Male,12.0,79.3,16.0
4484,62533,Estimate,Female,61.0,11.0,553.0
4485,62533,Estimate,Male,46.0,11.2,411.0
4486,62533,Margin of Error,Female,47.0,9.0,141.0
4487,62533,Margin of Error,Male,30.0,7.4,90.0
4488,62534,Estimate,Female,62.0,11.1,557.0
4489,62534,Estimate,Male,76.0,11.7,648.0
4490,62534,Margin of Error,Female,33.0,5.8,89.0
4491,62534,Margin of Error,Male,37.0,6.3,168.0
4492,62535,Estimate,Female,147.0,8.6,1713.0
4493,62535,Estimate,Male,168.0,9.8,1716.0
4494,62535,Margin of Error,Female,149.0,8.5,184.0
4495,62535,Margin of Error,Male,164.0,9.3,201.0
4496,62536,Estimate,Female,11.0,6.2,178.0
4497,62536,Estimate,Male,0.0,0.0,302.0
4498,62536,Margin of Error,Female,19.0,10.2,74.0
4499,62536,Margin of Error,Male,12.0,10.2,104.0
4500,62537,Estimate,Female,18.0,31.6,57.0
4501,62537,Estimate,Male,2.0,4.8,42.0
4502,62537,Margin of Error,Female,17.0,27.4,33.0
4503,62537,Margin of Error,Male,4.0,10.4,22.0
4504,62538,Estimate,Female,22.0,9.1,243.0
4505,62538,Estimate,Male,13.0,5.0,262.0
4506,62538,Margin of Error,Female,15.0,6.1,69.0
4507,62538,Margin of Error,Male,14.0,5.7,100.0
4508,62539,Estimate,Female,90.0,15.1,597.0
4509,62539,Estimate,Male,79.0,13.6,581.0
4510,62539,Margin of Error,Female,57.0,8.8,100.0
4511,62539,Margin of Error,Male,44.0,6.5,101.0
4512,62540,Estimate,Female,127.0,18.2,696.0
4513,62540,Estimate,Male,68.0,9.1,751.0
4514,62540,Margin of Error,Female,47.0,7.0,87.0
4515,62540,Margin of Error,Male,39.0,5.1,101.0
4516,62541,Estimate,Female,0.0,0.0,10.0
4517,62541,Estimate,Male,0.0,0.0,6.0
4518,62541,Margin of Error,Female,12.0,93.8,13.0
4519,62541,Margin of Error,Male,12.0,100.0,8.0
4520,62543,Estimate,Female,30.0,16.5,182.0
4521,62543,Estimate,Male,18.0,7.4,243.0
4522,62543,Margin of Error,Female,24.0,11.6,45.0
4523,62543,Margin of Error,Male,18.0,7.0,65.0
4524,62544,Estimate,Female,16.0,1.9,821.0
4525,62544,Estimate,Male,22.0,2.7,818.0
4526,62544,Margin of Error,Female,14.0,1.8,127.0
4527,62544,Margin of Error,Male,13.0,1.6,134.0
4528,62545,Estimate,Female,20.0,3.1,645.0
4529,62545,Estimate,Male,20.0,3.0,673.0
4530,62545,Margin of Error,Female,16.0,2.5,163.0
4531,62545,Margin of Error,Male,19.0,3.0,147.0
4532,62546,Estimate,Female,53.0,6.8,780.0
4533,62546,Estimate,Male,62.0,7.8,798.0
4534,62546,Margin of Error,Female,52.0,6.6,122.0
4535,62546,Margin of Error,Male,48.0,5.7,125.0
4536,62547,Estimate,Female,20.0,4.5,447.0
4537,62547,Estimate,Male,38.0,7.4,513.0
4538,62547,Margin of Error,Female,16.0,3.5,97.0
4539,62547,Margin of Error,Male,37.0,6.9,126.0
4540,62548,Estimate,Female,59.0,4.5,1299.0
4541,62548,Estimate,Male,13.0,1.3,1014.0
4542,62548,Margin of Error,Female,27.0,2.3,259.0
4543,62548,Margin of Error,Male,9.0,0.9,143.0
4544,62549,Estimate,Female,239.0,7.8,3056.0
4545,62549,Estimate,Male,187.0,6.0,3097.0
4546,62549,Margin of Error,Female,212.0,6.8,312.0
4547,62549,Margin of Error,Male,142.0,4.7,325.0
4548,62550,Estimate,Female,136.0,8.4,1622.0
4549,62550,Estimate,Male,131.0,8.5,1548.0
4550,62550,Margin of Error,Female,71.0,4.0,226.0
4551,62550,Margin of Error,Male,54.0,3.5,202.0
4552,62551,Estimate,Female,32.0,9.3,343.0
4553,62551,Estimate,Male,14.0,3.1,449.0
4554,62551,Margin of Error,Female,20.0,5.9,109.0
4555,62551,Margin of Error,Male,12.0,2.7,132.0
4556,62553,Estimate,Female,10.0,5.3,190.0
4557,62553,Estimate,Male,8.0,4.3,187.0
4558,62553,Margin of Error,Female,11.0,6.0,74.0
4559,62553,Margin of Error,Male,12.0,6.4,69.0
4560,62554,Estimate,Female,36.0,4.5,808.0
4561,62554,Estimate,Male,39.0,5.4,727.0
4562,62554,Margin of Error,Female,29.0,3.5,199.0
4563,62554,Margin of Error,Male,44.0,5.6,167.0
4564,62555,Estimate,Female,7.0,2.8,248.0
4565,62555,Estimate,Male,15.0,6.6,227.0
4566,62555,Margin of Error,Female,7.0,2.8,86.0
4567,62555,Margin of Error,Male,19.0,8.0,59.0
4568,62556,Estimate,Female,12.0,6.3,189.0
4569,62556,Estimate,Male,9.0,5.0,181.0
4570,62556,Margin of Error,Female,14.0,7.1,54.0
4571,62556,Margin of Error,Male,10.0,5.7,55.0
4572,62557,Estimate,Female,629.0,17.7,3559.0
4573,62557,Estimate,Male,221.0,6.5,3399.0
4574,62557,Margin of Error,Female,232.0,6.0,255.0
4575,62557,Margin of Error,Male,95.0,2.9,269.0
4576,62558,Estimate,Female,153.0,9.6,1601.0
4577,62558,Estimate,Male,132.0,7.8,1694.0
4578,62558,Margin of Error,Female,104.0,6.4,118.0
4579,62558,Margin of Error,Male,71.0,4.3,152.0
4580,62560,Estimate,Female,73.0,12.3,593.0
4581,62560,Estimate,Male,58.0,10.4,556.0
4582,62560,Margin of Error,Female,71.0,10.7,139.0
4583,62560,Margin of Error,Male,46.0,7.9,164.0
4584,62561,Estimate,Female,460.0,15.4,2985.0
4585,62561,Estimate,Male,275.0,11.9,2304.0
4586,62561,Margin of Error,Female,202.0,6.6,324.0
4587,62561,Margin of Error,Male,142.0,6.1,263.0
4588,62563,Estimate,Female,84.0,3.0,2842.0
4589,62563,Estimate,Male,97.0,3.5,2778.0
4590,62563,Margin of Error,Female,74.0,2.6,218.0
4591,62563,Margin of Error,Male,95.0,3.3,233.0
4592,62565,Estimate,Female,332.0,8.9,3732.0
4593,62565,Estimate,Male,348.0,10.5,3303.0
4594,62565,Margin of Error,Female,180.0,4.7,301.0
4595,62565,Margin of Error,Male,218.0,6.4,320.0
4596,62567,Estimate,Female,24.0,6.3,378.0
4597,62567,Estimate,Male,81.0,18.8,431.0
4598,62567,Margin of Error,Female,17.0,4.4,57.0
4599,62567,Margin of Error,Male,48.0,10.3,68.0
4600,62568,Estimate,Female,979.0,13.2,7399.0
4601,62568,Estimate,Male,563.0,8.5,6637.0
4602,62568,Margin of Error,Female,329.0,4.4,271.0
4603,62568,Margin of Error,Male,174.0,2.7,332.0
4604,62570,Estimate,Female,21.0,7.8,269.0
4605,62570,Estimate,Male,12.0,3.8,313.0
4606,62570,Margin of Error,Female,14.0,5.0,66.0
4607,62570,Margin of Error,Male,16.0,5.3,85.0
4608,62571,Estimate,Female,135.0,15.6,865.0
4609,62571,Estimate,Male,123.0,15.7,785.0
4610,62571,Margin of Error,Female,67.0,7.8,183.0
4611,62571,Margin of Error,Male,71.0,8.7,157.0
4612,62572,Estimate,Female,29.0,10.6,273.0
4613,62572,Estimate,Male,9.0,3.8,236.0
4614,62572,Margin of Error,Female,21.0,7.5,82.0
4615,62572,Margin of Error,Male,8.0,3.7,78.0
4616,62573,Estimate,Female,45.0,5.7,791.0
4617,62573,Estimate,Male,58.0,7.7,749.0
4618,62573,Margin of Error,Female,34.0,4.4,175.0
4619,62573,Margin of Error,Male,37.0,4.9,135.0
4620,62601,Estimate,Female,54.0,39.4,137.0
4621,62601,Estimate,Male,17.0,12.7,134.0
4622,62601,Margin of Error,Female,40.0,21.8,43.0
4623,62601,Margin of Error,Male,18.0,13.0,35.0
4624,62610,Estimate,Female,12.0,15.4,78.0
4625,62610,Estimate,Male,14.0,20.6,68.0
4626,62610,Margin of Error,Female,9.0,12.6,34.0
4627,62610,Margin of Error,Male,12.0,13.9,24.0
4628,62611,Estimate,Female,25.0,4.3,588.0
4629,62611,Estimate,Male,8.0,1.3,634.0
4630,62611,Margin of Error,Female,23.0,4.3,158.0
4631,62611,Margin of Error,Male,7.0,1.2,142.0
4632,62612,Estimate,Female,86.0,10.5,817.0
4633,62612,Estimate,Male,66.0,8.6,768.0
4634,62612,Margin of Error,Female,78.0,8.7,137.0
4635,62612,Margin of Error,Male,51.0,6.2,100.0
4636,62613,Estimate,Female,97.0,4.7,2073.0
4637,62613,Estimate,Male,106.0,5.5,1937.0
4638,62613,Margin of Error,Female,53.0,2.5,206.0
4639,62613,Margin of Error,Male,70.0,3.6,200.0
4640,62615,Estimate,Female,248.0,8.7,2853.0
4641,62615,Estimate,Male,150.0,5.3,2822.0
4642,62615,Margin of Error,Female,133.0,4.9,306.0
4643,62615,Margin of Error,Male,132.0,4.8,253.0
4644,62617,Estimate,Female,30.0,9.4,320.0
4645,62617,Estimate,Male,12.0,5.5,218.0
4646,62617,Margin of Error,Female,15.0,4.7,68.0
4647,62617,Margin of Error,Male,9.0,4.2,57.0
4648,62618,Estimate,Female,791.0,22.7,3480.0
4649,62618,Estimate,Male,544.0,16.1,3389.0
4650,62618,Margin of Error,Female,219.0,6.1,135.0
4651,62618,Margin of Error,Male,142.0,4.2,144.0
4652,62621,Estimate,Female,107.0,18.8,570.0
4653,62621,Estimate,Male,69.0,11.2,614.0
4654,62621,Margin of Error,Female,50.0,7.9,84.0
4655,62621,Margin of Error,Male,35.0,5.6,80.0
4656,62622,Estimate,Female,0.0,,0.0
4657,62622,Estimate,Male,0.0,,0.0
4658,62622,Margin of Error,Female,12.0,,12.0
4659,62622,Margin of Error,Male,12.0,,12.0
4660,62624,Estimate,Female,0.0,0.0,192.0
4661,62624,Estimate,Male,13.0,5.8,223.0
4662,62624,Margin of Error,Female,12.0,15.5,69.0
4663,62624,Margin of Error,Male,16.0,6.9,86.0
4664,62625,Estimate,Female,31.0,8.1,385.0
4665,62625,Estimate,Male,0.0,0.0,423.0
4666,62625,Margin of Error,Female,36.0,9.0,104.0
4667,62625,Margin of Error,Male,12.0,7.4,156.0
4668,62626,Estimate,Female,598.0,17.1,3491.0
4669,62626,Estimate,Male,533.0,14.8,3601.0
4670,62626,Margin of Error,Female,256.0,7.5,245.0
4671,62626,Margin of Error,Male,230.0,6.4,202.0
4672,62627,Estimate,Female,52.0,12.6,413.0
4673,62627,Estimate,Male,55.0,9.7,567.0
4674,62627,Margin of Error,Female,50.0,10.2,99.0
4675,62627,Margin of Error,Male,34.0,5.9,99.0
4676,62628,Estimate,Female,27.0,7.3,370.0
4677,62628,Estimate,Male,18.0,3.9,457.0
4678,62628,Margin of Error,Female,16.0,3.9,93.0
4679,62628,Margin of Error,Male,12.0,2.4,112.0
4680,62629,Estimate,Female,295.0,3.7,7960.0
4681,62629,Estimate,Male,199.0,2.9,6777.0
4682,62629,Margin of Error,Female,110.0,1.4,440.0
4683,62629,Margin of Error,Male,129.0,1.8,390.0
4684,62630,Estimate,Female,17.0,7.0,244.0
4685,62630,Estimate,Male,22.0,5.8,378.0
4686,62630,Margin of Error,Female,14.0,6.2,91.0
4687,62630,Margin of Error,Male,14.0,4.1,134.0
4688,62631,Estimate,Female,24.0,23.1,104.0
4689,62631,Estimate,Male,17.0,10.0,170.0
4690,62631,Margin of Error,Female,20.0,16.0,39.0
4691,62631,Margin of Error,Male,18.0,11.3,98.0
4692,62633,Estimate,Female,98.0,26.8,365.0
4693,62633,Estimate,Male,34.0,13.8,246.0
4694,62633,Margin of Error,Female,80.0,14.3,140.0
4695,62633,Margin of Error,Male,36.0,13.1,62.0
4696,62634,Estimate,Female,45.0,8.7,517.0
4697,62634,Estimate,Male,17.0,3.3,519.0
4698,62634,Margin of Error,Female,35.0,6.1,120.0
4699,62634,Margin of Error,Male,15.0,2.7,122.0
4700,62635,Estimate,Female,12.0,4.6,260.0
4701,62635,Estimate,Male,6.0,2.2,278.0
4702,62635,Margin of Error,Female,11.0,4.2,44.0
4703,62635,Margin of Error,Male,9.0,3.1,50.0
4704,62638,Estimate,Female,60.0,9.9,608.0
4705,62638,Estimate,Male,38.0,5.1,746.0
4706,62638,Margin of Error,Female,42.0,6.6,104.0
4707,62638,Margin of Error,Male,34.0,4.4,124.0
4708,62639,Estimate,Female,25.0,21.6,116.0
4709,62639,Estimate,Male,0.0,0.0,158.0
4710,62639,Margin of Error,Female,31.0,17.4,74.0
4711,62639,Margin of Error,Male,12.0,18.5,73.0
4712,62640,Estimate,Female,184.0,11.1,1654.0
4713,62640,Estimate,Male,130.0,8.2,1578.0
4714,62640,Margin of Error,Female,113.0,6.4,189.0
4715,62640,Margin of Error,Male,64.0,3.8,192.0
4716,62642,Estimate,Female,98.0,14.7,666.0
4717,62642,Estimate,Male,42.0,6.2,673.0
4718,62642,Margin of Error,Female,69.0,9.6,120.0
4719,62642,Margin of Error,Male,32.0,4.6,110.0
4720,62643,Estimate,Female,5.0,1.6,313.0
4721,62643,Estimate,Male,3.0,0.7,425.0
4722,62643,Margin of Error,Female,6.0,1.9,170.0
4723,62643,Margin of Error,Male,3.0,0.8,180.0
4724,62644,Estimate,Female,440.0,19.6,2246.0
4725,62644,Estimate,Male,456.0,18.6,2451.0
4726,62644,Margin of Error,Female,163.0,7.1,133.0
4727,62644,Margin of Error,Male,146.0,5.8,139.0
4728,62649,Estimate,Female,63.0,23.9,264.0
4729,62649,Estimate,Male,35.0,16.3,215.0
4730,62649,Margin of Error,Female,77.0,28.6,79.0
4731,62649,Margin of Error,Male,31.0,13.8,57.0
4732,62650,Estimate,Female,1854.0,15.7,11779.0
4733,62650,Estimate,Male,1303.0,11.6,11200.0
4734,62650,Margin of Error,Female,427.0,3.6,333.0
4735,62650,Margin of Error,Male,364.0,3.2,357.0
4736,62655,Estimate,Female,48.0,15.8,303.0
4737,62655,Estimate,Male,30.0,10.1,296.0
4738,62655,Margin of Error,Female,32.0,10.8,92.0
4739,62655,Margin of Error,Male,19.0,6.4,90.0
4740,62656,Estimate,Female,863.0,11.7,7400.0
4741,62656,Estimate,Male,1048.0,13.3,7897.0
4742,62656,Margin of Error,Female,198.0,2.7,264.0
4743,62656,Margin of Error,Male,281.0,3.5,220.0
4744,62661,Estimate,Female,110.0,17.5,627.0
4745,62661,Estimate,Male,259.0,29.7,873.0
4746,62661,Margin of Error,Female,65.0,10.0,130.0
4747,62661,Margin of Error,Male,232.0,21.1,233.0
4748,62663,Estimate,Female,17.0,15.0,113.0
4749,62663,Estimate,Male,9.0,8.7,103.0
4750,62663,Margin of Error,Female,14.0,11.7,30.0
4751,62663,Margin of Error,Male,11.0,10.4,26.0
4752,62664,Estimate,Female,297.0,19.1,1553.0
4753,62664,Estimate,Male,201.0,13.1,1529.0
4754,62664,Margin of Error,Female,108.0,6.6,135.0
4755,62664,Margin of Error,Male,82.0,5.2,171.0
4756,62665,Estimate,Female,104.0,12.7,821.0
4757,62665,Estimate,Male,84.0,12.6,666.0
4758,62665,Margin of Error,Female,52.0,6.3,118.0
4759,62665,Margin of Error,Male,42.0,5.9,117.0
4760,62666,Estimate,Female,19.0,7.6,249.0
4761,62666,Estimate,Male,13.0,5.5,238.0
4762,62666,Margin of Error,Female,16.0,6.0,51.0
4763,62666,Margin of Error,Male,9.0,3.5,52.0
4764,62667,Estimate,Female,23.0,7.7,300.0
4765,62667,Estimate,Male,24.0,8.6,280.0
4766,62667,Margin of Error,Female,17.0,6.3,120.0
4767,62667,Margin of Error,Male,21.0,7.3,79.0
4768,62668,Estimate,Female,88.0,11.7,750.0
4769,62668,Estimate,Male,65.0,9.7,668.0
4770,62668,Margin of Error,Female,47.0,6.2,133.0
4771,62668,Margin of Error,Male,37.0,5.6,112.0
4772,62670,Estimate,Female,96.0,7.1,1348.0
4773,62670,Estimate,Male,136.0,11.1,1223.0
4774,62670,Margin of Error,Female,57.0,4.0,200.0
4775,62670,Margin of Error,Male,105.0,7.9,181.0
4776,62671,Estimate,Female,9.0,3.1,288.0
4777,62671,Estimate,Male,11.0,4.8,231.0
4778,62671,Margin of Error,Female,9.0,3.1,62.0
4779,62671,Margin of Error,Male,9.0,3.7,49.0
4780,62672,Estimate,Female,11.0,10.9,101.0
4781,62672,Estimate,Male,5.0,5.7,87.0
4782,62672,Margin of Error,Female,7.0,7.7,35.0
4783,62672,Margin of Error,Male,5.0,6.1,36.0
4784,62673,Estimate,Female,28.0,13.9,202.0
4785,62673,Estimate,Male,6.0,3.7,164.0
4786,62673,Margin of Error,Female,34.0,14.9,64.0
4787,62673,Margin of Error,Male,8.0,4.8,65.0
4788,62674,Estimate,Female,146.0,18.1,806.0
4789,62674,Estimate,Male,228.0,28.4,804.0
4790,62674,Margin of Error,Female,84.0,9.1,145.0
4791,62674,Margin of Error,Male,168.0,15.9,187.0
4792,62675,Estimate,Female,238.0,8.3,2872.0
4793,62675,Estimate,Male,242.0,8.8,2765.0
4794,62675,Margin of Error,Female,115.0,4.1,212.0
4795,62675,Margin of Error,Male,97.0,3.6,190.0
4796,62677,Estimate,Female,52.0,5.1,1015.0
4797,62677,Estimate,Male,27.0,2.6,1024.0
4798,62677,Margin of Error,Female,25.0,2.5,121.0
4799,62677,Margin of Error,Male,25.0,2.4,149.0
4800,62681,Estimate,Female,192.0,7.9,2425.0
4801,62681,Estimate,Male,866.0,28.7,3016.0
4802,62681,Margin of Error,Female,90.0,3.6,125.0
4803,62681,Margin of Error,Male,314.0,9.4,208.0
4804,62682,Estimate,Female,26.0,6.8,383.0
4805,62682,Estimate,Male,14.0,4.4,320.0
4806,62682,Margin of Error,Female,16.0,4.5,78.0
4807,62682,Margin of Error,Male,12.0,3.7,54.0
4808,62684,Estimate,Female,5.0,0.2,3032.0
4809,62684,Estimate,Male,12.0,0.5,2603.0
4810,62684,Margin of Error,Female,10.0,0.3,482.0
4811,62684,Margin of Error,Male,15.0,0.6,294.0
4812,62685,Estimate,Female,198.0,18.2,1089.0
4813,62685,Estimate,Male,140.0,13.7,1020.0
4814,62685,Margin of Error,Female,96.0,8.2,162.0
4815,62685,Margin of Error,Male,67.0,6.2,167.0
4816,62688,Estimate,Female,31.0,8.6,360.0
4817,62688,Estimate,Male,35.0,8.9,393.0
4818,62688,Margin of Error,Female,22.0,6.0,67.0
4819,62688,Margin of Error,Male,31.0,7.9,85.0
4820,62689,Estimate,Female,11.0,4.0,273.0
4821,62689,Estimate,Male,5.0,1.6,315.0
4822,62689,Margin of Error,Female,11.0,4.1,116.0
4823,62689,Margin of Error,Male,7.0,2.3,138.0
4824,62690,Estimate,Female,284.0,13.8,2057.0
4825,62690,Estimate,Male,76.0,4.6,1635.0
4826,62690,Margin of Error,Female,141.0,6.5,205.0
4827,62690,Margin of Error,Male,60.0,3.6,183.0
4828,62691,Estimate,Female,161.0,15.0,1071.0
4829,62691,Estimate,Male,126.0,12.6,997.0
4830,62691,Margin of Error,Female,66.0,6.0,154.0
4831,62691,Margin of Error,Male,88.0,8.3,127.0
4832,62692,Estimate,Female,205.0,17.2,1191.0
4833,62692,Estimate,Male,92.0,9.8,942.0
4834,62692,Margin of Error,Female,106.0,8.1,202.0
4835,62692,Margin of Error,Male,43.0,4.4,134.0
4836,62693,Estimate,Female,84.0,10.5,797.0
4837,62693,Estimate,Male,99.0,11.9,830.0
4838,62693,Margin of Error,Female,59.0,6.4,186.0
4839,62693,Margin of Error,Male,68.0,6.8,227.0
4840,62694,Estimate,Female,179.0,12.0,1494.0
4841,62694,Estimate,Male,132.0,9.0,1469.0
4842,62694,Margin of Error,Female,68.0,4.5,112.0
4843,62694,Margin of Error,Male,78.0,5.2,91.0
4844,62695,Estimate,Female,3.0,2.3,130.0
4845,62695,Estimate,Male,8.0,6.3,126.0
4846,62695,Margin of Error,Female,5.0,4.7,93.0
4847,62695,Margin of Error,Male,10.0,8.0,65.0
4848,62701,Estimate,Female,134.0,35.5,377.0
4849,62701,Estimate,Male,170.0,46.2,368.0
4850,62701,Margin of Error,Female,61.0,14.9,124.0
4851,62701,Margin of Error,Male,64.0,12.1,84.0
4852,62702,Estimate,Female,4180.0,24.4,17112.0
4853,62702,Estimate,Male,3717.0,23.9,15548.0
4854,62702,Margin of Error,Female,739.0,3.7,939.0
4855,62702,Margin of Error,Male,616.0,3.4,816.0
4856,62703,Estimate,Female,4687.0,31.7,14778.0
4857,62703,Estimate,Male,3352.0,25.9,12942.0
4858,62703,Margin of Error,Female,591.0,3.4,901.0
4859,62703,Margin of Error,Male,456.0,3.5,661.0
4860,62704,Estimate,Female,3029.0,14.6,20696.0
4861,62704,Estimate,Male,2589.0,13.1,19749.0
4862,62704,Margin of Error,Female,458.0,2.2,1069.0
4863,62704,Margin of Error,Male,488.0,2.4,852.0
4864,62707,Estimate,Female,310.0,8.0,3858.0
4865,62707,Estimate,Male,216.0,5.5,3949.0
4866,62707,Margin of Error,Female,148.0,3.8,418.0
4867,62707,Margin of Error,Male,127.0,3.3,503.0
4868,62711,Estimate,Female,349.0,4.0,8769.0
4869,62711,Estimate,Male,129.0,1.8,7218.0
4870,62711,Margin of Error,Female,286.0,3.2,629.0
4871,62711,Margin of Error,Male,70.0,1.0,525.0
4872,62712,Estimate,Female,188.0,3.7,5142.0
4873,62712,Estimate,Male,217.0,4.3,4992.0
4874,62712,Margin of Error,Female,96.0,1.8,563.0
4875,62712,Margin of Error,Male,145.0,2.9,563.0
4876,62801,Estimate,Female,1963.0,20.3,9660.0
4877,62801,Estimate,Male,1668.0,18.4,9053.0
4878,62801,Margin of Error,Female,320.0,3.2,317.0
4879,62801,Margin of Error,Male,267.0,2.9,251.0
4880,62803,Estimate,Female,55.0,9.2,597.0
4881,62803,Estimate,Male,64.0,10.0,643.0
4882,62803,Margin of Error,Female,36.0,5.9,107.0
4883,62803,Margin of Error,Male,36.0,5.9,145.0
4884,62806,Estimate,Female,256.0,14.7,1742.0
4885,62806,Estimate,Male,160.0,9.9,1623.0
4886,62806,Margin of Error,Female,121.0,6.4,146.0
4887,62806,Margin of Error,Male,57.0,3.7,120.0
4888,62807,Estimate,Female,32.0,6.3,512.0
4889,62807,Estimate,Male,39.0,8.6,452.0
