,Zipcode,Age group,Estimate
8158,62824,25 to 34 years,250.0
8159,62825,25 to 34 years,11.0
8160,62827,25 to 34 years,113.0
8161,62828,25 to 34 years,114.0
8162,62829,25 to 34 years,31.0
8163,62830,25 to 34 years,110.0
8164,62831,25 to 34 years,38.0
8165,62832,25 to 34 years,983.0
8166,62833,25 to 34 years,57.0
8167,62835,25 to 34 years,108.0
8168,62836,25 to 34 years,82.0
8169,62837,25 to 34 years,970.0
8170,62838,25 to 34 years,284.0
8171,62839,25 to 34 years,630.0
8172,62841,25 to 34 years,10.0
8173,62842,25 to 34 years,87.0
8174,62843,25 to 34 years,25.0
8175,62844,25 to 34 years,276.0
8176,62846,25 to 34 years,558.0
8177,62848,25 to 34 years,79.0
8178,62849,25 to 34 years,291.0
8179,62850,25 to 34 years,112.0
8180,62851,25 to 34 years,10.0
8181,62852,25 to 34 years,0.0
8182,62853,25 to 34 years,114.0
8183,62854,25 to 34 years,78.0
8184,62856,25 to 34 years,30.0
8185,62858,25 to 34 years,357.0
8186,62859,25 to 34 years,638.0
8187,62860,25 to 34 years,12.0
8188,62861,25 to 34 years,18.0
8189,62862,25 to 34 years,45.0
8190,62863,25 to 34 years,1083.0
8191,62864,25 to 34 years,3094.0
8192,62865,25 to 34 years,261.0
8193,62867,25 to 34 years,18.0
8194,62868,25 to 34 years,263.0
8195,62869,25 to 34 years,266.0
8196,62870,25 to 34 years,180.0
8197,62871,25 to 34 years,68.0
8198,62872,25 to 34 years,83.0
8199,62874,25 to 34 years,44.0
8200,62875,25 to 34 years,105.0
8201,62876,25 to 34 years,24.0
8202,62877,25 to 34 years,47.0
8203,62878,25 to 34 years,41.0
8204,62879,25 to 34 years,9.0
8205,62880,25 to 34 years,71.0
8206,62881,25 to 34 years,1633.0
8207,62882,25 to 34 years,241.0
8208,62883,25 to 34 years,22.0
8209,62884,25 to 34 years,282.0
8210,62885,25 to 34 years,49.0
8211,62886,25 to 34 years,34.0
8212,62887,25 to 34 years,44.0
8213,62888,25 to 34 years,153.0
8214,62889,25 to 34 years,41.0
8215,62890,25 to 34 years,190.0
8216,62891,25 to 34 years,68.0
8217,62892,25 to 34 years,13.0
8218,62893,25 to 34 years,93.0
8219,62894,25 to 34 years,101.0
8220,62895,25 to 34 years,180.0
8221,62896,25 to 34 years,1400.0
8222,62897,25 to 34 years,53.0
8223,62898,25 to 34 years,240.0
8224,62899,25 to 34 years,259.0
8225,62901,25 to 34 years,4094.0
8226,62902,25 to 34 years,625.0
8227,62903,25 to 34 years,355.0
8228,62905,25 to 34 years,90.0
8229,62906,25 to 34 years,804.0
8230,62907,25 to 34 years,126.0
8231,62908,25 to 34 years,74.0
8232,62910,25 to 34 years,321.0
8233,62912,25 to 34 years,199.0
8234,62914,25 to 34 years,229.0
8235,62915,25 to 34 years,91.0
8236,62916,25 to 34 years,58.0
8237,62917,25 to 34 years,265.0
8238,62918,25 to 34 years,1239.0
8239,62919,25 to 34 years,108.0
8240,62920,25 to 34 years,302.0
8241,62921,25 to 34 years,35.0
8242,62922,25 to 34 years,336.0
8243,62923,25 to 34 years,42.0
8244,62924,25 to 34 years,343.0
8245,62926,25 to 34 years,227.0
8246,62927,25 to 34 years,54.0
8247,62928,25 to 34 years,14.0
8248,62930,25 to 34 years,764.0
8249,62931,25 to 34 years,71.0
8250,62932,25 to 34 years,142.0
8251,62933,25 to 34 years,152.0
8252,62934,25 to 34 years,39.0
8253,62935,25 to 34 years,204.0
8254,62938,25 to 34 years,267.0
8255,62939,25 to 34 years,231.0
8256,62940,25 to 34 years,94.0
8257,62941,25 to 34 years,53.0
8258,62942,25 to 34 years,64.0
8259,62943,25 to 34 years,31.0
8260,62946,25 to 34 years,1706.0
8261,62947,25 to 34 years,30.0
8262,62948,25 to 34 years,2049.0
8263,62949,25 to 34 years,89.0
8264,62950,25 to 34 years,33.0
8265,62951,25 to 34 years,403.0
8266,62952,25 to 34 years,373.0
8267,62953,25 to 34 years,36.0
8268,62954,25 to 34 years,73.0
8269,62956,25 to 34 years,184.0
8270,62957,25 to 34 years,47.0
8271,62958,25 to 34 years,145.0
8272,62959,25 to 34 years,3895.0
8273,62960,25 to 34 years,978.0
8274,62961,25 to 34 years,0.0
8275,62962,25 to 34 years,0.0
8276,62963,25 to 34 years,91.0
8277,62964,25 to 34 years,138.0
8278,62965,25 to 34 years,5.0
8279,62966,25 to 34 years,1995.0
8280,62967,25 to 34 years,4.0
8281,62969,25 to 34 years,28.0
8282,62970,25 to 34 years,98.0
8283,62972,25 to 34 years,112.0
8284,62974,25 to 34 years,167.0
8285,62975,25 to 34 years,0.0
8286,62976,25 to 34 years,34.0
8287,62977,25 to 34 years,55.0
8288,62979,25 to 34 years,159.0
8289,62982,25 to 34 years,103.0
8290,62983,25 to 34 years,121.0
8291,62984,25 to 34 years,159.0
8292,62985,25 to 34 years,57.0
8293,62987,25 to 34 years,130.0
8294,62988,25 to 34 years,161.0
8295,62990,25 to 34 years,136.0
8296,62992,25 to 34 years,69.0
8297,62994,25 to 34 years,123.0
8298,62995,25 to 34 years,1034.0
8299,62996,25 to 34 years,39.0
8300,62997,25 to 34 years,60.0
8301,62998,25 to 34 years,49.0
8302,62999,25 to 34 years,239.0
8303,63673,25 to 34 years,113.0
8304,60002,35 to 44 years,2468.0
8305,60004,35 to 44 years,6912.0
8306,60005,35 to 44 years,4451.0
8307,60007,35 to 44 years,4592.0
8308,60008,35 to 44 years,2750.0
8309,60010,35 to 44 years,5443.0
8310,60012,35 to 44 years,1360.0
8311,60013,35 to 44 years,3556.0
8312,60014,35 to 44 years,6407.0
8313,60015,35 to 44 years,3297.0
8314,60016,35 to 44 years,7639.0
8315,60018,35 to 44 years,3382.0
8316,60020,35 to 44 years,1509.0
8317,60021,35 to 44 years,726.0
8318,60022,35 to 44 years,932.0
8319,60025,35 to 44 years,5161.0
8320,60026,35 to 44 years,1810.0
8321,60029,35 to 44 years,38.0
8322,60030,35 to 44 years,4209.0
8323,60031,35 to 44 years,4764.0
8324,60033,35 to 44 years,1525.0
8325,60034,35 to 44 years,137.0
8326,60035,35 to 44 years,3732.0
8327,60040,35 to 44 years,667.0
8328,60041,35 to 44 years,633.0
8329,60042,35 to 44 years,1224.0
8330,60043,35 to 44 years,216.0
8331,60044,35 to 44 years,983.0
8332,60045,35 to 44 years,1716.0
8333,60046,35 to 44 years,4307.0
8334,60047,35 to 44 years,4945.0
8335,60048,35 to 44 years,3262.0
8336,60050,35 to 44 years,4623.0
8337,60051,35 to 44 years,2603.0
8338,60053,35 to 44 years,3277.0
8339,60056,35 to 44 years,7288.0
8340,60060,35 to 44 years,4439.0
8341,60061,35 to 44 years,4081.0
8342,60062,35 to 44 years,4084.0
8343,60064,35 to 44 years,1708.0
8344,60067,35 to 44 years,4782.0
8345,60068,35 to 44 years,4892.0
8346,60069,35 to 44 years,643.0
8347,60070,35 to 44 years,2186.0
8348,60071,35 to 44 years,409.0
8349,60072,35 to 44 years,88.0
8350,60073,35 to 44 years,9968.0
8351,60074,35 to 44 years,4684.0
8352,60076,35 to 44 years,3822.0
8353,60077,35 to 44 years,3620.0
8354,60081,35 to 44 years,980.0
8355,60083,35 to 44 years,1319.0
8356,60084,35 to 44 years,2607.0
8357,60085,35 to 44 years,10332.0
8358,60087,35 to 44 years,3004.0
8359,60088,35 to 44 years,393.0
8360,60089,35 to 44 years,6093.0
8361,60090,35 to 44 years,6059.0
8362,60091,35 to 44 years,2891.0
8363,60093,35 to 44 years,2106.0
8364,60096,35 to 44 years,698.0
8365,60097,35 to 44 years,1015.0
8366,60098,35 to 44 years,3654.0
8367,60099,35 to 44 years,3584.0
8368,60101,35 to 44 years,4741.0
8369,60102,35 to 44 years,4004.0
8370,60103,35 to 44 years,5252.0
8371,60104,35 to 44 years,2144.0
8372,60106,35 to 44 years,2705.0
8373,60107,35 to 44 years,6169.0
8374,60108,35 to 44 years,3184.0
8375,60109,35 to 44 years,41.0
8376,60110,35 to 44 years,5602.0
8377,60111,35 to 44 years,0.0
8378,60112,35 to 44 years,723.0
8379,60113,35 to 44 years,48.0
8380,60115,35 to 44 years,4185.0
8381,60118,35 to 44 years,1832.0
8382,60119,35 to 44 years,996.0
8383,60120,35 to 44 years,7071.0
8384,60123,35 to 44 years,5677.0
8385,60124,35 to 44 years,2428.0
8386,60126,35 to 44 years,6191.0
8387,60129,35 to 44 years,14.0
8388,60130,35 to 44 years,2410.0
8389,60131,35 to 44 years,2308.0
8390,60133,35 to 44 years,5484.0
8391,60134,35 to 44 years,4307.0
8392,60135,35 to 44 years,835.0
8393,60136,35 to 44 years,1331.0
8394,60137,35 to 44 years,5212.0
8395,60139,35 to 44 years,4861.0
8396,60140,35 to 44 years,2408.0
8397,60141,35 to 44 years,8.0
8398,60142,35 to 44 years,3602.0
8399,60143,35 to 44 years,1211.0
8400,60144,35 to 44 years,4.0
8401,60145,35 to 44 years,286.0
8402,60146,35 to 44 years,206.0
8403,60148,35 to 44 years,6465.0
8404,60150,35 to 44 years,309.0
8405,60151,35 to 44 years,496.0
8406,60152,35 to 44 years,1133.0
8407,60153,35 to 44 years,2924.0
8408,60154,35 to 44 years,1951.0
8409,60155,35 to 44 years,786.0
8410,60156,35 to 44 years,4205.0
8411,60157,35 to 44 years,290.0
8412,60160,35 to 44 years,3840.0
8413,60162,35 to 44 years,839.0
8414,60163,35 to 44 years,479.0
8415,60164,35 to 44 years,3127.0
8416,60165,35 to 44 years,929.0
8417,60169,35 to 44 years,4144.0
8418,60171,35 to 44 years,1135.0
8419,60172,35 to 44 years,3089.0
8420,60173,35 to 44 years,2347.0
8421,60174,35 to 44 years,3417.0
8422,60175,35 to 44 years,2710.0
8423,60176,35 to 44 years,1772.0
8424,60177,35 to 44 years,3438.0
8425,60178,35 to 44 years,2755.0
8426,60180,35 to 44 years,215.0
8427,60181,35 to 44 years,4420.0
8428,60184,35 to 44 years,219.0
8429,60185,35 to 44 years,4654.0
8430,60187,35 to 44 years,2744.0
8431,60188,35 to 44 years,5212.0
8432,60189,35 to 44 years,3735.0
8433,60190,35 to 44 years,1248.0
8434,60191,35 to 44 years,1646.0
8435,60192,35 to 44 years,1946.0
8436,60193,35 to 44 years,5664.0
8437,60194,35 to 44 years,2995.0
8438,60195,35 to 44 years,950.0
8439,60201,35 to 44 years,3933.0
8440,60202,35 to 44 years,5144.0
8441,60203,35 to 44 years,620.0
8442,60301,35 to 44 years,319.0
8443,60302,35 to 44 years,4772.0
8444,60304,35 to 44 years,2800.0
8445,60305,35 to 44 years,1144.0
8446,60401,35 to 44 years,959.0
8447,60402,35 to 44 years,9389.0
8448,60403,35 to 44 years,3000.0
8449,60404,35 to 44 years,2386.0
8450,60406,35 to 44 years,3732.0
8451,60407,35 to 44 years,248.0
8452,60408,35 to 44 years,690.0
8453,60409,35 to 44 years,4389.0
8454,60410,35 to 44 years,1689.0
8455,60411,35 to 44 years,6692.0
8456,60415,35 to 44 years,1642.0
8457,60416,35 to 44 years,1540.0
8458,60417,35 to 44 years,1206.0
8459,60419,35 to 44 years,2117.0
8460,60420,35 to 44 years,701.0
8461,60421,35 to 44 years,627.0
8462,60422,35 to 44 years,1148.0
8463,60423,35 to 44 years,3620.0
8464,60424,35 to 44 years,346.0
8465,60425,35 to 44 years,1002.0
8466,60426,35 to 44 years,3387.0
8467,60428,35 to 44 years,1370.0
8468,60429,35 to 44 years,1395.0
8469,60430,35 to 44 years,2925.0
8470,60431,35 to 44 years,3113.0
8471,60432,35 to 44 years,2972.0
8472,60433,35 to 44 years,2028.0
8473,60435,35 to 44 years,6793.0
8474,60436,35 to 44 years,2705.0
8475,60437,35 to 44 years,18.0
8476,60438,35 to 44 years,3638.0
8477,60439,35 to 44 years,3021.0
8478,60440,35 to 44 years,7506.0
8479,60441,35 to 44 years,4608.0
8480,60442,35 to 44 years,1608.0
8481,60443,35 to 44 years,2231.0
8482,60444,35 to 44 years,256.0
8483,60445,35 to 44 years,3235.0
8484,60446,35 to 44 years,5570.0
8485,60447,35 to 44 years,1830.0
8486,60448,35 to 44 years,3103.0
8487,60449,35 to 44 years,1355.0
8488,60450,35 to 44 years,2336.0
8489,60451,35 to 44 years,5138.0
8490,60452,35 to 44 years,3260.0
8491,60453,35 to 44 years,6836.0
8492,60455,35 to 44 years,2086.0
8493,60456,35 to 44 years,505.0
8494,60457,35 to 44 years,2066.0
8495,60458,35 to 44 years,2392.0
8496,60459,35 to 44 years,3873.0
8497,60460,35 to 44 years,108.0
8498,60461,35 to 44 years,393.0
8499,60462,35 to 44 years,4656.0
8500,60463,35 to 44 years,1324.0
8501,60464,35 to 44 years,1114.0
8502,60465,35 to 44 years,2508.0
8503,60466,35 to 44 years,3168.0
8504,60467,35 to 44 years,2667.0
8505,60468,35 to 44 years,697.0
8506,60469,35 to 44 years,621.0
8507,60470,35 to 44 years,51.0
8508,60471,35 to 44 years,1593.0
8509,60472,35 to 44 years,458.0
8510,60473,35 to 44 years,2478.0
8511,60474,35 to 44 years,96.0
8512,60475,35 to 44 years,1331.0
8513,60476,35 to 44 years,306.0
8514,60477,35 to 44 years,4634.0
8515,60478,35 to 44 years,1932.0
8516,60479,35 to 44 years,187.0
8517,60480,35 to 44 years,485.0
8518,60481,35 to 44 years,1363.0
8519,60482,35 to 44 years,1551.0
8520,60484,35 to 44 years,777.0
8521,60487,35 to 44 years,3107.0
8522,60490,35 to 44 years,3228.0
8523,60491,35 to 44 years,2716.0
8524,60501,35 to 44 years,1681.0
8525,60502,35 to 44 years,3588.0
8526,60503,35 to 44 years,4206.0
8527,60504,35 to 44 years,5834.0
8528,60505,35 to 44 years,11469.0
8529,60506,35 to 44 years,7928.0
8530,60510,35 to 44 years,3685.0
8531,60511,35 to 44 years,178.0
8532,60512,35 to 44 years,25.0
8533,60513,35 to 44 years,3240.0
8534,60514,35 to 44 years,1550.0
8535,60515,35 to 44 years,2987.0
8536,60516,35 to 44 years,4044.0
8537,60517,35 to 44 years,4751.0
8538,60518,35 to 44 years,392.0
8539,60519,35 to 44 years,0.0
8540,60520,35 to 44 years,341.0
8541,60521,35 to 44 years,2456.0
8542,60523,35 to 44 years,1071.0
8543,60525,35 to 44 years,3362.0
8544,60526,35 to 44 years,1999.0
8545,60527,35 to 44 years,3104.0
8546,60530,35 to 44 years,130.0
8547,60531,35 to 44 years,418.0
8548,60532,35 to 44 years,3720.0
8549,60534,35 to 44 years,1432.0
8550,60536,35 to 44 years,16.0
8551,60537,35 to 44 years,92.0
8552,60538,35 to 44 years,4641.0
8553,60539,35 to 44 years,0.0
8554,60540,35 to 44 years,5696.0
8555,60541,35 to 44 years,397.0
8556,60542,35 to 44 years,2690.0
8557,60543,35 to 44 years,6322.0
8558,60544,35 to 44 years,3610.0
8559,60545,35 to 44 years,1859.0
8560,60546,35 to 44 years,1790.0
8561,60548,35 to 44 years,1489.0
8562,60549,35 to 44 years,59.0
8563,60550,35 to 44 years,111.0
8564,60551,35 to 44 years,887.0
8565,60552,35 to 44 years,683.0
8566,60553,35 to 44 years,73.0
8567,60554,35 to 44 years,1827.0
8568,60555,35 to 44 years,1892.0
8569,60556,35 to 44 years,517.0
8570,60557,35 to 44 years,28.0
8571,60558,35 to 44 years,1761.0
8572,60559,35 to 44 years,3076.0
8573,60560,35 to 44 years,4416.0
8574,60561,35 to 44 years,2796.0
8575,60563,35 to 44 years,5427.0
8576,60564,35 to 44 years,6878.0
8577,60565,35 to 44 years,5200.0
8578,60585,35 to 44 years,4159.0
8579,60586,35 to 44 years,6627.0
8580,60601,35 to 44 years,2060.0
8581,60602,35 to 44 years,543.0
8582,60603,35 to 44 years,25.0
8583,60604,35 to 44 years,38.0
8584,60605,35 to 44 years,5258.0
8585,60606,35 to 44 years,836.0
8586,60607,35 to 44 years,4857.0
8587,60608,35 to 44 years,11188.0
8588,60609,35 to 44 years,8168.0
8589,60610,35 to 44 years,4015.0
8590,60611,35 to 44 years,4488.0
8591,60612,35 to 44 years,4784.0
8592,60613,35 to 44 years,8636.0
8593,60614,35 to 44 years,8442.0
8594,60615,35 to 44 years,4841.0
8595,60616,35 to 44 years,6484.0
8596,60617,35 to 44 years,10161.0
8597,60618,35 to 44 years,17275.0
8598,60619,35 to 44 years,6719.0
8599,60620,35 to 44 years,8407.0
8600,60621,35 to 44 years,2727.0
8601,60622,35 to 44 years,10237.0
8602,60623,35 to 44 years,10785.0
8603,60624,35 to 44 years,4225.0
8604,60625,35 to 44 years,14193.0
8605,60626,35 to 44 years,7098.0
8606,60628,35 to 44 years,7433.0
8607,60629,35 to 44 years,14427.0
8608,60630,35 to 44 years,8148.0
8609,60631,35 to 44 years,3990.0
8610,60632,35 to 44 years,10942.0
8611,60633,35 to 44 years,1792.0
8612,60634,35 to 44 years,10857.0
8613,60636,35 to 44 years,3291.0
8614,60637,35 to 44 years,5198.0
8615,60638,35 to 44 years,7903.0
8616,60639,35 to 44 years,13027.0
8617,60640,35 to 44 years,11515.0
8618,60641,35 to 44 years,10721.0
8619,60642,35 to 44 years,3705.0
8620,60643,35 to 44 years,5247.0
8621,60644,35 to 44 years,5818.0
8622,60645,35 to 44 years,6437.0
8623,60646,35 to 44 years,4103.0
8624,60647,35 to 44 years,14837.0
8625,60649,35 to 44 years,6510.0
8626,60651,35 to 44 years,8598.0
8627,60652,35 to 44 years,5273.0
8628,60653,35 to 44 years,3846.0
8629,60654,35 to 44 years,3779.0
8630,60655,35 to 44 years,3741.0
8631,60656,35 to 44 years,3914.0
8632,60657,35 to 44 years,9968.0
8633,60659,35 to 44 years,5933.0
8634,60660,35 to 44 years,6315.0
8635,60661,35 to 44 years,2278.0
8636,60706,35 to 44 years,3240.0
8637,60707,35 to 44 years,6221.0
8638,60712,35 to 44 years,1424.0
8639,60714,35 to 44 years,3354.0
8640,60803,35 to 44 years,3225.0
8641,60804,35 to 44 years,11041.0
8642,60805,35 to 44 years,2481.0
8643,60827,35 to 44 years,3325.0
8644,60901,35 to 44 years,4698.0
8645,60910,35 to 44 years,39.0
8646,60911,35 to 44 years,151.0
8647,60912,35 to 44 years,67.0
8648,60913,35 to 44 years,160.0
8649,60914,35 to 44 years,3155.0
8650,60915,35 to 44 years,1201.0
8651,60917,35 to 44 years,75.0
8652,60918,35 to 44 years,105.0
8653,60919,35 to 44 years,39.0
8654,60920,35 to 44 years,18.0
8655,60921,35 to 44 years,142.0
8656,60922,35 to 44 years,274.0
8657,60924,35 to 44 years,164.0
8658,60926,35 to 44 years,9.0
8659,60927,35 to 44 years,258.0
8660,60928,35 to 44 years,30.0
8661,60929,35 to 44 years,52.0
8662,60930,35 to 44 years,101.0
8663,60931,35 to 44 years,48.0
8664,60932,35 to 44 years,0.0
8665,60933,35 to 44 years,30.0
8666,60934,35 to 44 years,37.0
8667,60935,35 to 44 years,182.0
8668,60936,35 to 44 years,503.0
8669,60938,35 to 44 years,253.0
8670,60940,35 to 44 years,324.0
8671,60941,35 to 44 years,323.0
8672,60942,35 to 44 years,445.0
8673,60945,35 to 44 years,32.0
8674,60946,35 to 44 years,100.0
8675,60948,35 to 44 years,166.0
8676,60949,35 to 44 years,67.0
8677,60950,35 to 44 years,1259.0
8678,60951,35 to 44 years,36.0
8679,60952,35 to 44 years,57.0
8680,60953,35 to 44 years,338.0
8681,60954,35 to 44 years,583.0
8682,60955,35 to 44 years,166.0
8683,60957,35 to 44 years,651.0
8684,60958,35 to 44 years,131.0
8685,60959,35 to 44 years,86.0
8686,60960,35 to 44 years,124.0
8687,60961,35 to 44 years,127.0
8688,60962,35 to 44 years,88.0
8689,60963,35 to 44 years,203.0
8690,60964,35 to 44 years,508.0
8691,60966,35 to 44 years,135.0
8692,60968,35 to 44 years,48.0
8693,60969,35 to 44 years,14.0
8694,60970,35 to 44 years,701.0
8695,60973,35 to 44 years,58.0
8696,60974,35 to 44 years,37.0
8697,61001,35 to 44 years,130.0
8698,61006,35 to 44 years,99.0
8699,61007,35 to 44 years,49.0
8700,61008,35 to 44 years,4153.0
8701,61010,35 to 44 years,990.0
8702,61011,35 to 44 years,194.0
8703,61012,35 to 44 years,394.0
8704,61013,35 to 44 years,26.0
8705,61014,35 to 44 years,68.0
8706,61015,35 to 44 years,216.0
8707,61016,35 to 44 years,570.0
8708,61018,35 to 44 years,60.0
8709,61019,35 to 44 years,330.0
8710,61020,35 to 44 years,477.0
8711,61021,35 to 44 years,2981.0
8712,61024,35 to 44 years,278.0
8713,61025,35 to 44 years,399.0
8714,61027,35 to 44 years,0.0
8715,61028,35 to 44 years,162.0
8716,61030,35 to 44 years,284.0
8717,61031,35 to 44 years,297.0
8718,61032,35 to 44 years,2889.0
8719,61036,35 to 44 years,798.0
8720,61037,35 to 44 years,0.0
8721,61038,35 to 44 years,49.0
8722,61039,35 to 44 years,177.0
8723,61041,35 to 44 years,182.0
8724,61042,35 to 44 years,48.0
8725,61043,35 to 44 years,14.0
8726,61044,35 to 44 years,15.0
8727,61046,35 to 44 years,261.0
8728,61047,35 to 44 years,150.0
8729,61048,35 to 44 years,443.0
8730,61049,35 to 44 years,49.0
8731,61050,35 to 44 years,10.0
8732,61051,35 to 44 years,153.0
8733,61052,35 to 44 years,110.0
8734,61053,35 to 44 years,198.0
8735,61054,35 to 44 years,219.0
8736,61057,35 to 44 years,0.0
8737,61059,35 to 44 years,12.0
8738,61060,35 to 44 years,150.0
8739,61061,35 to 44 years,647.0
8740,61062,35 to 44 years,285.0
8741,61063,35 to 44 years,608.0
8742,61064,35 to 44 years,452.0
8743,61065,35 to 44 years,1542.0
8744,61067,35 to 44 years,41.0
8745,61068,35 to 44 years,1719.0
8746,61070,35 to 44 years,166.0
8747,61071,35 to 44 years,1563.0
8748,61072,35 to 44 years,1747.0
8749,61073,35 to 44 years,2452.0
8750,61074,35 to 44 years,610.0
8751,61075,35 to 44 years,87.0
8752,61077,35 to 44 years,0.0
8753,61078,35 to 44 years,131.0
8754,61079,35 to 44 years,26.0
8755,61080,35 to 44 years,1125.0
8756,61081,35 to 44 years,2561.0
8757,61084,35 to 44 years,418.0
8758,61085,35 to 44 years,323.0
8759,61087,35 to 44 years,109.0
8760,61088,35 to 44 years,813.0
8761,61089,35 to 44 years,57.0
8762,61091,35 to 44 years,0.0
8763,61101,35 to 44 years,2339.0
8764,61102,35 to 44 years,2323.0
8765,61103,35 to 44 years,2840.0
8766,61104,35 to 44 years,2170.0
8767,61107,35 to 44 years,3469.0
8768,61108,35 to 44 years,3525.0
8769,61109,35 to 44 years,2492.0
8770,61111,35 to 44 years,2404.0
8771,61112,35 to 44 years,0.0
8772,61114,35 to 44 years,1513.0
8773,61115,35 to 44 years,2845.0
8774,61201,35 to 44 years,4147.0
8775,61230,35 to 44 years,91.0
8776,61231,35 to 44 years,659.0
8777,61232,35 to 44 years,90.0
8778,61234,35 to 44 years,157.0
8779,61235,35 to 44 years,257.0
8780,61236,35 to 44 years,0.0
8781,61238,35 to 44 years,405.0
8782,61239,35 to 44 years,85.0
8783,61240,35 to 44 years,819.0
8784,61241,35 to 44 years,861.0
8785,61242,35 to 44 years,108.0
8786,61243,35 to 44 years,4.0
8787,61244,35 to 44 years,3093.0
8788,61250,35 to 44 years,392.0
8789,61251,35 to 44 years,129.0
8790,61252,35 to 44 years,591.0
8791,61254,35 to 44 years,1341.0
8792,61256,35 to 44 years,214.0
8793,61257,35 to 44 years,135.0
8794,61258,35 to 44 years,28.0
8795,61259,35 to 44 years,135.0
8796,61260,35 to 44 years,105.0
8797,61261,35 to 44 years,66.0
8798,61262,35 to 44 years,154.0
8799,61263,35 to 44 years,89.0
8800,61264,35 to 44 years,1174.0
8801,61265,35 to 44 years,5326.0
8802,61270,35 to 44 years,635.0
8803,61272,35 to 44 years,144.0
8804,61273,35 to 44 years,505.0
8805,61274,35 to 44 years,30.0
8806,61275,35 to 44 years,490.0
8807,61276,35 to 44 years,15.0
8808,61277,35 to 44 years,273.0
8809,61278,35 to 44 years,88.0
8810,61279,35 to 44 years,165.0
8811,61281,35 to 44 years,206.0
8812,61282,35 to 44 years,1047.0
8813,61283,35 to 44 years,167.0
8814,61284,35 to 44 years,83.0
8815,61285,35 to 44 years,186.0
8816,61301,35 to 44 years,1125.0
8817,61310,35 to 44 years,372.0
8818,61311,35 to 44 years,123.0
8819,61312,35 to 44 years,72.0
8820,61313,35 to 44 years,35.0
8821,61314,35 to 44 years,105.0
8822,61315,35 to 44 years,31.0
8823,61316,35 to 44 years,27.0
8824,61317,35 to 44 years,56.0
8825,61318,35 to 44 years,118.0
8826,61319,35 to 44 years,130.0
8827,61320,35 to 44 years,68.0
8828,61321,35 to 44 years,22.0
8829,61322,35 to 44 years,183.0
8830,61323,35 to 44 years,4.0
8831,61324,35 to 44 years,0.0
8832,61325,35 to 44 years,174.0
8833,61326,35 to 44 years,246.0
8834,61327,35 to 44 years,162.0
8835,61328,35 to 44 years,25.0
8836,61329,35 to 44 years,207.0
8837,61330,35 to 44 years,94.0
8838,61331,35 to 44 years,0.0
8839,61332,35 to 44 years,15.0
8840,61333,35 to 44 years,59.0
8841,61334,35 to 44 years,97.0
8842,61335,35 to 44 years,48.0
8843,61336,35 to 44 years,66.0
8844,61337,35 to 44 years,54.0
8845,61338,35 to 44 years,33.0
8846,61340,35 to 44 years,40.0
8847,61341,35 to 44 years,1030.0
8848,61342,35 to 44 years,930.0
8849,61344,35 to 44 years,40.0
8850,61345,35 to 44 years,57.0
8851,61346,35 to 44 years,6.0
8852,61348,35 to 44 years,449.0
8853,61349,35 to 44 years,136.0
8854,61350,35 to 44 years,2580.0
8855,61353,35 to 44 years,146.0
8856,61354,35 to 44 years,859.0
8857,61356,35 to 44 years,883.0
8858,61358,35 to 44 years,34.0
8859,61359,35 to 44 years,30.0
8860,61360,35 to 44 years,265.0
8861,61361,35 to 44 years,180.0
8862,61362,35 to 44 years,571.0
8863,61363,35 to 44 years,30.0
8864,61364,35 to 44 years,2479.0
8865,61367,35 to 44 years,48.0
8866,61368,35 to 44 years,162.0
8867,61369,35 to 44 years,115.0
8868,61370,35 to 44 years,192.0
8869,61372,35 to 44 years,17.0
8870,61373,35 to 44 years,276.0
8871,61374,35 to 44 years,16.0
8872,61375,35 to 44 years,144.0
8873,61376,35 to 44 years,257.0
8874,61377,35 to 44 years,103.0
8875,61378,35 to 44 years,29.0
8876,61379,35 to 44 years,293.0
8877,61401,35 to 44 years,3742.0
8878,61410,35 to 44 years,509.0
8879,61411,35 to 44 years,24.0
8880,61412,35 to 44 years,177.0
8881,61413,35 to 44 years,125.0
8882,61414,35 to 44 years,67.0
8883,61415,35 to 44 years,232.0
8884,61416,35 to 44 years,34.0
8885,61417,35 to 44 years,42.0
8886,61418,35 to 44 years,62.0
8887,61419,35 to 44 years,13.0
8888,61420,35 to 44 years,36.0
8889,61421,35 to 44 years,152.0
8890,61422,35 to 44 years,339.0
8891,61423,35 to 44 years,38.0
8892,61424,35 to 44 years,11.0
8893,61425,35 to 44 years,30.0
8894,61426,35 to 44 years,25.0
8895,61427,35 to 44 years,162.0
8896,61428,35 to 44 years,67.0
8897,61430,35 to 44 years,76.0
8898,61431,35 to 44 years,8.0
8899,61432,35 to 44 years,55.0
8900,61433,35 to 44 years,0.0
8901,61434,35 to 44 years,277.0
8902,61435,35 to 44 years,0.0
8903,61436,35 to 44 years,122.0
8904,61437,35 to 44 years,75.0
8905,61438,35 to 44 years,85.0
8906,61439,35 to 44 years,32.0
8907,61440,35 to 44 years,63.0
8908,61441,35 to 44 years,103.0
8909,61442,35 to 44 years,54.0
8910,61443,35 to 44 years,1492.0
8911,61447,35 to 44 years,180.0
8912,61448,35 to 44 years,431.0
8913,61449,35 to 44 years,24.0
8914,61450,35 to 44 years,178.0
8915,61451,35 to 44 years,13.0
8916,61452,35 to 44 years,22.0
