,Zipcode,Age group,Estimate
15352,60189,75 to 84 years,1251.0
15353,60190,75 to 84 years,695.0
15354,60191,75 to 84 years,603.0
15355,60192,75 to 84 years,559.0
15356,60193,75 to 84 years,2023.0
15357,60194,75 to 84 years,873.0
15358,60195,75 to 84 years,84.0
15359,60201,75 to 84 years,1913.0
15360,60202,75 to 84 years,1015.0
15361,60203,75 to 84 years,218.0
15362,60301,75 to 84 years,397.0
15363,60302,75 to 84 years,1514.0
15364,60304,75 to 84 years,476.0
15365,60305,75 to 84 years,550.0
15366,60401,75 to 84 years,393.0
15367,60402,75 to 84 years,2264.0
15368,60403,75 to 84 years,1364.0
15369,60404,75 to 84 years,960.0
15370,60406,75 to 84 years,877.0
15371,60407,75 to 84 years,43.0
15372,60408,75 to 84 years,144.0
15373,60409,75 to 84 years,1653.0
15374,60410,75 to 84 years,552.0
15375,60411,75 to 84 years,2207.0
15376,60415,75 to 84 years,591.0
15377,60416,75 to 84 years,352.0
15378,60417,75 to 84 years,832.0
15379,60419,75 to 84 years,895.0
15380,60420,75 to 84 years,266.0
15381,60421,75 to 84 years,112.0
15382,60422,75 to 84 years,363.0
15383,60423,75 to 84 years,1098.0
15384,60424,75 to 84 years,115.0
15385,60425,75 to 84 years,379.0
15386,60426,75 to 84 years,1359.0
15387,60428,75 to 84 years,330.0
15388,60429,75 to 84 years,510.0
15389,60430,75 to 84 years,675.0
15390,60431,75 to 84 years,550.0
15391,60432,75 to 84 years,519.0
15392,60433,75 to 84 years,818.0
15393,60435,75 to 84 years,2117.0
15394,60436,75 to 84 years,679.0
15395,60437,75 to 84 years,2.0
15396,60438,75 to 84 years,1216.0
15397,60439,75 to 84 years,1693.0
15398,60440,75 to 84 years,1665.0
15399,60441,75 to 84 years,1200.0
15400,60442,75 to 84 years,430.0
15401,60443,75 to 84 years,1093.0
15402,60444,75 to 84 years,97.0
15403,60445,75 to 84 years,1555.0
15404,60446,75 to 84 years,1032.0
15405,60447,75 to 84 years,352.0
15406,60448,75 to 84 years,1136.0
15407,60449,75 to 84 years,303.0
15408,60450,75 to 84 years,991.0
15409,60451,75 to 84 years,1019.0
15410,60452,75 to 84 years,1197.0
15411,60453,75 to 84 years,2930.0
15412,60455,75 to 84 years,580.0
15413,60456,75 to 84 years,130.0
15414,60457,75 to 84 years,449.0
15415,60458,75 to 84 years,448.0
15416,60459,75 to 84 years,1240.0
15417,60460,75 to 84 years,68.0
15418,60461,75 to 84 years,530.0
15419,60462,75 to 84 years,2506.0
15420,60463,75 to 84 years,1322.0
15421,60464,75 to 84 years,809.0
15422,60465,75 to 84 years,1156.0
15423,60466,75 to 84 years,899.0
15424,60467,75 to 84 years,2134.0
15425,60468,75 to 84 years,222.0
15426,60469,75 to 84 years,73.0
15427,60470,75 to 84 years,12.0
15428,60471,75 to 84 years,717.0
15429,60472,75 to 84 years,222.0
15430,60473,75 to 84 years,1123.0
15431,60474,75 to 84 years,33.0
15432,60475,75 to 84 years,299.0
15433,60476,75 to 84 years,141.0
15434,60477,75 to 84 years,1934.0
15435,60478,75 to 84 years,697.0
15436,60479,75 to 84 years,24.0
15437,60480,75 to 84 years,222.0
15438,60481,75 to 84 years,884.0
15439,60482,75 to 84 years,352.0
15440,60484,75 to 84 years,290.0
15441,60487,75 to 84 years,873.0
15442,60490,75 to 84 years,303.0
15443,60491,75 to 84 years,1191.0
15444,60501,75 to 84 years,418.0
15445,60502,75 to 84 years,635.0
15446,60503,75 to 84 years,116.0
15447,60504,75 to 84 years,875.0
15448,60505,75 to 84 years,1933.0
15449,60506,75 to 84 years,2017.0
15450,60510,75 to 84 years,1374.0
15451,60511,75 to 84 years,72.0
15452,60512,75 to 84 years,95.0
15453,60513,75 to 84 years,650.0
15454,60514,75 to 84 years,709.0
15455,60515,75 to 84 years,1604.0
15456,60516,75 to 84 years,1411.0
15457,60517,75 to 84 years,863.0
15458,60518,75 to 84 years,223.0
15459,60519,75 to 84 years,0.0
15460,60520,75 to 84 years,84.0
15461,60521,75 to 84 years,822.0
15462,60523,75 to 84 years,1382.0
15463,60525,75 to 84 years,1809.0
15464,60526,75 to 84 years,461.0
15465,60527,75 to 84 years,1760.0
15466,60530,75 to 84 years,20.0
15467,60531,75 to 84 years,63.0
15468,60532,75 to 84 years,1351.0
15469,60534,75 to 84 years,681.0
15470,60536,75 to 84 years,10.0
15471,60537,75 to 84 years,8.0
15472,60538,75 to 84 years,659.0
15473,60539,75 to 84 years,0.0
15474,60540,75 to 84 years,2116.0
15475,60541,75 to 84 years,73.0
15476,60542,75 to 84 years,620.0
15477,60543,75 to 84 years,1675.0
15478,60544,75 to 84 years,2058.0
15479,60545,75 to 84 years,484.0
15480,60546,75 to 84 years,674.0
15481,60548,75 to 84 years,641.0
15482,60549,75 to 84 years,0.0
15483,60550,75 to 84 years,86.0
15484,60551,75 to 84 years,141.0
15485,60552,75 to 84 years,237.0
15486,60553,75 to 84 years,32.0
15487,60554,75 to 84 years,832.0
15488,60555,75 to 84 years,502.0
15489,60556,75 to 84 years,53.0
15490,60557,75 to 84 years,44.0
15491,60558,75 to 84 years,700.0
15492,60559,75 to 84 years,1191.0
15493,60560,75 to 84 years,538.0
15494,60561,75 to 84 years,1260.0
15495,60563,75 to 84 years,1725.0
15496,60564,75 to 84 years,1014.0
15497,60565,75 to 84 years,1578.0
15498,60585,75 to 84 years,595.0
15499,60586,75 to 84 years,759.0
15500,60601,75 to 84 years,679.0
15501,60602,75 to 84 years,0.0
15502,60603,75 to 84 years,34.0
15503,60604,75 to 84 years,26.0
15504,60605,75 to 84 years,1157.0
15505,60606,75 to 84 years,72.0
15506,60607,75 to 84 years,395.0
15507,60608,75 to 84 years,2023.0
15508,60609,75 to 84 years,2120.0
15509,60610,75 to 84 years,1548.0
15510,60611,75 to 84 years,1880.0
15511,60612,75 to 84 years,1102.0
15512,60613,75 to 84 years,1088.0
15513,60614,75 to 84 years,1676.0
15514,60615,75 to 84 years,1664.0
15515,60616,75 to 84 years,2301.0
15516,60617,75 to 84 years,4087.0
15517,60618,75 to 84 years,2406.0
15518,60619,75 to 84 years,3461.0
15519,60620,75 to 84 years,4330.0
15520,60621,75 to 84 years,1223.0
15521,60622,75 to 84 years,1154.0
15522,60623,75 to 84 years,2466.0
15523,60624,75 to 84 years,1574.0
15524,60625,75 to 84 years,1991.0
15525,60626,75 to 84 years,1284.0
15526,60628,75 to 84 years,3753.0
15527,60629,75 to 84 years,4160.0
15528,60630,75 to 84 years,2391.0
15529,60631,75 to 84 years,1615.0
15530,60632,75 to 84 years,2682.0
15531,60633,75 to 84 years,805.0
15532,60634,75 to 84 years,3494.0
15533,60636,75 to 84 years,2366.0
15534,60637,75 to 84 years,1670.0
15535,60638,75 to 84 years,2019.0
15536,60639,75 to 84 years,3021.0
15537,60640,75 to 84 years,2749.0
15538,60641,75 to 84 years,2354.0
15539,60642,75 to 84 years,362.0
15540,60643,75 to 84 years,2827.0
15541,60644,75 to 84 years,2407.0
15542,60645,75 to 84 years,1944.0
15543,60646,75 to 84 years,1578.0
15544,60647,75 to 84 years,1470.0
15545,60649,75 to 84 years,1783.0
15546,60651,75 to 84 years,1864.0
15547,60652,75 to 84 years,1184.0
15548,60653,75 to 84 years,1521.0
15549,60654,75 to 84 years,390.0
15550,60655,75 to 84 years,955.0
15551,60656,75 to 84 years,1587.0
15552,60657,75 to 84 years,1513.0
15553,60659,75 to 84 years,1154.0
15554,60660,75 to 84 years,1644.0
15555,60661,75 to 84 years,25.0
15556,60706,75 to 84 years,1641.0
15557,60707,75 to 84 years,1791.0
15558,60712,75 to 84 years,1090.0
15559,60714,75 to 84 years,2201.0
15560,60803,75 to 84 years,978.0
15561,60804,75 to 84 years,1664.0
15562,60805,75 to 84 years,655.0
15563,60827,75 to 84 years,607.0
15564,60901,75 to 84 years,1390.0
15565,60910,75 to 84 years,35.0
15566,60911,75 to 84 years,76.0
15567,60912,75 to 84 years,39.0
15568,60913,75 to 84 years,271.0
15569,60914,75 to 84 years,1053.0
15570,60915,75 to 84 years,818.0
15571,60917,75 to 84 years,18.0
15572,60918,75 to 84 years,71.0
15573,60919,75 to 84 years,23.0
15574,60920,75 to 84 years,24.0
15575,60921,75 to 84 years,58.0
15576,60922,75 to 84 years,49.0
15577,60924,75 to 84 years,168.0
15578,60926,75 to 84 years,0.0
15579,60927,75 to 84 years,185.0
15580,60928,75 to 84 years,42.0
15581,60929,75 to 84 years,43.0
15582,60930,75 to 84 years,71.0
15583,60931,75 to 84 years,17.0
15584,60932,75 to 84 years,0.0
15585,60933,75 to 84 years,17.0
15586,60934,75 to 84 years,28.0
15587,60935,75 to 84 years,37.0
15588,60936,75 to 84 years,249.0
15589,60938,75 to 84 years,148.0
15590,60940,75 to 84 years,201.0
15591,60941,75 to 84 years,76.0
15592,60942,75 to 84 years,333.0
15593,60945,75 to 84 years,16.0
15594,60946,75 to 84 years,21.0
15595,60948,75 to 84 years,169.0
15596,60949,75 to 84 years,34.0
15597,60950,75 to 84 years,613.0
15598,60951,75 to 84 years,28.0
15599,60952,75 to 84 years,22.0
15600,60953,75 to 84 years,104.0
15601,60954,75 to 84 years,321.0
15602,60955,75 to 84 years,139.0
15603,60957,75 to 84 years,301.0
15604,60958,75 to 84 years,51.0
15605,60959,75 to 84 years,39.0
15606,60960,75 to 84 years,53.0
15607,60961,75 to 84 years,96.0
15608,60962,75 to 84 years,15.0
15609,60963,75 to 84 years,91.0
15610,60964,75 to 84 years,356.0
15611,60966,75 to 84 years,63.0
15612,60968,75 to 84 years,29.0
15613,60969,75 to 84 years,0.0
15614,60970,75 to 84 years,496.0
15615,60973,75 to 84 years,15.0
15616,60974,75 to 84 years,20.0
15617,61001,75 to 84 years,170.0
15618,61006,75 to 84 years,120.0
15619,61007,75 to 84 years,47.0
15620,61008,75 to 84 years,1668.0
15621,61010,75 to 84 years,340.0
15622,61011,75 to 84 years,147.0
15623,61012,75 to 84 years,55.0
15624,61013,75 to 84 years,28.0
15625,61014,75 to 84 years,70.0
15626,61015,75 to 84 years,20.0
15627,61016,75 to 84 years,283.0
15628,61018,75 to 84 years,102.0
15629,61019,75 to 84 years,316.0
15630,61020,75 to 84 years,75.0
15631,61021,75 to 84 years,1031.0
15632,61024,75 to 84 years,99.0
15633,61025,75 to 84 years,354.0
15634,61027,75 to 84 years,0.0
15635,61028,75 to 84 years,133.0
15636,61030,75 to 84 years,94.0
15637,61031,75 to 84 years,91.0
15638,61032,75 to 84 years,1990.0
15639,61036,75 to 84 years,578.0
15640,61037,75 to 84 years,21.0
15641,61038,75 to 84 years,56.0
15642,61039,75 to 84 years,18.0
15643,61041,75 to 84 years,124.0
15644,61042,75 to 84 years,50.0
15645,61043,75 to 84 years,11.0
15646,61044,75 to 84 years,13.0
15647,61046,75 to 84 years,224.0
15648,61047,75 to 84 years,141.0
15649,61048,75 to 84 years,551.0
15650,61049,75 to 84 years,18.0
15651,61050,75 to 84 years,23.0
15652,61051,75 to 84 years,97.0
15653,61052,75 to 84 years,85.0
15654,61053,75 to 84 years,194.0
15655,61054,75 to 84 years,255.0
15656,61057,75 to 84 years,0.0
15657,61059,75 to 84 years,5.0
15658,61060,75 to 84 years,42.0
15659,61061,75 to 84 years,459.0
15660,61062,75 to 84 years,49.0
15661,61063,75 to 84 years,293.0
15662,61064,75 to 84 years,181.0
15663,61065,75 to 84 years,415.0
15664,61067,75 to 84 years,56.0
15665,61068,75 to 84 years,748.0
15666,61070,75 to 84 years,40.0
15667,61071,75 to 84 years,716.0
15668,61072,75 to 84 years,751.0
15669,61073,75 to 84 years,943.0
15670,61074,75 to 84 years,317.0
15671,61075,75 to 84 years,67.0
15672,61077,75 to 84 years,0.0
15673,61078,75 to 84 years,148.0
15674,61079,75 to 84 years,9.0
15675,61080,75 to 84 years,322.0
15676,61081,75 to 84 years,1345.0
15677,61084,75 to 84 years,133.0
15678,61085,75 to 84 years,160.0
15679,61087,75 to 84 years,77.0
15680,61088,75 to 84 years,295.0
15681,61089,75 to 84 years,42.0
15682,61091,75 to 84 years,0.0
15683,61101,75 to 84 years,705.0
15684,61102,75 to 84 years,724.0
15685,61103,75 to 84 years,1367.0
15686,61104,75 to 84 years,464.0
15687,61107,75 to 84 years,1798.0
15688,61108,75 to 84 years,1454.0
15689,61109,75 to 84 years,1040.0
15690,61111,75 to 84 years,1010.0
15691,61112,75 to 84 years,37.0
15692,61114,75 to 84 years,866.0
15693,61115,75 to 84 years,796.0
15694,61201,75 to 84 years,1678.0
15695,61230,75 to 84 years,70.0
15696,61231,75 to 84 years,375.0
15697,61232,75 to 84 years,65.0
15698,61234,75 to 84 years,90.0
15699,61235,75 to 84 years,89.0
15700,61236,75 to 84 years,2.0
15701,61238,75 to 84 years,183.0
15702,61239,75 to 84 years,149.0
15703,61240,75 to 84 years,424.0
15704,61241,75 to 84 years,185.0
15705,61242,75 to 84 years,80.0
15706,61243,75 to 84 years,1.0
15707,61244,75 to 84 years,1259.0
15708,61250,75 to 84 years,133.0
15709,61251,75 to 84 years,24.0
15710,61252,75 to 84 years,308.0
15711,61254,75 to 84 years,904.0
15712,61256,75 to 84 years,109.0
15713,61257,75 to 84 years,48.0
15714,61258,75 to 84 years,0.0
15715,61259,75 to 84 years,60.0
15716,61260,75 to 84 years,55.0
15717,61261,75 to 84 years,89.0
15718,61262,75 to 84 years,32.0
15719,61263,75 to 84 years,29.0
15720,61264,75 to 84 years,715.0
15721,61265,75 to 84 years,2927.0
15722,61270,75 to 84 years,480.0
15723,61272,75 to 84 years,66.0
15724,61273,75 to 84 years,177.0
15725,61274,75 to 84 years,0.0
15726,61275,75 to 84 years,259.0
15727,61276,75 to 84 years,10.0
15728,61277,75 to 84 years,268.0
15729,61278,75 to 84 years,15.0
15730,61279,75 to 84 years,61.0
15731,61281,75 to 84 years,158.0
15732,61282,75 to 84 years,309.0
15733,61283,75 to 84 years,65.0
15734,61284,75 to 84 years,255.0
15735,61285,75 to 84 years,163.0
15736,61301,75 to 84 years,693.0
15737,61310,75 to 84 years,350.0
15738,61311,75 to 84 years,10.0
15739,61312,75 to 84 years,24.0
15740,61313,75 to 84 years,3.0
15741,61314,75 to 84 years,27.0
15742,61315,75 to 84 years,8.0
15743,61316,75 to 84 years,14.0
15744,61317,75 to 84 years,81.0
15745,61318,75 to 84 years,21.0
15746,61319,75 to 84 years,59.0
15747,61320,75 to 84 years,52.0
15748,61321,75 to 84 years,6.0
15749,61322,75 to 84 years,49.0
15750,61323,75 to 84 years,18.0
15751,61324,75 to 84 years,11.0
15752,61325,75 to 84 years,63.0
15753,61326,75 to 84 years,172.0
15754,61327,75 to 84 years,63.0
15755,61328,75 to 84 years,0.0
15756,61329,75 to 84 years,71.0
15757,61330,75 to 84 years,74.0
15758,61331,75 to 84 years,0.0
15759,61332,75 to 84 years,7.0
15760,61333,75 to 84 years,21.0
15761,61334,75 to 84 years,41.0
15762,61335,75 to 84 years,13.0
15763,61336,75 to 84 years,6.0
15764,61337,75 to 84 years,30.0
15765,61338,75 to 84 years,17.0
15766,61340,75 to 84 years,23.0
15767,61341,75 to 84 years,546.0
15768,61342,75 to 84 years,430.0
15769,61344,75 to 84 years,15.0
15770,61345,75 to 84 years,22.0
15771,61346,75 to 84 years,8.0
15772,61348,75 to 84 years,260.0
15773,61349,75 to 84 years,55.0
15774,61350,75 to 84 years,1213.0
15775,61353,75 to 84 years,56.0
15776,61354,75 to 84 years,804.0
15777,61356,75 to 84 years,1038.0
15778,61358,75 to 84 years,28.0
15779,61359,75 to 84 years,23.0
15780,61360,75 to 84 years,124.0
15781,61361,75 to 84 years,72.0
15782,61362,75 to 84 years,357.0
15783,61363,75 to 84 years,25.0
15784,61364,75 to 84 years,1215.0
15785,61367,75 to 84 years,50.0
15786,61368,75 to 84 years,135.0
15787,61369,75 to 84 years,150.0
15788,61370,75 to 84 years,43.0
15789,61372,75 to 84 years,4.0
15790,61373,75 to 84 years,101.0
15791,61374,75 to 84 years,10.0
15792,61375,75 to 84 years,96.0
15793,61376,75 to 84 years,151.0
15794,61377,75 to 84 years,74.0
15795,61378,75 to 84 years,13.0
15796,61379,75 to 84 years,106.0
15797,61401,75 to 84 years,2214.0
15798,61410,75 to 84 years,247.0
15799,61411,75 to 84 years,15.0
15800,61412,75 to 84 years,87.0
15801,61413,75 to 84 years,55.0
15802,61414,75 to 84 years,70.0
15803,61415,75 to 84 years,137.0
15804,61416,75 to 84 years,25.0
15805,61417,75 to 84 years,46.0
15806,61418,75 to 84 years,52.0
15807,61419,75 to 84 years,14.0
15808,61420,75 to 84 years,59.0
15809,61421,75 to 84 years,93.0
15810,61422,75 to 84 years,81.0
15811,61423,75 to 84 years,81.0
15812,61424,75 to 84 years,3.0
15813,61425,75 to 84 years,37.0
15814,61426,75 to 84 years,10.0
15815,61427,75 to 84 years,144.0
15816,61428,75 to 84 years,71.0
15817,61430,75 to 84 years,40.0
15818,61431,75 to 84 years,56.0
15819,61432,75 to 84 years,42.0
15820,61433,75 to 84 years,0.0
15821,61434,75 to 84 years,126.0
15822,61435,75 to 84 years,0.0
15823,61436,75 to 84 years,27.0
15824,61437,75 to 84 years,55.0
15825,61438,75 to 84 years,62.0
15826,61439,75 to 84 years,13.0
15827,61440,75 to 84 years,40.0
15828,61441,75 to 84 years,63.0
15829,61442,75 to 84 years,60.0
15830,61443,75 to 84 years,949.0
15831,61447,75 to 84 years,59.0
15832,61448,75 to 84 years,277.0
15833,61449,75 to 84 years,37.0
15834,61450,75 to 84 years,142.0
15835,61451,75 to 84 years,0.0
15836,61452,75 to 84 years,19.0
15837,61453,75 to 84 years,21.0
15838,61454,75 to 84 years,25.0
15839,61455,75 to 84 years,841.0
15840,61458,75 to 84 years,73.0
15841,61459,75 to 84 years,31.0
15842,61460,75 to 84 years,20.0
15843,61462,75 to 84 years,572.0
15844,61465,75 to 84 years,127.0
15845,61466,75 to 84 years,11.0
15846,61467,75 to 84 years,18.0
15847,61468,75 to 84 years,0.0
15848,61469,75 to 84 years,156.0
15849,61470,75 to 84 years,13.0
15850,61471,75 to 84 years,11.0
15851,61472,75 to 84 years,48.0
15852,61473,75 to 84 years,134.0
15853,61474,75 to 84 years,5.0
15854,61475,75 to 84 years,6.0
15855,61476,75 to 84 years,8.0
15856,61477,75 to 84 years,27.0
15857,61478,75 to 84 years,21.0
15858,61479,75 to 84 years,5.0
15859,61480,75 to 84 years,114.0
15860,61482,75 to 84 years,23.0
15861,61483,75 to 84 years,175.0
15862,61484,75 to 84 years,59.0
15863,61485,75 to 84 years,61.0
15864,61486,75 to 84 years,102.0
15865,61488,75 to 84 years,106.0
15866,61489,75 to 84 years,32.0
15867,61490,75 to 84 years,53.0
15868,61491,75 to 84 years,124.0
15869,61501,75 to 84 years,100.0
15870,61516,75 to 84 years,44.0
15871,61517,75 to 84 years,132.0
15872,61519,75 to 84 years,7.0
15873,61520,75 to 84 years,1053.0
15874,61523,75 to 84 years,543.0
15875,61524,75 to 84 years,31.0
15876,61525,75 to 84 years,496.0
15877,61526,75 to 84 years,36.0
15878,61528,75 to 84 years,71.0
15879,61529,75 to 84 years,131.0
15880,61530,75 to 84 years,413.0
15881,61531,75 to 84 years,258.0
15882,61532,75 to 84 years,37.0
15883,61533,75 to 84 years,116.0
15884,61534,75 to 84 years,93.0
15885,61535,75 to 84 years,66.0
15886,61536,75 to 84 years,241.0
15887,61537,75 to 84 years,150.0
15888,61539,75 to 84 years,5.0
15889,61540,75 to 84 years,173.0
15890,61541,75 to 84 years,10.0
15891,61542,75 to 84 years,206.0
15892,61543,75 to 84 years,5.0
15893,61544,75 to 84 years,49.0
15894,61545,75 to 84 years,24.0
15895,61546,75 to 84 years,268.0
15896,61547,75 to 84 years,128.0
15897,61548,75 to 84 years,481.0
15898,61550,75 to 84 years,1088.0
15899,61552,75 to 84 years,7.0
15900,61553,75 to 84 years,4.0
15901,61554,75 to 84 years,2206.0
15902,61559,75 to 84 years,239.0
15903,61560,75 to 84 years,76.0
15904,61561,75 to 84 years,169.0
15905,61562,75 to 84 years,31.0
15906,61563,75 to 84 years,24.0
15907,61564,75 to 84 years,35.0
15908,61565,75 to 84 years,70.0
15909,61567,75 to 84 years,20.0
15910,61568,75 to 84 years,204.0
15911,61569,75 to 84 years,90.0
15912,61570,75 to 84 years,70.0
15913,61571,75 to 84 years,1225.0
15914,61572,75 to 84 years,85.0
15915,61602,75 to 84 years,46.0
15916,61603,75 to 84 years,435.0
15917,61604,75 to 84 years,1458.0
15918,61605,75 to 84 years,644.0
15919,61606,75 to 84 years,155.0
15920,61607,75 to 84 years,588.0
15921,61610,75 to 84 years,119.0
15922,61611,75 to 84 years,1753.0
15923,61614,75 to 84 years,1917.0
15924,61615,75 to 84 years,1035.0
15925,61616,75 to 84 years,230.0
15926,61625,75 to 84 years,0.0
15927,61701,75 to 84 years,1318.0
15928,61704,75 to 84 years,1284.0
15929,61705,75 to 84 years,295.0
15930,61720,75 to 84 years,4.0
15931,61721,75 to 84 years,110.0
15932,61722,75 to 84 years,23.0
15933,61723,75 to 84 years,132.0
15934,61724,75 to 84 years,26.0
15935,61725,75 to 84 years,117.0
15936,61726,75 to 84 years,154.0
15937,61727,75 to 84 years,570.0
15938,61728,75 to 84 years,80.0
15939,61729,75 to 84 years,95.0
15940,61730,75 to 84 years,4.0
15941,61731,75 to 84 years,6.0
15942,61732,75 to 84 years,65.0
15943,61733,75 to 84 years,25.0
15944,61734,75 to 84 years,154.0
15945,61735,75 to 84 years,9.0
15946,61736,75 to 84 years,42.0
15947,61737,75 to 84 years,22.0
15948,61738,75 to 84 years,255.0
15949,61739,75 to 84 years,208.0
15950,61740,75 to 84 years,86.0
15951,61741,75 to 84 years,48.0
15952,61742,75 to 84 years,61.0
15953,61743,75 to 84 years,10.0
15954,61744,75 to 84 years,113.0
15955,61745,75 to 84 years,225.0
15956,61747,75 to 84 years,108.0
